query,time,httpCalls,serverTime,importTime,exportTime,errors
query_10174,2.284856008,5,0.14996476,2.738475799560547,3.389406204223633,0
query_10175,6.050103992,37,0.09484135956756756,0.6343609577900654,0.41566023955474035,0
query_10176,1.38484584,1,0.222404144,0.30422210693359375,0.00762939453125,0
query_10177,1.617417048,1,0.272477304,0.2608299255371094,0.007867813110351562,0
query_10179,1.108484336,1,0.15054032,0.3437995910644531,0.007867813110351562,0
query_1017,1.766892608,1,0.215715328,0.1819133758544922,0.0040531158447265625,0
query_10180,2.860520192,6,0.09697684666666667,0.8847713470458984,0.45677026112874347,0
query_10181,1.41759156,1,0.219089576,0.3018379211425781,0.0073909759521484375,0
query_10182,2.001241976,2,0.13929222,0.8093118667602539,0.5463361740112305,0
query_10183,1.270935432,1,0.180812088,0.2789497375488281,0.007867813110351562,0
query_10184,1.267716728,1,0.192487424,0.3380775451660156,0.008821487426757812,0
query_10185,1.539420232,1,0.273623456,0.3409385681152344,0.007152557373046875,0
query_10186,1.672651144,1,0.119493456,0.23055076599121094,0.007152557373046875,0
query_10187,2.550242992,5,0.09826579040000001,0.6882667541503906,0.4486560821533203,0
query_10188,1.42232972,1,0.217744544,0.3573894500732422,0.009059906005859375,0
query_1018,2.694578912,6,0.118654556,2.046346664428711,2.166271209716797,0
query_10190,1.478844616,1,0.211363096,0.26798248291015625,0.0069141387939453125,0
query_10191,1.675892144,1,0.762762264,0.3192424774169922,0.00476837158203125,0
query_10192,1.229164904,1,0.186898944,0.2734661102294922,0.008106231689453125,0
query_10193,1.291022256,1,0.203027568,0.38170814514160156,0.008344650268554688,0
query_10195,1.343692504,1,0.234602024,0.3554821014404297,0.009775161743164062,0
query_10196,1.647401296,1,0.25212452,0.3731250762939453,0.007867813110351562,0
query_10199,1.337136856,1,0.184736656,0.3325939178466797,0.007152557373046875,0
query_1019,1.624570216,3,0.17426364266666666,2.242406209309896,1.9217332204182944,0
query_101,1.445333184,1,0.188604432,0.21648406982421875,0.004291534423828125,0
query_10200,1.42267944,1,0.234240016,0.3237724304199219,0.0171661376953125,0
query_10201,1.453478448,1,0.182882696,0.23174285888671875,0.0069141387939453125,0
query_10203,1.637162688,1,0.28970192,0.27179718017578125,0.007867813110351562,0
query_10205,1.785261728,1,0.175551464,0.2846717834472656,0.0045299530029296875,0
query_10207,1.439378848,1,0.27778624,0.5600452423095703,0.0045299530029296875,0
query_10209,1.399479216,1,0.254577512,0.36144256591796875,0.009059906005859375,0
query_1020,4.08018196,17,0.10274357694117647,0.5298642551197724,0.3048812641816981,0
query_10210,1.188491768,1,0.160555848,0.30922889709472656,0.007867813110351562,0
query_10211,2.586307968,6,0.11434848266666667,2.4118423461914062,0.9074608484903971,0
query_10212,1.853525952,3,0.13741999733333332,1.1573632558186848,0.9586016337076824,0
query_10213,2.292844616,3,0.167974856,0.9274482727050781,0.5575021107991536,0
query_10214,1.441550376,1,0.212742904,0.4787445068359375,0.008344650268554688,0
query_10215,1.348017392,1,0.227729032,0.17499923706054688,0.0073909759521484375,0
query_10216,1.821812104,4,0.120548472,1.3127326965332031,0.8904337882995605,0
query_10217,1.370548528,1,0.182321264,0.2243518829345703,0.0133514404296875,0
query_10218,1.966001208,2,0.148087828,0.989079475402832,0.3650188446044922,0
query_10219,2.039862032,1,0.781052312,0.3120899200439453,0.0050067901611328125,0
query_1021,1.871129032,1,0.218096096,0.2696514129638672,0.00762939453125,0
query_10220,1.2897918,1,0.299758296,0.35643577575683594,0.008821487426757812,0
query_10221,1.953109128,3,0.13936703733333333,1.1096000671386719,0.9725888570149739,0
query_10222,1.596014712,1,0.245043592,0.27251243591308594,0.008106231689453125,0
query_10225,4.193588416,19,0.09797781221052633,0.4338716205797698,0.25150650425961135,0
query_10226,1.69667088,1,0.139355952,0.38814544677734375,0.007867813110351562,0
query_10227,1.306647112,1,0.20872868,0.22983551025390625,0.007152557373046875,0
query_10229,1.807418624,1,0.181385048,0.27251243591308594,0.009059906005859375,0
query_1022,2.143484744,2,0.18335701199999999,0.8034706115722656,0.5135536193847656,0
query_10230,2.622431608,6,0.11183344133333334,1.3194084167480469,0.8806387583414713,0
query_10231,1.321450664,1,0.165508096,0.41556358337402344,0.00858306884765625,0
query_10232,1.284365768,1,0.121624272,0.3459453582763672,0.0073909759521484375,0
query_10234,1.520298984,1,0.191759192,0.3445148468017578,0.005245208740234375,0
query_10235,3.918395848,13,0.10623338092307694,0.45204162597656256,0.28340633098895734,0
query_10236,1.404045504,1,0.215118984,0.30732154846191406,0.007867813110351562,0
query_10237,2.595384488,7,0.11176182400000001,2.0139217376708984,0.8993829999651228,0
query_10238,1.508304016,1,0.414728976,0.3597736358642578,0.00476837158203125,0
query_1023,2.12734372,5,0.1388832224,2.261829376220703,1.4065265655517578,0
query_10240,1.658985312,3,0.11722806666666667,0.9360313415527344,0.41969617207845056,0
query_10241,2.693311928,7,0.132695432,4.781144005911691,0.48252514430454796,0
query_10242,1.544863256,1,0.174758424,0.18548965454101562,0.005245208740234375,0
query_10243,1.39419832,1,0.216286736,0.34809112548828125,0.0054836273193359375,0
query_10246,1.347024504,1,0.186469096,0.21767616271972656,0.007867813110351562,0
query_10248,1.759913416,1,0.264141984,0.278472900390625,0.00762939453125,0
query_10251,1.252767872,1,0.248103016,0.1735687255859375,0.008821487426757812,0
query_10253,2.46704332,4,0.1215758,1.3829469680786133,0.6983280181884766,0
query_10254,1.35233652,2,0.12549542,0.960230827331543,0.40149688720703125,0
query_10255,1.087521512,1,0.179419736,0.301361083984375,0.007152557373046875,0
query_10256,1.443916264,1,0.209284216,0.37407875061035156,0.0073909759521484375,0
query_10257,1.597554184,2,0.21546405200000002,0.6608963012695312,0.42068958282470703,0
query_10258,1.191440752,1,0.153706232,0.3800392150878906,0.008106231689453125,0
query_10259,1.537562672,1,0.264956064,0.3612041473388672,0.0045299530029296875,0
query_1025,1.103756456,1,0.135270944,0.48542022705078125,0.008106231689453125,0
query_10261,1.329598992,1,0.095877104,0.2334117889404297,0.009059906005859375,0
