query,time,httpCalls,serverTime,errors
query_8220,,0
query_8221,0.206,6,65.83333333333333,0
query_8222,,0
query_8223,69.399,2184,100.46062271062272,0
query_8224,0.242,8,98.25,0
query_8225,,0
query_8226,,0
query_8227,70.308,2276,100.41476274165203,0
query_8228,1.699,44,90,0
query_8229,5.322,138,96.31884057971014,0
query_822,,0
query_8230,,0
query_8231,42.696,1375,98.14690909090909,0
query_8232,,0
query_8233,0.13,1,53,0
query_8234,,0
query_8235,104.066,4405,119.27241770715096,0
query_8236,,0
query_8237,,0
query_8238,38.807,1049,101.24880838894185,0
query_8239,0.545,9,86.77777777777777,0
query_823,0.274,5,115,0
query_8240,,0
query_8241,,0
query_8242,94.992,3668,154.75763358778627,0
query_8243,15.495,513,142.66276803118907,0
query_8244,,0
query_8245,,0
query_8246,,0
query_8247,,0
query_8248,,0
query_8249,24.948,826,96.046004842615,0
query_824,,0
query_8250,20.494,792,111.74368686868686,0
query_8251,0.275,3,103.66666666666667,0
query_8252,0.432,7,100.71428571428571,0
query_8253,35.958,1247,98.54611066559744,0
query_8254,,0
query_8255,,0
query_8256,57.389,2358,116.52671755725191,0
query_8257,59.658,2333,99.4612087441063,0
query_8258,,0
query_8259,58.354,1970,109.751269035533,0
query_825,0.294,5,83.6,0
query_8260,,0
query_8261,29.658,983,105.85961342828077,0
query_8262,78.997,3802,128.90110468174646,0
query_8263,30.61,939,98.13525026624067,0
query_8264,107.833,3943,136.2840476794319,0
query_8265,0.435,4,128,0
query_8266,,0
query_8267,,0
query_8268,,0
query_8269,80.916,3757,124.02848017034869,0
query_826,12.012,340,100.22941176470589,0
query_8270,64.316,1911,99.74358974358974,0
query_8271,,0
query_8272,,0
query_8273,93.818,3559,92.36779994380444,0
query_8274,5.347,163,93.8159509202454,0
query_8275,,0
query_8276,34.755,1119,97.37622877569258,0
query_8277,1.877,61,96.1639344262295,0
query_8278,0.633,13,90.76923076923077,0
query_8279,0.207,5,94.4,0
query_827,24.337,990,91.61616161616162,0
query_8280,90.897,3230,100.11238390092879,0
query_8281,,0
query_8282,44.531,1583,107.34744156664561,0
query_8283,0.432,6,103.16666666666667,0
query_8284,23.038,791,120.65107458912769,0
query_8285,8.501,327,127.96024464831804,0
query_8286,47.727,1730,99.88901734104046,0
query_8287,,0
query_8288,,0
query_8289,,0
query_828,10.092,426,133.20892018779344,0
query_8290,0.181,1,106,0
query_8291,13.738,495,103.70505050505051,0
query_8292,,0
query_8293,,0
query_8294,5.547,130,98.75384615384615,0
query_8295,5.569,158,97.88607594936708,0
query_8296,117.831,4272,94.92954119850187,0
query_8297,0.354,9,68.44444444444444,0
query_8298,0.311,4,93,0
query_8299,18.004,609,99.27750410509032,0
query_829,,0
query_82,48.723,1330,99.79849624060151,0
query_8300,32.034,965,94.49430051813472,0
query_8301,32.765,910,104.42527472527472,0
query_8302,3.44,127,94.02362204724409,0
query_8303,,0
query_8304,,0
query_8305,,0
query_8306,14.092,74,106.55405405405405,0
query_8307,0.47,8,88.125,0
query_8308,0.178,4,93.5,0
query_8309,0.166,5,56.4,0
query_830,0.632,8,132.5,0
query_8310,,0
query_8311,74.226,2575,98.64233009708738,0
query_8312,,0
query_8313,1.255,40,92.25,0
query_8314,,0
query_8315,0.344,3,110.66666666666667,0
query_8316,,0
query_8317,,0
query_8318,3.271,123,96.01626016260163,0
query_8319,0.417,7,76.85714285714286,0
query_831,118.869,4272,99.04049625468164,0
query_8320,,0
query_8321,0.381,7,71.71428571428571,0
query_8322,0.506,10,191.8,0
query_8323,42.362,1312,105.71798780487805,0
query_8324,0.203,1,125,0
query_8325,,0
query_8326,,0
query_8327,,0
query_8328,86.909,3790,142.3509234828496,0
query_8329,,0
query_832,0.111,2,53.5,0
query_8330,0.209,4,60.25,0
query_8331,0.081,1,53,0
query_8332,,0
query_8333,93.88,2743,119.19650018228218,0
query_8334,0.318,4,129,0
query_8335,0.526,8,171.625,0
query_8336,,0
query_8337,1.147,32,97.8125,0
query_8338,105.769,4054,100.01455352738037,0
query_8339,0.536,12,84.58333333333333,0
query_833,3.561,118,108.55932203389831,0
query_8340,32.037,1074,131.71880819366854,0
query_8341,,0
query_8342,7.061,160,119.3125,0
query_8343,112.2,3361,118.4635525141327,0
query_8344,5.726,121,115.13223140495867,0
query_8345,,0
query_8346,2.862,78,111.98717948717949,0
query_8347,,0
query_8348,116.578,3654,141.4671592775041,0
query_8349,46.067,1312,115.66310975609755,0
query_834,0.927,14,116.85714285714286,0
query_8350,0.698,10,150.4,0
query_8351,0.139,1,54,0
query_8352,85.286,1718,118.22235157159487,0
query_8353,,0
query_8354,,0
query_8355,,0
query_8356,,0
query_8357,92.017,3642,154.82125205930808,0
query_8358,115.005,4795,173.75036496350364,0
query_8359,6.079,242,87.30578512396694,0
query_835,0.145,1,53,0
query_8360,63.576,2258,98.08325952170063,0
query_8361,,0
query_8362,0.275,1,156,0
query_8363,35.492,1392,108.58692528735632,0
query_8364,,0
query_8365,97.424,3125,99.3856,0
query_8366,,0
query_8367,,0
query_8368,45.127,1557,93.57996146435453,0
query_8369,59.521,1812,104.36368653421634,0
query_836,5.204,175,100.72571428571429,0
query_8370,3.035,103,91.63106796116504,0
query_8371,7.291,220,100.42272727272727,0
query_8372,26.604,994,97.30281690140845,0
query_8373,97.763,3530,96.54504249291784,0
query_8374,,0
query_8375,,0
query_8376,50.413,1569,108.68578712555768,0
query_8377,,0
query_8378,,0
query_8379,8.373,254,86.27952755905511,0
query_837,,0
query_8380,5.017,138,100.8840579710145,0
query_8381,26.709,916,92.28930131004367,0
query_8382,109.587,3132,107.23563218390805,0
query_8383,12.951,387,108.56589147286822,0
query_8384,0.17,6,57.5,0
query_8385,,0
query_8386,0.389,6,106.16666666666667,0
query_8387,90.462,3852,139.44730010384217,0
query_8388,70.701,2105,107.72066508313539,0
query_8389,,0
query_838,110.566,3241,103.90959580376428,0
query_8390,2.885,80,99.7125,0
query_8391,0.226,1,122,0
query_8392,,0
query_8393,,0
query_8394,,0
