query,time,httpCalls,serverTime,errors
query_9610,,0
query_9611,,0
query_9612,1.609,47,83.63829787234043,0
query_9613,82.014,2743,104.60116660590595,0
query_9614,,0
query_9615,,0
query_9616,4.429,105,96.36190476190477,0
query_9617,16.119,698,84.41977077363897,0
query_9618,32.412,960,96.22708333333334,0
query_9619,,0
query_961,,0
query_9620,0.608,16,92.8125,0
query_9621,37.075,1250,97.6144,0
query_9622,6.407,205,90.50243902439024,0
query_9623,,0
query_9624,,0
query_9625,,0
query_9626,42.631,1287,113.63325563325563,0
query_9627,,0
query_9628,76.236,2164,111.26894639556377,0
query_9629,15.013,489,109.06952965235173,0
query_962,0.336,6,107.16666666666667,0
query_9630,0.389,4,107.75,0
query_9631,,0
query_9632,,0
query_9633,22.704,791,121.66877370417194,0
query_9634,95.435,3409,97.17864476386038,0
query_9635,19.677,745,105.77181208053692,0
query_9636,,0
query_9637,85.551,3828,130.56008359456635,0
query_9638,65.691,2141,95.26856609061187,0
query_9639,0.244,4,70.75,0
query_963,,0
query_9640,0.088,3,58,0
query_9641,0.273,3,99,0
query_9642,,0
query_9643,35.497,1176,96.4906462585034,0
query_9644,0.454,7,111.71428571428571,0
query_9645,68.035,2643,96.75066212637155,0
query_9646,5.58,130,97.36923076923077,0
query_9647,0.35,5,105,0
query_9648,2.226,65,108.6,0
query_9649,76.006,2016,116.71974206349206,0
query_964,,0
query_9650,,0
query_9651,50.208,1548,111.72157622739019,0
query_9652,,0
query_9653,12.144,337,95.32640949554896,0
query_9654,,0
query_9655,85.031,3796,116.64515279241307,0
query_9656,29.093,885,107.47796610169492,0
query_9657,,0
query_9658,0.09,2,54,0
query_9659,16.945,1005,165.5283582089552,0
query_965,118.024,5269,118.49364205731638,0
query_9660,43.649,1327,105.94875659382065,0
query_9661,,0
query_9662,,0
query_9663,0.094,3,65,0
query_9664,,0
query_9665,,0
query_9666,3.158,128,80.53125,0
query_9667,0.986,32,78.15625,0
query_9668,,0
query_9669,,0
query_966,7.717,259,103.88416988416988,0
query_9670,19.835,791,103.99241466498104,0
query_9671,0.902,25,87.6,0
query_9672,36.442,1305,87.97011494252874,0
query_9673,31.686,1392,96.433908045977,0
query_9674,,0
query_9675,,0
query_9676,26.094,848,87.09080188679245,0
query_9677,0.617,7,108,0
query_9678,,0
query_9679,33.751,1180,110.0771186440678,0
query_967,,0
query_9680,105.68,4345,126.73762945914845,0
query_9681,107.94,4007,113.97179935113552,0
query_9682,,0
query_9683,9.55,411,135.01216545012164,0
query_9684,,0
query_9685,,0
query_9686,62.057,2779,149.19611370996762,0
query_9687,,0
query_9688,5.341,162,98.9753086419753,0
query_9689,110.23,4311,120.26722338204593,0
query_968,82.563,3013,106.25555924327912,0
query_9690,,0
query_9691,32.844,114,89.93859649122807,0
query_9692,4.819,113,112.99115044247787,0
query_9693,84.738,3801,138.8008418837148,0
query_9694,97.806,3892,138.6472250770812,0
query_9695,,0
query_9696,0.448,6,108.5,0
query_9697,0.59,11,164.0909090909091,0
query_9698,75.36,3850,117.9225974025974,0
query_9699,0.401,7,82.85714285714286,0
query_969,0.814,15,115.53333333333333,0
query_96,,0
query_9700,0.67,14,99.07142857142857,0
query_9701,,0
query_9702,5.312,126,108.80952380952381,0
query_9703,0.176,1,96,0
query_9704,,0
query_9705,39.228,1118,99.10196779964222,0
query_9706,101.327,3920,88.35025510204082,0
query_9707,,0
query_9708,,0
query_9709,6.672,216,101.4074074074074,0
query_970,2.358,76,95.11842105263158,0
query_9710,,0
query_9711,34.908,1158,108.71761658031087,0
query_9712,0.744,14,124.64285714285714,0
query_9713,66.009,2095,99.19474940334129,0
query_9714,27.956,1016,101.91732283464567,0
query_9715,,0
query_9716,7.243,202,109.17326732673267,0
query_9717,37.492,1269,102.12844759653271,0
query_9718,65.436,1769,100.05144149236857,0
query_9719,,0
query_971,0.218,4,83.5,0
query_9720,0.251,5,122.2,0
query_9721,,0
query_9722,88.192,3674,131.78415895481763,0
query_9723,57.43,2475,135.0860606060606,0
query_9724,,0
query_9725,7.414,238,105.17226890756302,0
query_9726,,0
query_9727,,0
query_9728,72.58,2190,103.52009132420092,0
query_9729,57.266,1504,105.32380319148936,0
query_972,94.292,3587,123.24282129913577,0
query_9730,103.925,3241,95.61246528849121,0
query_9731,,0
query_9732,22.492,926,110.61663066954644,0
query_9733,37.494,1250,99.496,0
query_9734,8.306,201,106.77114427860697,0
query_9735,0.286,5,117.8,0
query_9736,9.733,350,104.84,0
query_9737,92.89,4113,128.03792851932894,0
query_9738,,0
query_9739,32.38,1181,99.05080440304826,0
query_973,,0
query_9740,41.047,1217,94.67953985209532,0
query_9741,,0
query_9742,,0
query_9743,0.17,1,88,0
query_9744,95.357,3293,105.07682963862739,0
