query,time,httpCalls,nbResults,errors
query_10174,0.417,1,37,0
query_10175,6.025,6,10000,22
query_10176,0.785,1,0,0
query_10177,0.992,1,0,0
query_10179,0.94,1,0,0
query_1017,0.463,1,59,0
query_10180,0.476,2,2453,0
query_10181,0.726,1,0,0
query_10182,0.806,1,339,0
query_10183,0.971,1,4,0
query_10184,0.165,1,0,0
query_10185,0.123,1,2,0
query_10186,0.718,1,47,0
query_10187,1.204,1,1348,0
query_10188,1.101,1,2,0
query_1018,0.672,1,877,0
query_10190,0.161,1,6,0
query_10191,0.811,1,0,0
query_10192,0.994,1,0,0
query_10193,0.891,1,0,0
query_10195,0.311,1,3,0
query_10196,0.316,1,21,0
query_10199,0.854,1,2,0
query_1019,1.209,1,8,0
query_101,0.915,1,0,0
query_10200,0.098,1,0,0
query_10201,0.403,1,0,0
query_10203,0.839,1,29,0
query_10205,0.864,1,49,0
query_10207,0.931,1,1,0
query_10209,0.359,1,2,0
query_1020,4.474,6,10000,21
query_10210,0.311,1,0,0
query_10211,0.124,1,223,0
query_10212,0.818,1,25,0
query_10213,0.96,1,573,0
query_10214,0.891,1,0,0
query_10215,0.339,1,1,0
query_10216,0.144,1,47,0
query_10217,0.832,1,1,0
query_10218,1.009,1,276,0
query_10219,0.764,1,0,0
query_1021,0.791,1,256,0
query_10220,0.364,1,2,0
query_10221,0.292,1,39,0
query_10222,0.794,1,43,0
query_10225,3.431,4,7456,0
query_10226,0.396,1,28,0
query_10227,0.774,1,0,0
query_10229,0.637,1,234,0
query_1022,0.854,1,246,0
query_10230,0.736,1,441,0
query_10231,0.426,1,0,0
query_10232,0.804,1,0,0
query_10234,0.646,1,9,0
query_10235,4.013,5,9432,0
query_10236,0.836,1,16,0
query_10237,0.909,1,649,0
query_10238,0.482,1,0,0
query_1023,0.754,1,56,0
query_10240,0.588,1,161,0
query_10241,0.859,1,607,0
query_10242,0.795,1,23,0
query_10243,0.462,1,2,0
query_10246,0.509,1,0,0
query_10248,0.687,1,42,0
query_10251,0.657,1,1,0
query_10253,0.843,1,485,0
query_10254,0.651,1,23,0
query_10255,0.613,1,0,0
query_10256,0.828,1,1,0
query_10257,0.735,1,5,0
query_10258,0.499,1,0,0
query_10259,0.903,1,17,0
query_1025,0.664,1,0,0
query_10261,0.862,1,1,0
query_10263,0.361,1,485,0
query_10266,0.637,1,127,0
query_10268,4.798,6,10000,22
query_1026,0.946,1,48,0
query_10271,0.598,1,526,0
query_10272,0.721,1,1,0
query_10273,0.543,1,42,0
query_10274,0.641,1,1,0
query_10277,5.15,6,10000,22
query_10279,0.799,1,0,0
query_1027,0.603,1,2,0
query_10280,0.856,1,129,0
query_10281,0.805,1,0,0
query_10282,0.459,1,0,0
query_10283,0.766,1,0,0
query_10284,0.61,1,5,0
query_10285,0.851,1,722,0
query_10286,0.526,1,0,0
query_10287,0.733,1,36,0
query_10288,0.701,1,649,0
query_1028,0.74,1,0,0
query_10291,0.724,1,39,0
query_10292,0.661,1,813,0
query_10293,0.97,1,491,0
query_10295,0.672,1,10,0
query_10297,0.724,1,20,0
query_10298,0.761,1,54,0
query_10299,0.521,1,26,0
query_102,0.667,1,0,0
query_10300,0.829,1,0,0
query_10301,4.832,6,10000,22
query_10302,3.204,4,7234,0
query_10303,0.625,1,1,0
query_10304,0.952,1,1807,0
query_10307,0.691,1,8,0
query_10308,0.643,1,74,0
query_10309,0.635,1,0,0
query_1030,0.683,1,2,0
query_10310,0.718,1,218,0
query_10311,0.651,1,0,0
query_10313,0.394,1,0,0
query_10314,0.702,1,210,0
query_10315,0.731,1,129,0
query_10316,0.746,1,853,0
query_10317,3.413,6,10000,21
query_10318,11.483,5,9668,0
query_10319,0.603,1,129,0
query_1031,0.921,1,9,0
query_10320,0.827,1,0,0
query_10322,0.499,1,33,0
query_10323,0.292,1,6,0
query_10324,5.943,6,10000,22
query_10326,0.708,1,18,0
query_10327,0.615,1,33,0
query_1032,0.944,1,436,0
query_10330,0.952,1,1908,0
query_10331,0.571,1,6,0
query_10332,0.622,1,231,0
query_10335,0.919,1,9,0
query_10337,0.785,1,0,0
query_10338,0.471,1,0,0
query_10339,0.291,1,5,0
query_1033,0.632,1,13,0
query_10340,0.874,1,202,0
query_10341,0.796,1,10,0
query_10343,0.812,1,167,0
query_10344,0.371,1,345,0
query_10345,0.549,1,386,0
query_10346,0.817,1,67,0
