query,time,httpCalls,nbResults,errors
query_10174,0.715,1,37,0
query_10175,4.71,6,10000,22
query_10176,0.595,1,0,0
query_10177,0.738,1,0,0
query_10179,0.839,1,0,0
query_1017,0.654,1,59,0
query_10180,0.383,2,2453,0
query_10181,0.62,1,0,0
query_10182,0.726,1,339,0
query_10183,0.923,1,4,0
query_10184,0.152,1,0,0
query_10185,0.1,1,2,0
query_10186,0.58,1,47,0
query_10187,0.968,1,1348,0
query_10188,0.788,1,2,0
query_1018,0.275,1,877,0
query_10190,0.163,1,6,0
query_10191,0.615,1,0,0
query_10192,0.978,1,0,0
query_10193,0.764,1,0,0
query_10195,0.321,1,3,0
query_10196,0.106,1,21,0
query_10199,0.57,1,2,0
query_1019,1.079,1,8,0
query_101,0.603,1,0,0
query_10200,0.153,1,0,0
query_10201,0.243,1,0,0
query_10203,0.762,1,29,0
query_10205,0.715,1,49,0
query_10207,0.841,1,1,0
query_10209,0.142,1,2,0
query_1020,3.263,6,10000,21
query_10210,0.484,1,0,0
query_10211,0.205,1,223,0
query_10212,0.529,1,25,0
query_10213,0.741,1,573,0
query_10214,0.741,1,0,0
query_10215,0.244,1,1,0
query_10216,0.351,1,47,0
query_10217,0.736,1,1,0
query_10218,0.551,1,276,0
query_10219,0.514,1,0,0
query_1021,0.326,1,256,0
query_10220,0.448,1,2,0
query_10221,0.742,1,39,0
query_10222,0.496,1,43,0
query_10225,2.713,4,7456,0
query_10226,0.49,1,28,0
query_10227,0.415,1,0,0
query_10229,0.475,1,234,0
query_1022,0.735,1,246,0
query_10230,0.585,1,441,0
query_10231,0.391,1,0,0
query_10232,0.564,1,0,0
query_10234,0.69,1,9,0
query_10235,2.375,5,9432,0
query_10236,0.735,1,16,0
query_10237,0.572,1,649,0
query_10238,0.395,1,0,0
query_1023,0.306,1,56,0
query_10240,0.696,1,161,0
query_10241,0.763,1,607,0
query_10242,0.321,1,23,0
query_10243,0.171,1,2,0
query_10246,0.462,1,0,0
query_10248,0.834,1,42,0
query_10251,0.485,1,1,0
query_10253,0.67,1,485,0
query_10254,0.248,1,23,0
query_10255,0.473,1,0,0
query_10256,0.609,1,1,0
query_10257,0.445,1,5,0
query_10258,0.438,1,0,0
query_10259,0.341,1,17,0
query_1025,0.499,1,0,0
query_10261,0.407,1,1,0
query_10263,0.749,1,485,0
query_10266,0.35,1,127,0
query_10268,4.481,6,10000,22
query_1026,0.613,1,48,0
query_10271,0.428,1,526,0
query_10272,0.616,1,1,0
query_10273,0.465,1,42,0
query_10274,0.503,1,1,0
query_10277,3.792,6,10000,22
query_10279,0.592,1,0,0
query_1027,0.423,1,2,0
query_10280,0.717,1,129,0
query_10281,0.264,1,0,0
query_10282,0.55,1,0,0
query_10283,0.563,1,0,0
query_10284,0.395,1,5,0
query_10285,0.552,1,722,0
query_10286,0.415,1,0,0
query_10287,0.598,1,36,0
query_10288,0.773,1,649,0
query_1028,0.331,1,0,0
query_10291,0.362,1,39,0
query_10292,0.839,1,813,0
query_10293,0.852,1,491,0
query_10295,0.096,1,10,0
query_10297,0.181,1,20,0
query_10298,0.44,1,54,0
query_10299,0.688,1,26,0
query_102,0.765,1,0,0
query_10300,0.128,1,0,0
query_10301,4.239,6,10000,22
query_10302,2.288,4,7234,0
query_10303,0.54,1,1,0
query_10304,0.716,1,1807,0
query_10307,0.491,1,8,0
query_10308,0.663,1,74,0
query_10309,0.467,1,0,0
query_1030,0.482,1,2,0
query_10310,0.279,1,218,0
query_10311,0.43,1,0,0
query_10313,0.498,1,0,0
query_10314,0.577,1,210,0
query_10315,0.401,1,129,0
query_10316,0.646,1,853,0
query_10317,3.6,6,10000,21
query_10318,10.494,5,9668,0
query_10319,0.58,1,129,0
query_1031,0.314,1,9,0
query_10320,0.292,1,0,0
query_10322,0.491,1,33,0
query_10323,0.691,1,6,0
query_10324,3.899,6,10000,22
query_10326,0.783,1,18,0
query_10327,0.298,1,33,0
query_1032,0.263,1,436,0
query_10330,0.954,1,1908,0
query_10331,0.757,1,6,0
query_10332,0.395,1,231,0
query_10335,0.12,1,9,0
query_10337,0.456,1,0,0
query_10338,0.753,1,0,0
query_10339,0.504,1,5,0
query_1033,0.48,1,13,0
query_10340,0.322,1,202,0
query_10341,0.575,1,10,0
query_10343,0.429,1,167,0
query_10344,0.655,1,345,0
query_10345,0.365,1,386,0
query_10346,0.423,1,67,0
