query,time,httpCalls,completeness,soundness,errors
query_10174,120.002,440,.81,1.00,1
query_10175,120.002,330,0.00,1.00,1
query_10176,1.541,1,1.00,1.00,0
query_10177,2.542,4,1.00,1.00,0
query_10179,1.84,1,1.00,1.00,0
query_1017,3.349,9,1.00,1.00,0
query_10180,25.727,86,1.00,1.00,0
query_10181,1.426,3,1.00,1.00,0
query_10182,23.484,68,1.00,1.00,0
query_10183,4.368,8,1.00,1.00,0
query_10184,3.047,3,1.00,1.00,0
query_10185,3.761,4,1.00,1.00,0
query_10186,4.763,4,1.00,1.00,0
query_10187,77.632,178,1.00,1.00,0
query_10188,53.05,88,1.00,1.00,0
query_1018,120.001,294,.83,1.00,1
query_10190,3.316,4,1.00,1.00,0
query_10191,120.004,260,1.00,1.00,1
query_10192,1.341,1,1.00,1.00,0
query_10193,2.863,0,1.00,1.00,0
query_10195,56.019,88,1.00,1.00,0
query_10196,41.421,70,1.00,1.00,0
query_10199,2.828,3,1.00,1.00,0
query_1019,120.004,244,0,1.00,1
query_101,8.247,16,1.00,1.00,0
query_10200,6.553,9,1.00,1.00,0
query_10201,2.366,1,1.00,1.00,0
query_10203,9.142,15,1.00,1.00,0
query_10205,11.073,21,1.00,1.00,0
query_10207,47.696,69,1.00,1.00,0
query_10209,24.296,43,1.00,1.00,0
query_1020,101.187,148,1.00,1.00,0
query_10210,1.666,1,1.00,1.00,0
query_10211,120.001,236,.49,1.00,1
query_10212,108.571,186,1.00,1.00,0
query_10213,72.542,131,1.00,1.00,0
query_10214,2.279,0,1.00,1.00,0
query_10215,1.149,0,1.00,1.00,0
query_10216,120.004,211,.44,1.00,1
query_10217,1.407,0,1.00,1.00,0
query_10218,56.831,133,1.00,1.00,0
query_10219,120.003,238,1.00,1.00,1
query_1021,20.186,28,1.00,1.00,0
query_10220,35.406,59,1.00,1.00,0
query_10221,120.003,222,.51,1.00,1
query_10222,6.071,7,1.00,1.00,0
query_10225,120.002,177,.17,1.00,1
query_10226,12.052,26,1.00,1.00,0
query_10227,1.394,0,1.00,1.00,0
query_10229,22.573,24,1.00,1.00,0
query_1022,14,35,1.00,1.00,0
query_10230,120.002,333,.61,1.00,1
query_10231,2.413,0,1.00,1.00,0
query_10232,1.895,1,1.00,1.00,0
query_10234,57.571,91,1.00,1.00,0
query_10235,97.223,141,1.00,1.00,0
query_10236,4.02,5,1.00,1.00,0
query_10237,120.002,321,.59,1.00,1
query_10238,120.003,305,1.00,1.00,1
query_1023,120.002,449,.78,1.00,1
query_10240,88.131,236,1.00,1.00,0
query_10241,120.001,342,0,1.00,1
query_10242,2.127,4,1.00,1.00,0
query_10243,30.834,88,1.00,1.00,0
query_10246,0.483,0,1.00,1.00,0
query_10248,24.358,69,1.00,1.00,0
query_10251,0.745,0,1.00,1.00,0
query_10253,51.854,244,.99,.99,0
query_10254,30.941,85,1.00,1.00,0
query_10255,1.342,1,1.00,1.00,0
query_10256,4.74,10,1.00,1.00,0
query_10257,77.588,237,1.00,1.00,0
query_10258,1.231,0,1.00,1.00,0
query_10259,23.297,77,1.00,1.00,0
query_1025,2.737,1,1.00,1.00,0
query_10261,2.479,1,1.00,1.00,0
query_10263,56.083,244,.99,.99,0
query_10266,89.38,258,1.00,1.00,0
query_10268,120.003,376,.79,0,1
query_1026,2.177,5,1.00,1.00,0
query_10271,120.003,467,.96,1.00,1
query_10272,1.471,0,1.00,1.00,0
query_10273,22.449,69,1.00,1.00,0
query_10274,1.548,3,1.00,1.00,0
query_10277,120.003,401,.83,1.00,1
query_10279,2.542,1,1.00,1.00,0
query_1027,16.736,46,1.00,1.00,0
query_10280,8.497,15,1.00,1.00,0
query_10281,1.891,1,1.00,1.00,0
query_10282,1.062,0,1.00,1.00,0
query_10283,3.352,1,1.00,1.00,0
query_10284,92.579,237,1.00,1.00,0
query_10285,30.543,90,1.00,1.00,0
query_10286,1.571,2,1.00,1.00,0
query_10287,26.945,107,1.00,1.00,0
query_10288,120.002,465,.85,1.00,1
query_1028,1.504,1,1.00,1.00,0
query_10291,95.458,297,1.00,1.00,0
query_10292,74.678,305,1.00,1.00,0
query_10293,52.309,135,1.00,1.00,0
query_10295,4.16,13,1.00,1.00,0
query_10297,105.947,277,1.00,1.00,0
query_10298,38.785,106,1.00,1.00,0
query_10299,29.615,85,1.00,1.00,0
query_102,65.373,222,1.00,1.00,0
query_10300,0.819,0,1.00,1.00,0
query_10301,120.001,375,.87,1.00,1
query_10302,60.024,193,1.00,0,0
query_10303,0.916,1,1.00,1.00,0
query_10304,120.002,372,.86,1.00,1
query_10307,42.785,82,1.00,1.00,0
query_10308,72.891,251,1.00,1.00,0
query_10309,1.363,1,1.00,1.00,0
query_1030,16.053,46,1.00,1.00,0
query_10310,23.721,63,1.00,1.00,0
query_10311,1.22,1,1.00,1.00,0
query_10313,1.749,1,1.00,1.00,0
query_10314,9.297,28,1.00,1.00,0
query_10315,26.81,79,1.00,1.00,0
query_10316,20.822,57,1.00,1.00,0
query_10317,89.332,229,1.00,1.00,0
query_10318,86.036,347,1.00,1.00,0
query_10319,6.09,14,1.00,1.00,0
query_1031,37.408,129,1.00,1.00,0
query_10320,1.497,0,1.00,1.00,0
query_10322,24.036,82,1.00,1.00,0
query_10323,51.162,133,1.00,1.00,0
query_10324,120.005,329,.71,1.00,1
query_10326,3.882,4,1.00,1.00,0
query_10327,89.348,232,1.00,1.00,0
query_1032,75.477,237,1.00,1.00,0
query_10330,47.376,151,1.00,1.00,0
query_10331,32.784,96,1.00,1.00,0
query_10332,40.55,125,1.00,1.00,0
query_10335,22.832,76,1.00,0.00,0
query_10337,1.148,0,1.00,1.00,0
query_10338,2.88,0,1.00,1.00,0
query_10339,2.374,8,1.00,1.00,0
query_1033,8.376,11,1.00,1.00,0
query_10340,43.912,112,1.00,1.00,0
query_10341,14.825,25,1.00,1.00,0
query_10343,38.171,83,1.00,1.00,0
query_10344,14.636,23,1.00,1.00,0
query_10345,120.002,381,.85,1.00,1
query_10346,6.483,5,1.00,1.00,0
