query,time,httpCalls,completeness,soundness,errors
query_10174,120.003,139,0,1.00,1
query_10175,120.002,173,.36,1.00,1
query_10176,3.639,1,1.00,1.00,0
query_10177,4.128,4,1.00,1.00,0
query_10179,1.123,1,1.00,1.00,0
query_1017,6.275,9,1.00,1.00,0
query_10180,25.322,86,1.00,1.00,0
query_10181,1.9,3,1.00,1.00,0
query_10182,30.667,68,1.00,1.00,0
query_10183,4.283,8,1.00,1.00,0
query_10184,3.057,3,1.00,1.00,0
query_10185,4.301,4,1.00,1.00,0
query_10186,3.747,4,1.00,1.00,0
query_10187,83.384,178,1.00,1.00,0
query_10188,65.221,88,1.00,1.00,0
query_1018,120.002,258,.73,1.00,1
query_10190,6.194,4,1.00,1.00,0
query_10191,120.001,241,1.00,1.00,1
query_10192,3.154,1,1.00,1.00,0
query_10193,1.466,0,1.00,1.00,0
query_10195,66.864,88,1.00,1.00,0
query_10196,24.841,70,1.00,1.00,0
query_10199,2.909,3,1.00,1.00,0
query_1019,120.005,257,0,1.00,1
query_101,6.024,16,1.00,1.00,0
query_10200,4.018,9,1.00,1.00,0
query_10201,1.576,1,1.00,1.00,0
query_10203,8.848,15,1.00,1.00,0
query_10205,11.677,21,1.00,1.00,0
query_10207,50.202,69,1.00,1.00,0
query_10209,33.563,43,1.00,1.00,0
query_1020,108.699,148,1.00,1.00,0
query_10210,3.125,1,1.00,1.00,0
query_10211,120.002,232,.49,1.00,1
query_10212,117.693,186,1.00,1.00,0
query_10213,84.508,131,1.00,1.00,0
query_10214,2.738,0,1.00,1.00,0
query_10215,1.251,0,1.00,1.00,0
query_10216,120.002,222,.44,1.00,1
query_10217,2.033,0,1.00,1.00,0
query_10218,71.155,133,1.00,1.00,0
query_10219,120.003,207,1.00,1.00,1
query_1021,19.516,28,1.00,1.00,0
query_10220,40.185,59,1.00,1.00,0
query_10221,120.002,187,.23,1.00,1
query_10222,6.392,7,1.00,1.00,0
query_10225,120.002,142,.14,1.00,1
query_10226,13.711,26,1.00,1.00,0
query_10227,0.952,0,1.00,1.00,0
query_10229,13.357,24,1.00,1.00,0
query_1022,18.459,35,1.00,1.00,0
query_10230,120.004,300,.54,1.00,1
query_10231,2.195,0,1.00,1.00,0
query_10232,2.822,1,1.00,1.00,0
query_10234,77.255,91,1.00,1.00,0
query_10235,120.002,140,.98,1.00,1
query_10236,4.066,5,1.00,1.00,0
query_10237,120.001,209,.37,1.00,1
query_10238,120.002,240,1.00,1.00,1
query_1023,120.003,249,.21,1.00,1
query_10240,120.002,130,.46,1.00,1
query_10241,120.004,119,0,1.00,1
query_10242,5.505,4,1.00,1.00,0
query_10243,80.137,88,1.00,1.00,0
query_10246,1.553,0,1.00,1.00,0
query_10248,67.774,69,1.00,1.00,0
query_10251,3.678,0,1.00,1.00,0
query_10253,120.003,209,.84,.99,1
query_10254,63.662,85,1.00,1.00,0
query_10255,3.56,1,1.00,1.00,0
query_10256,12.735,10,1.00,1.00,0
query_10257,120.004,136,.80,1.00,1
query_10258,1.135,0,1.00,1.00,0
query_10259,38.799,77,1.00,1.00,0
query_1025,3.774,1,1.00,1.00,0
query_10261,2.596,1,1.00,1.00,0
query_10263,120.003,217,.86,.98,1
query_10266,120.001,170,.47,1.00,1
query_10268,120.001,164,.33,0,1
query_1026,5.698,5,1.00,1.00,0
query_10271,120.003,171,.32,1.00,1
query_10272,2.494,0,1.00,1.00,0
query_10273,45.061,69,1.00,1.00,0
query_10274,3.047,3,1.00,1.00,0
query_10277,120.003,175,.34,1.00,1
query_10279,3.022,1,1.00,1.00,0
query_1027,38.649,46,1.00,1.00,0
query_10280,13.858,15,1.00,1.00,0
query_10281,3.973,1,1.00,1.00,0
query_10282,3.141,0,1.00,1.00,0
query_10283,4.501,1,1.00,1.00,0
query_10284,120.002,157,.80,1.00,1
query_10285,65.458,90,1.00,1.00,0
query_10286,5.764,2,1.00,1.00,0
query_10287,57.675,107,1.00,1.00,0
query_10288,120.002,255,.46,1.00,1
query_1028,1.749,1,1.00,1.00,0
query_10291,120.002,257,.74,1.00,1
query_10292,119.301,305,1.00,1.00,0
query_10293,97.125,135,1.00,1.00,0
query_10295,5.241,13,0,1.00,0
query_10297,120.002,176,.85,1.00,1
query_10298,97.201,106,1.00,1.00,0
query_10299,70.874,85,1.00,1.00,0
query_102,120.003,213,1.00,1.00,1
query_10300,1.208,0,1.00,1.00,0
query_10301,120.002,212,.37,1.00,1
query_10302,113.513,193,1.00,1.00,0
query_10303,1.831,1,1.00,1.00,0
query_10304,120.003,277,.63,1.00,1
query_10307,59.421,82,1.00,1.00,0
query_10308,120.004,231,0,1.00,1
query_10309,2.1,1,1.00,1.00,0
query_1030,27.336,46,1.00,1.00,0
query_10310,27.074,63,1.00,1.00,0
query_10311,1.977,1,1.00,1.00,0
query_10313,3.752,1,1.00,1.00,0
query_10314,18.742,28,1.00,1.00,0
query_10315,41.304,79,1.00,1.00,0
query_10316,36.558,57,1.00,1.00,0
query_10317,119.265,229,1.00,1.00,0
query_10318,108.826,347,1.00,1.00,0
query_10319,6.352,14,1.00,1.00,0
query_1031,48.842,129,1.00,1.00,0
query_10320,0.808,0,1.00,1.00,0
query_10322,32.63,82,1.00,1.00,0
query_10323,50.999,133,1.00,1.00,0
query_10324,120.003,289,0.00,1.00,1
query_10326,3.074,4,1.00,1.00,0
query_10327,92.571,232,1.00,1.00,0
query_1032,66.36,237,1.00,1.00,0
query_10330,55.423,151,1.00,1.00,0
query_10331,38.899,96,1.00,1.00,0
query_10332,42.605,125,1.00,1.00,0
query_10335,23.308,76,1.00,1.00,0
query_10337,0.983,0,1.00,1.00,0
query_10338,1.961,0,1.00,1.00,0
query_10339,4.258,8,1.00,1.00,0
query_1033,6.815,11,1.00,1.00,0
query_10340,37.476,112,1.00,1.00,0
query_10341,13.486,25,1.00,1.00,0
query_10343,32.612,83,1.00,1.00,0
query_10344,11.496,23,1.00,1.00,0
query_10345,103.619,431,1.00,1.00,0
query_10346,3.163,5,1.00,1.00,0
