query,time,httpCalls,completeness,soundness,errors
query_10174,120.003,121,0,1.00,1
query_10175,120.003,166,.35,1.00,1
query_10176,3.827,1,1.00,1.00,0
query_10177,5.092,4,1.00,1.00,0
query_10179,1.77,1,1.00,1.00,0
query_1017,8.233,9,1.00,1.00,0
query_10180,40.899,86,1.00,1.00,0
query_10181,2.444,3,1.00,1.00,0
query_10182,48.264,68,1.00,1.00,0
query_10183,8.581,8,1.00,1.00,0
query_10184,3.585,3,1.00,1.00,0
query_10185,6.298,4,1.00,1.00,0
query_10186,5.455,4,1.00,1.00,0
query_10187,105.469,178,1.00,1.00,0
query_10188,59.968,88,1.00,1.00,0
query_1018,120.001,228,.63,1.00,1
query_10190,5.854,4,1.00,1.00,0
query_10191,120.001,200,1.00,1.00,1
query_10192,2.112,1,1.00,1.00,0
query_10193,1.078,0,1.00,1.00,0
query_10195,51.497,88,1.00,1.00,0
query_10196,42.951,70,1.00,1.00,0
query_10199,1.831,3,1.00,1.00,0
query_1019,120.002,219,0,1.00,1
query_101,10.635,16,1.00,1.00,0
query_10200,6.953,9,1.00,1.00,0
query_10201,2.249,1,1.00,1.00,0
query_10203,13.466,15,1.00,1.00,0
query_10205,21.426,21,1.00,1.00,0
query_10207,48.235,69,1.00,1.00,0
query_10209,34.559,43,1.00,1.00,0
query_1020,116.917,148,1.00,1.00,0
query_10210,3.42,1,1.00,1.00,0
query_10211,120.002,200,.39,1.00,1
query_10212,107.78,186,1.00,1.00,0
query_10213,86.262,131,1.00,1.00,0
query_10214,2.664,0,1.00,1.00,0
query_10215,2.018,0,1.00,1.00,0
query_10216,120.003,204,.44,1.00,1
query_10217,2.073,0,1.00,1.00,0
query_10218,74.807,133,1.00,1.00,0
query_10219,120.003,202,1.00,1.00,1
query_1021,16.756,28,1.00,1.00,0
query_10220,48.108,59,1.00,1.00,0
query_10221,120.003,182,.23,1.00,1
query_10222,7.122,7,1.00,1.00,0
query_10225,120.004,152,.15,1.00,1
query_10226,13.097,26,1.00,1.00,0
query_10227,1.572,0,1.00,1.00,0
query_10229,18.487,24,1.00,1.00,0
query_1022,17.208,35,1.00,1.00,0
query_10230,120.002,298,.54,1.00,1
query_10231,3.927,0,1.00,1.00,0
query_10232,4.354,1,1.00,1.00,0
query_10234,57.604,91,1.00,1.00,0
query_10235,92.507,141,1.00,1.00,0
query_10236,5.421,5,1.00,1.00,0
query_10237,120.002,278,.51,1.00,1
query_10238,120.003,314,1.00,1.00,1
query_1023,120.003,346,.39,1.00,1
query_10240,120.002,191,.74,1.00,1
query_10241,120.003,185,0,1.00,1
query_10242,3.832,4,1.00,1.00,0
query_10243,45.573,88,1.00,1.00,0
query_10246,1.37,0,1.00,1.00,0
query_10248,39.291,69,1.00,1.00,0
query_10251,1.126,0,1.00,1.00,0
query_10253,85.548,244,.99,.99,0
query_10254,50.062,85,1.00,1.00,0
query_10255,1.738,1,1.00,1.00,0
query_10256,8.346,10,1.00,1.00,0
query_10257,120.003,210,1.00,1.00,1
query_10258,1.08,0,1.00,1.00,0
query_10259,36.839,77,1.00,1.00,0
query_1025,2.675,1,1.00,1.00,0
query_10261,2.026,1,1.00,1.00,0
query_10263,90.407,244,.99,.99,0
query_10266,120.001,221,.92,1.00,1
query_10268,120.003,234,.48,1.00,1
query_1026,3.171,5,1.00,1.00,0
query_10271,120.003,272,.57,1.00,1
query_10272,1.026,0,1.00,1.00,0
query_10273,36.019,69,1.00,1.00,0
query_10274,4.075,3,1.00,1.00,0
query_10277,120.003,223,.44,1.00,1
query_10279,2.266,1,1.00,1.00,0
query_1027,28.207,46,1.00,1.00,0
query_10280,13.457,15,1.00,1.00,0
query_10281,2.144,1,1.00,1.00,0
query_10282,1.935,0,1.00,1.00,0
query_10283,1.583,1,1.00,1.00,0
query_10284,120.003,200,1.00,1.00,1
query_10285,45.631,90,1.00,1.00,0
query_10286,2.367,2,1.00,1.00,0
query_10287,49.596,107,1.00,1.00,0
query_10288,120.003,306,.56,1.00,1
query_1028,2.946,1,1.00,1.00,0
query_10291,120.001,244,.51,1.00,1
query_10292,120.002,274,.83,1.00,1
query_10293,72.174,135,1.00,1.00,0
query_10295,7.87,13,1.00,1.00,0
query_10297,120.002,203,.90,1.00,1
query_10298,69.824,106,1.00,1.00,0
query_10299,52.504,85,1.00,1.00,0
query_102,107.979,222,1.00,1.00,0
query_10300,0.957,0,1.00,1.00,0
query_10301,120.002,243,.43,1.00,1
query_10302,100.247,193,1.00,0,0
query_10303,2.833,1,1.00,1.00,0
query_10304,120.003,267,.61,1.00,1
query_10307,44.38,82,1.00,1.00,0
query_10308,120.003,216,0,1.00,1
query_10309,1.821,1,1.00,1.00,0
query_1030,34.145,46,1.00,1.00,0
query_10310,35.996,63,1.00,1.00,0
query_10311,1.921,1,1.00,1.00,0
query_10313,2.928,1,1.00,1.00,0
query_10314,14.955,28,1.00,1.00,0
query_10315,45.931,79,1.00,1.00,0
query_10316,50.902,57,1.00,1.00,0
query_10317,120.002,157,0.00,1.00,1
query_10318,120.002,267,.51,1.00,1
query_10319,8.473,14,1.00,1.00,0
query_1031,77.987,129,1.00,1.00,0
query_10320,2.436,0,1.00,1.00,0
query_10322,45.344,82,1.00,1.00,0
query_10323,80.22,133,1.00,1.00,0
query_10324,120.002,209,.45,1.00,1
query_10326,3.503,4,1.00,1.00,0
query_10327,120.003,208,0,1.00,1
query_1032,97.668,237,1.00,1.00,0
query_10330,79.774,151,1.00,1.00,0
query_10331,64.633,96,1.00,1.00,0
query_10332,58.477,125,1.00,1.00,0
query_10335,42.003,76,1.00,1.00,0
query_10337,1.983,0,1.00,1.00,0
query_10338,2.78,0,1.00,1.00,0
query_10339,6.113,8,1.00,1.00,0
query_1033,9.124,11,1.00,1.00,0
query_10340,54.426,112,1.00,1.00,0
query_10341,23.21,25,1.00,1.00,0
query_10343,37.611,83,1.00,1.00,0
query_10344,13.998,23,1.00,1.00,0
query_10345,120.002,304,.66,1.00,1
query_10346,6.046,5,1.00,1.00,0
