query,time,httpCalls,completeness,soundness,errors
query_10282,0.535,0,1.00,1.00,0
query_10283,0.62,1,1.00,1.00,0
query_10284,15.992,237,1.00,1.00,0
query_10285,5.148,90,1.00,1.00,0
query_10286,0.719,2,1.00,1.00,0
query_10287,5.334,107,1.00,1.00,0
query_10288,28.493,590,1.00,1.00,0
query_1028,0.433,1,1.00,1.00,0
query_10291,15.701,297,1.00,1.00,0
query_10292,12.552,305,1.00,1.00,0
query_10293,8.389,135,1.00,1.00,0
query_10295,0.958,13,1.00,1.00,0
query_10297,18.207,277,1.00,1.00,0
query_10298,7.547,106,1.00,1.00,0
query_10299,5.961,85,1.00,1.00,0
query_102,13.074,222,1.00,1.00,0
query_10300,0.258,0,1.00,1.00,0
query_10301,24.403,429,1.00,1.00,0
query_10302,11.061,193,1.00,1.00,0
query_10303,0.41,1,1.00,1.00,0
query_10304,22.377,428,1.00,1.00,0
query_10307,4.515,82,1.00,1.00,0
query_10308,11.97,251,1.00,1.00,0
query_10309,0.404,1,1.00,1.00,0
query_1030,3.683,46,1.00,1.00,0
query_10310,3.707,63,1.00,1.00,0
query_10311,0.556,1,1.00,1.00,0
query_10313,0.883,1,1.00,1.00,0
query_10314,1.899,28,1.00,1.00,0
query_10315,4.94,79,1.00,1.00,0
query_10316,4.268,57,1.00,1.00,0
query_10317,16.286,229,1.00,1.00,0
query_10318,16.042,347,1.00,1.00,0
query_10319,1.262,14,1.00,1.00,0
query_1031,6.821,129,1.00,1.00,0
query_10320,0.408,0,1.00,1.00,0
query_10322,4.449,82,1.00,1.00,0
query_10323,7.724,133,1.00,1.00,0
query_10324,26.456,457,1.00,1.00,0
query_10326,0.802,4,1.00,1.00,0
query_10327,11.075,232,1.00,1.00,0
query_1032,9.105,237,1.00,1.00,0
query_10330,8.426,151,1.00,1.00,0
query_10331,6.437,96,1.00,1.00,0
query_10332,5.725,125,1.00,1.00,0
query_10335,3.984,76,1.00,1.00,0
query_10337,0.493,0,1.00,1.00,0
query_10338,0.636,0,1.00,1.00,0
query_10339,0.927,8,1.00,1.00,0
query_1033,1.387,11,1.00,1.00,0
query_10340,5.525,112,1.00,1.00,0
query_10341,2.021,25,1.00,1.00,0
query_10343,4.949,83,1.00,1.00,0
query_10344,1.912,23,1.00,1.00,0
query_10345,15.585,431,1.00,1.00,0
query_10346,0.717,5,1.00,1.00,0
