query,time,httpCalls,completeness,soundness,errors
query_10174,120.003,143,0,1.00,1
query_10175,120.003,185,.39,1.00,1
query_10176,3.598,1,1.00,1.00,0
query_10177,5.283,4,1.00,1.00,0
query_10179,2.411,1,1.00,1.00,0
query_1017,8.198,9,1.00,1.00,0
query_10180,43.647,86,1.00,1.00,0
query_10181,5.825,3,1.00,1.00,0
query_10182,57.513,68,1.00,1.00,0
query_10183,8.212,8,1.00,1.00,0
query_10184,4.946,3,1.00,1.00,0
query_10185,6.233,4,1.00,1.00,0
query_10186,2.968,4,1.00,1.00,0
query_10187,120.002,156,.85,1.00,1
query_10188,71.636,88,1.00,1.00,0
query_1018,120.003,253,.71,1.00,1
query_10190,3.84,4,1.00,1.00,0
query_10191,120.002,208,1.00,1.00,1
query_10192,3.09,1,1.00,1.00,0
query_10193,2.699,0,1.00,1.00,0
query_10195,81.563,88,1.00,1.00,0
query_10196,41.528,70,1.00,1.00,0
query_10199,4.479,3,1.00,1.00,0
query_1019,120.002,187,0,1.00,1
query_101,11.265,16,1.00,1.00,0
query_10200,8.054,9,1.00,1.00,0
query_10201,2.323,1,1.00,1.00,0
query_10203,13.196,15,1.00,1.00,0
query_10205,20.271,21,1.00,1.00,0
query_10207,57.953,69,1.00,1.00,0
query_10209,23.186,43,1.00,1.00,0
query_1020,110.901,148,1.00,1.00,0
query_10210,3.343,1,1.00,1.00,0
query_10211,120.003,179,.34,1.00,1
query_10212,120.001,177,.88,1.00,1
query_10213,81.98,131,1.00,1.00,0
query_10214,3.059,0,1.00,1.00,0
query_10215,1.519,0,1.00,1.00,0
query_10216,120.002,209,.44,1.00,1
query_10217,2.308,0,1.00,1.00,0
query_10218,64.684,133,1.00,1.00,0
query_10219,120.002,246,1.00,1.00,1
query_1021,14.862,28,1.00,1.00,0
query_10220,40.268,59,1.00,1.00,0
query_10221,120.002,245,.51,1.00,1
query_10222,6.837,7,1.00,1.00,0
query_10225,120.003,179,.17,1.00,1
query_10226,12.146,26,1.00,1.00,0
query_10227,2.071,0,1.00,1.00,0
query_10229,17.287,24,1.00,1.00,0
query_1022,15.171,35,1.00,1.00,0
query_10230,120.002,351,.64,1.00,1
query_10231,2.485,0,1.00,1.00,0
query_10232,1.905,1,1.00,1.00,0
query_10234,56.887,91,1.00,1.00,0
query_10235,97.692,141,1.00,1.00,0
query_10236,5.512,5,1.00,1.00,0
query_10237,120.003,271,.49,1.00,1
query_10238,120.002,255,1.00,1.00,1
query_1023,120.003,293,.28,1.00,1
query_10240,120.002,193,.74,1.00,1
query_10241,120.004,183,0,1.00,1
query_10242,3.972,4,1.00,1.00,0
query_10243,59.153,88,1.00,1.00,0
query_10246,1.07,0,1.00,1.00,0
query_10248,45.074,69,1.00,1.00,0
query_10251,2.499,0,1.00,1.00,0
query_10253,93.234,244,.99,.99,0
query_10254,55.828,85,1.00,1.00,0
query_10255,2.908,1,1.00,1.00,0
query_10256,20.201,10,1.00,1.00,0
query_10257,120.003,208,1.00,1.00,1
query_10258,1.734,0,1.00,1.00,0
query_10259,35.832,77,1.00,1.00,0
query_1025,3.408,1,1.00,1.00,0
query_10261,2.976,1,1.00,1.00,0
query_10263,108.018,244,.99,.99,0
query_10266,120.003,222,.92,1.00,1
query_10268,120.002,205,.41,1.00,1
query_1026,4.378,5,1.00,1.00,0
query_10271,120.004,225,.41,1.00,1
query_10272,1.63,0,1.00,1.00,0
query_10273,55.356,69,1.00,1.00,0
query_10274,3.296,3,1.00,1.00,0
query_10277,120.002,158,0.00,1.00,1
query_10279,2.603,1,1.00,1.00,0
query_1027,35.726,46,1.00,1.00,0
query_10280,14.159,15,1.00,1.00,0
query_10281,3.471,1,1.00,1.00,0
query_10282,2.222,0,1.00,1.00,0
query_10283,2.312,1,1.00,1.00,0
query_10284,120.002,146,.80,1.00,1
query_10285,69.307,90,1.00,1.00,0
query_10286,4.82,2,1.00,1.00,0
query_10287,57.165,107,1.00,1.00,0
query_10288,120.003,212,.37,1.00,1
query_1028,3.237,1,1.00,1.00,0
query_10291,120.003,167,.23,1.00,1
query_10292,120.002,240,.72,1.00,1
query_10293,97.126,135,1.00,1.00,0
query_10295,9.684,13,1.00,1.00,0
query_10297,120.002,168,.80,1.00,1
query_10298,102.268,106,1.00,1.00,0
query_10299,80,85,1.00,1.00,0
query_102,120.003,176,1.00,1.00,1
query_10300,1.661,0,1.00,1.00,0
query_10301,120.002,151,.28,.72,1
query_10302,120.004,172,.88,1.00,1
query_10303,2.813,1,1.00,1.00,0
query_10304,120.002,198,.46,1.00,1
query_10307,54.281,82,1.00,1.00,0
query_10308,120.004,195,0,1.00,1
query_10309,2.109,1,1.00,1.00,0
query_1030,35.93,46,1.00,1.00,0
query_10310,57.041,63,1.00,1.00,0
query_10311,4.624,1,1.00,1.00,0
query_10313,4.023,1,1.00,1.00,0
query_10314,19.052,28,1.00,1.00,0
query_10315,58.468,79,1.00,1.00,0
query_10316,60.234,57,1.00,1.00,0
query_10317,120.002,129,.56,1.00,1
query_10318,120.001,204,.22,1.00,1
query_10319,9.436,14,1.00,1.00,0
query_1031,60.756,129,1.00,1.00,0
query_10320,2.76,0,1.00,1.00,0
query_10322,56.875,82,1.00,1.00,0
query_10323,101.066,133,1.00,1.00,0
query_10324,120.002,146,.31,1.00,1
query_10326,4.929,4,1.00,1.00,0
query_10327,120.001,183,0,1.00,1
query_1032,108.066,237,1.00,1.00,0
query_10330,86.649,151,1.00,1.00,0
query_10331,68.222,96,1.00,1.00,0
query_10332,72.253,125,1.00,1.00,0
query_10335,42.33,76,1.00,1.00,0
query_10337,2.765,0,1.00,1.00,0
query_10338,2.713,0,1.00,1.00,0
query_10339,7.074,8,1.00,1.00,0
query_1033,16.413,11,1.00,1.00,0
query_10340,61.199,112,1.00,1.00,0
query_10341,20.546,25,1.00,1.00,0
query_10343,62.814,83,1.00,1.00,0
query_10344,21.091,23,1.00,1.00,0
query_10345,120.002,319,.69,1.00,1
query_10346,4.527,5,1.00,1.00,0
