query,time,httpCalls,completeness,soundness,errors
query_10174,120.002,193,1.00,1.00,1
query_10175,120.002,190,0.00,1.00,1
query_10176,1.839,1,1.00,1.00,0
query_10177,4.264,4,1.00,1.00,0
query_10179,3.298,1,1.00,1.00,0
query_1017,6.359,9,1.00,1.00,0
query_10180,33.539,86,1.00,1.00,0
query_10181,3.735,3,1.00,1.00,0
query_10182,36.412,68,1.00,0,0
query_10183,16.184,8,1.00,1.00,0
query_10184,3.589,3,1.00,1.00,0
query_10185,4.713,4,1.00,1.00,0
query_10186,4.439,4,1.00,1.00,0
query_10187,111.519,178,1.00,1.00,0
query_10188,62.289,88,1.00,1.00,0
query_1018,120.002,212,.58,1.00,1
query_10190,4.452,4,1.00,1.00,0
query_10191,120.003,204,1.00,1.00,1
query_10192,2.138,1,1.00,1.00,0
query_10193,1.731,0,1.00,1.00,0
query_10195,65.353,88,1.00,1.00,0
query_10196,37.004,70,1.00,1.00,0
query_10199,3.661,3,0,1.00,0
query_1019,120.003,227,0,1.00,1
query_101,10.001,16,1.00,1.00,0
query_10200,5.931,9,1.00,1.00,0
query_10201,2.14,1,1.00,1.00,0
query_10203,11.911,15,1.00,1.00,0
query_10205,15.51,21,1.00,1.00,0
query_10207,46.79,69,1.00,1.00,0
query_10209,37.401,43,1.00,1.00,0
query_1020,112.719,148,1.00,1.00,0
query_10210,2.083,1,1.00,1.00,0
query_10211,120.002,193,0,1.00,1
query_10212,118.203,186,1.00,1.00,0
query_10213,81.434,131,1.00,1.00,0
query_10214,2.986,0,1.00,1.00,0
query_10215,2.232,0,1.00,1.00,0
query_10216,120.002,186,.44,1.00,1
query_10217,1.201,0,1.00,1.00,0
query_10218,66.889,133,0.00,1.00,0
query_10219,120.002,205,1.00,1.00,1
query_1021,17.429,28,1.00,1.00,0
query_10220,39.937,59,1.00,1.00,0
query_10221,120.002,193,.23,1.00,1
query_10222,6.2,7,1.00,1.00,0
query_10225,120.002,164,0.00,1.00,1
query_10226,15.918,26,1.00,1.00,0
query_10227,2.501,0,1.00,1.00,0
query_10229,20.75,24,1.00,1.00,0
query_1022,15.178,35,1.00,1.00,0
query_10230,120.002,296,.54,1.00,1
query_10231,1.669,0,1.00,1.00,0
query_10232,2.038,1,1.00,1.00,0
query_10234,59.845,91,1.00,1.00,0
query_10235,108.909,141,1.00,1.00,0
query_10236,6.811,5,1.00,1.00,0
query_10237,120.001,240,.42,1.00,1
query_10238,120.002,231,1.00,1.00,1
query_1023,120.002,259,.21,1.00,1
query_10240,120.002,169,.65,1.00,1
query_10241,120.003,163,0,1.00,1
query_10242,3.887,4,1.00,1.00,0
