query,time,httpCalls,completeness,soundness,errors
query_10174,120.004,196,0,1.00,1
query_10175,120.002,258,.54,1.00,1
query_10176,2.626,1,1.00,1.00,0
query_10177,2.726,4,1.00,1.00,0
query_10179,1.628,1,1.00,1.00,0
query_1017,5.621,9,1.00,1.00,0
query_10180,28.662,86,1.00,1.00,0
query_10181,3.094,3,1.00,1.00,0
query_10182,26.155,68,1.00,1.00,0
query_10183,5.639,8,1.00,1.00,0
query_10184,2.379,3,1.00,1.00,0
query_10185,3.562,4,1.00,1.00,0
query_10186,2.863,4,1.00,1.00,0
query_10187,79.869,178,1.00,1.00,0
query_10188,42.432,88,1.00,1.00,0
query_1018,120.003,321,.92,1.00,1
query_10190,3.34,4,1.00,1.00,0
query_10191,120.002,284,1.00,1.00,1
query_10192,4.321,1,1.00,1.00,0
query_10193,1.467,0,1.00,1.00,0
query_10195,91.779,88,1.00,1.00,0
query_10196,47.676,70,1.00,1.00,0
query_10199,5.948,3,1.00,1.00,0
query_1019,120.004,179,0,1.00,1
query_101,13.182,16,1.00,1.00,0
query_10200,9.313,9,1.00,1.00,0
query_10201,4.682,1,1.00,1.00,0
query_10203,24.2,15,1.00,1.00,0
query_10205,18.373,21,1.00,1.00,0
query_10207,54.638,69,1.00,1.00,0
query_10209,50.384,43,1.00,1.00,0
query_1020,120.003,122,.81,1.00,1
query_10210,3.671,1,1.00,1.00,0
query_10211,120.003,155,.18,1.00,1
query_10212,120.002,151,.48,1.00,1
query_10213,97.075,131,1.00,1.00,0
query_10214,3.666,0,1.00,1.00,0
query_10215,2.011,0,1.00,1.00,0
query_10216,120.003,150,.23,1.00,1
query_10217,1.81,0,1.00,1.00,0
query_10218,97.834,133,1.00,1.00,0
query_10219,120.003,189,1.00,1.00,1
query_1021,21.765,28,1.00,1.00,0
query_10220,56.235,59,1.00,1.00,0
query_10221,120.002,142,.23,1.00,1
query_10222,8.351,7,1.00,1.00,0
query_10225,120.002,119,.11,1.00,1
query_10226,20.095,26,1.00,1.00,0
query_10227,1.885,0,1.00,1.00,0
query_10229,15.24,24,1.00,1.00,0
query_1022,17.255,35,1.00,1.00,0
query_10230,120.002,265,.47,1.00,1
query_10231,0.896,0,1.00,1.00,0
query_10232,3.629,1,1.00,1.00,0
query_10234,86.983,91,1.00,1.00,0
query_10235,120.002,120,.84,1.00,1
query_10236,4.895,5,1.00,1.00,0
query_10237,120.003,196,.34,1.00,1
query_10238,120.003,197,1.00,1.00,1
query_1023,120.002,186,.03,1.00,1
query_10240,120.001,121,.46,1.00,1
query_10241,120.004,129,0,1.00,1
query_10242,2.642,4,1.00,1.00,0
query_10243,54.764,88,1.00,1.00,0
query_10246,1.117,0,1.00,1.00,0
query_10248,47.873,69,1.00,1.00,0
query_10251,0.916,0,1.00,1.00,0
query_10253,120.002,242,.98,.99,1
query_10254,53.649,85,1.00,1.00,0
query_10255,2.907,1,1.00,1.00,0
query_10256,9.136,10,1.00,1.00,0
query_10257,120.003,168,1.00,1.00,1
query_10258,1.22,0,1.00,1.00,0
query_10259,29.495,77,1.00,1.00,0
query_1025,2.874,1,1.00,1.00,0
query_10261,3.118,1,1.00,1.00,0
query_10263,95.873,244,.99,.99,0
query_10266,120.001,218,.92,1.00,1
query_10268,120.003,235,.48,1.00,1
query_1026,4.105,5,1.00,1.00,0
query_10271,120.002,298,.64,1.00,1
query_10272,1.047,0,1.00,1.00,0
query_10273,37.883,69,1.00,1.00,0
query_10274,5.137,3,1.00,1.00,0
query_10277,120.002,248,.50,1.00,1
query_10279,2.724,1,1.00,1.00,0
query_1027,27.651,46,1.00,1.00,0
query_10280,9.028,15,1.00,1.00,0
query_10281,2.945,1,1.00,1.00,0
query_10282,1.208,0,1.00,1.00,0
query_10283,2.237,1,1.00,1.00,0
query_10284,120.002,233,1.00,1.00,1
query_10285,39.314,90,1.00,1.00,0
query_10286,2.182,2,1.00,1.00,0
query_10287,43.293,107,1.00,1.00,0
query_10288,120.002,346,.64,1.00,1
query_1028,1.529,1,1.00,1.00,0
query_10291,120.002,268,.74,1.00,1
query_10292,120.002,262,.83,1.00,1
query_10293,70.79,135,1.00,1.00,0
query_10295,11.614,13,1.00,1.00,0
query_10297,120.002,196,.90,1.00,1
query_10298,65.882,106,1.00,1.00,0
query_10299,50.819,85,1.00,1.00,0
query_102,97.007,222,1.00,1.00,0
query_10300,0.965,0,1.00,1.00,0
query_10301,143.07,145,0.00,1.00,1
query_10302,91.259,193,1.00,1.00,0
query_10303,1.487,1,1.00,1.00,0
query_10304,120.003,294,.68,1.00,1
query_10307,34.167,82,1.00,1.00,0
query_10308,96.582,251,1.00,1.00,0
query_10309,1.799,1,1.00,1.00,0
query_1030,22.643,46,1.00,1.00,0
query_10310,23.969,63,1.00,1.00,0
query_10311,1.53,1,1.00,1.00,0
query_10313,2.473,1,1.00,1.00,0
query_10314,11.21,28,1.00,1.00,0
query_10315,35.852,79,1.00,1.00,0
query_10316,27.989,57,1.00,1.00,0
query_10317,120.002,227,.98,1.00,1
query_10318,120.004,339,.94,1.00,1
query_10319,10.515,14,1.00,1.00,0
query_1031,108.183,129,1.00,1.00,0
query_10320,2.978,0,1.00,1.00,0
query_10322,78.765,82,1.00,1.00,0
query_10323,107.632,133,1.00,1.00,0
query_10324,120.001,139,.29,1.00,1
query_10326,6.369,4,1.00,1.00,0
query_10327,120.003,171,0,1.00,1
query_1032,119.093,237,1.00,1.00,0
query_10330,110.377,151,1.00,1.00,0
query_10331,70.401,96,1.00,1.00,0
query_10332,81.689,125,1.00,1.00,0
query_10335,44.295,76,1.00,1.00,0
query_10337,3.755,0,1.00,1.00,0
query_10338,4.98,0,1.00,1.00,0
query_10339,10.691,8,1.00,1.00,0
query_1033,16.196,11,1.00,1.00,0
query_10340,69.306,112,1.00,1.00,0
query_10341,27.569,25,1.00,1.00,0
query_10343,60.774,83,1.00,1.00,0
query_10344,20.036,23,1.00,1.00,0
query_10345,120.003,299,.66,1.00,1
query_10346,6.982,5,1.00,1.00,0
