query,time,httpCalls,completeness,soundness,errors
query_1027,3.261,46,1.00,1.00,0
query_10280,1.322,15,1.00,1.00,0
query_10281,0.507,1,1.00,1.00,0
query_10282,0.433,0,1.00,1.00,0
query_10283,0.499,1,1.00,1.00,0
query_10284,16.736,237,1.00,1.00,0
query_10285,5.169,90,1.00,1.00,0
query_10286,0.542,2,1.00,1.00,0
query_10287,5.131,107,1.00,1.00,0
query_10288,28.644,590,1.00,1.00,0
query_1028,0.49,1,1.00,1.00,0
query_10291,17.178,297,1.00,1.00,0
query_10292,20.059,305,1.00,1.00,0
query_10293,8.736,135,1.00,1.00,0
query_10295,1.106,13,1.00,1.00,0
query_10297,18.833,277,1.00,1.00,0
query_10298,7.753,106,1.00,1.00,0
query_10299,5.81,85,1.00,1.00,0
query_102,13.441,222,1.00,1.00,0
query_10300,0.252,0,1.00,1.00,0
query_10301,25.359,429,1.00,0,0
query_10302,11.153,193,1.00,1.00,0
query_10303,0.358,1,0,1.00,0
query_10304,22.512,428,.19,1.00,0
query_10307,4.436,82,1.00,1.00,0
query_10308,13.325,251,1.00,1.00,0
query_10309,0.457,1,1.00,1.00,0
query_1030,3.578,46,1.00,1.00,0
query_10310,3.725,63,3.91,1.00,0
query_10311,0.489,1,1.00,1.00,0
query_10313,0.697,1,1.00,1.00,0
query_10314,1.694,28,1.00,1.00,0
query_10315,5.186,79,1.00,1.00,0
query_10316,4.647,57,1.00,1.00,0
query_10317,16.458,229,0.00,1.00,0
query_10318,17.424,347,0.00,0,0
query_10319,1.235,14,1.00,0,0
query_1031,7.301,129,1.00,1.00,0
query_10320,0.361,0,1.00,1.00,0
query_10322,5.062,82,1.00,1.00,0
query_10323,8.058,133,1.00,1.00,0
query_10324,27.934,457,1.00,1.00,0
query_10326,0.667,4,1.00,1.00,0
query_10327,12.125,232,1.00,1.00,0
query_1032,9.816,237,1.00,1.00,0
query_10330,8.207,151,1.00,1.00,0
query_10331,6.369,96,1.00,1.00,0
query_10332,5.936,125,1.00,1.00,0
query_10335,3.67,76,1.00,1.00,0
query_10337,0.423,0,1.00,1.00,0
query_10338,0.553,0,1.00,1.00,0
query_10339,0.834,8,1.00,0.00,0
query_1033,1.275,11,1.00,1.00,0
query_10340,5.515,112,1.00,1.00,0
query_10341,1.926,25,1.00,1.00,0
query_10343,4.878,83,1.00,1.00,0
query_10344,1.922,23,1.00,1.00,0
query_10345,15.038,431,1.00,1.00,0
query_10346,0.692,5,1.00,1.00,0
