query,time,httpCalls,completeness,soundness,errors
query_10174,22.819,484,1.00,23.05,0
query_10175,30.082,478,1.00,1.00,0
query_10176,0.499,1,1.00,1.00,0
query_10177,0.653,4,1.00,1.00,0
query_10179,0.551,1,1.00,1.00,0
query_1017,0.953,9,1.00,1.00,0
query_10180,4.075,86,0,1.00,0
query_10181,0.669,3,1.00,1.00,0
query_10182,4.414,68,1.00,1.00,0
query_10183,1.019,8,1.00,1.00,0
query_10184,0.67,3,0,1.00,0
query_10185,0.745,4,1.00,1.00,0
query_10186,0.654,4,1.00,1.00,0
query_10187,10.022,178,1.00,1.00,0
query_10188,6.451,88,1.00,1.00,0
query_1018,17.066,337,1.00,1.00,0
query_10190,0.666,4,1.00,1.00,0
query_10191,73.054,1289,1.00,1.00,0
query_10192,0.491,1,1.00,1.00,0
query_10193,0.529,0,1.00,1.00,0
query_10195,6.699,88,1.00,1.00,0
query_10196,3.767,70,1.00,1.00,0
query_10199,0.649,3,1.00,1.00,0
query_1019,16.887,320,1.00,1.00,0
query_101,1.252,16,1.00,1.00,0
query_10200,0.991,9,1.00,1.00,0
query_10201,0.418,1,1.00,1.00,0
query_10203,1.429,15,1.00,1.00,0
query_10205,1.616,21,1.00,1.00,0
query_10207,4.931,69,1.00,1.00,0
query_10209,3.744,43,0.00,0,0
query_1020,12.197,148,1.00,1.00,0
query_10210,0.552,1,1.00,1.00,0
query_10211,25.095,416,1.00,1.00,0
query_10212,10.387,186,1.00,1.00,0
query_10213,8.632,131,0,1.00,0
query_10214,0.656,0,1.00,1.00,0
query_10215,0.303,0,1.00,1.00,0
query_10216,17.9,327,1.00,1.00,0
query_10217,0.246,0,1.00,1.00,0
query_10218,7.139,133,1.00,1.00,0
query_10219,72.433,1289,1.00,1.00,0
query_1021,1.867,28,1.00,1.00,0
query_10220,4.447,59,1.00,1.00,0
query_10221,17.569,297,1.00,0.00,0
query_10222,0.788,7,1.00,1.00,0
query_10225,69.425,1001,1.00,1.00,0
query_10226,1.78,26,1.00,1.00,0
query_10227,0.332,0,1.00,1.00,0
query_10229,1.841,24,1.00,1.00,0
query_1022,1.773,35,1.00,1.00,0
query_10230,18.911,515,1.00,1.00,0
query_10231,0.464,0,1.00,1.00,0
query_10232,0.523,1,1.00,1.00,0
query_10234,6.566,91,1.00,1.00,0
query_10235,10.56,141,1.00,1.00,0
query_10236,0.7,5,1.00,1.00,0
query_10237,28.6,590,1.00,1.00,0
query_10238,17.74,333,1.00,1.00,0
query_1023,25.768,583,1.00,1.00,0
query_10240,15.438,236,1.00,1.00,0
query_10241,53.048,788,1.00,1.00,0
query_10242,0.6,4,1.00,1.00,0
query_10243,5.8,88,0,0,0
query_10246,0.238,0,1.00,1.00,0
query_10248,5.331,69,0.00,1.00,0
query_10251,0.257,0,1.00,1.00,0
query_10253,10.817,244,.99,.99,0
query_10254,5.617,85,1.00,1.00,0
query_10255,0.465,1,1.00,1.00,0
query_10256,1.189,10,1.00,1.00,0
query_10257,16.73,237,1.00,1.00,0
query_10258,0.449,0,1.00,1.00,0
query_10259,3.737,77,1.00,1.00,0
query_1025,0.671,1,1.00,1.00,0
query_10261,0.376,1,1.00,1.00,0
query_10263,11.099,244,.99,.99,0
query_10266,16.273,258,1.00,1.00,0
query_10268,28.517,465,1.00,1.00,0
query_1026,0.649,5,1.00,1.00,0
query_10271,27.795,508,1.00,1.00,0
query_10272,0.276,0,1.00,1.00,0
query_10273,5.261,69,1.00,1.00,0
query_10274,0.593,3,1.00,1.00,0
query_10277,29.475,478,1.00,0,0
query_10279,0.496,1,1.00,1.00,0
