query,time,httpCalls,completeness,soundness,errors
query_10174,101.485,484,1.00,1.00,0
query_10175,97.714,478,1.00,1.00,0
query_10176,1.433,1,1.00,1.00,0
query_10177,1.892,4,1.00,1.00,0
query_10179,1.24,1,1.00,1.00,0
query_1017,2.48,9,1.00,1.00,0
query_10180,11.354,86,1.00,1.00,0
query_10181,1.392,3,1.00,1.00,0
query_10182,12.307,68,1.00,1.00,0
query_10183,5.595,8,1.00,1.00,0
query_10184,1.672,3,1.00,1.00,0
query_10185,1.621,4,1.00,1.00,0
query_10186,1.555,4,1.00,1.00,0
query_10187,34.638,178,1.00,1.00,0
query_10188,18.046,88,1.00,1.00,0
query_1018,61.349,337,1.00,1.00,0
query_10190,1.18,4,1.00,1.00,0
query_10191,120.003,688,1.00,1.00,1
query_10192,0.715,1,1.00,1.00,0
query_10193,0.929,0,1.00,1.00,0
query_10195,20.627,88,1.00,1.00,0
query_10196,12.383,70,1.00,1.00,0
query_10199,1.592,3,1.00,1.00,0
query_1019,50.727,320,1.00,1.00,0
query_101,3.239,16,1.00,1.00,0
query_10200,2.122,9,1.00,1.00,0
query_10201,1.188,1,1.00,1.00,0
query_10203,3.817,15,1.00,1.00,0
query_10205,5.038,21,1.00,1.00,0
query_10207,15.373,69,1.00,1.00,0
query_10209,13.087,43,1.00,1.00,0
query_1020,34.463,148,1.00,1.00,0
query_10210,1.007,1,1.00,1.00,0
query_10211,75.812,416,0.00,1.00,0
query_10212,35.929,186,1.00,1.00,0
query_10213,24.189,131,1.00,1.00,0
query_10214,1.068,0,1.00,1.00,0
query_10215,0.627,0,1.00,1.00,0
query_10216,63.547,327,1.00,1.00,0
query_10217,0.509,0,1.00,1.00,0
query_10218,21.508,133,1.00,1.00,0
query_10219,120.003,668,1.00,1.00,1
query_1021,6.226,28,1.00,1.00,0
query_10220,13.794,59,1.00,1.00,0
query_10221,55.194,297,1.00,1.00,0
query_10222,2.295,7,1.00,1.00,0
query_10225,120.002,529,.52,1.00,1
query_10226,4.797,26,1.00,1.00,0
query_10227,0.743,0,1.00,1.00,0
query_10229,5.044,24,1.00,1.00,0
query_1022,7.917,35,1.00,1.00,0
query_10230,58.104,515,1.00,1.00,0
query_10231,0.878,0,1.00,1.00,0
query_10232,1.167,1,1.00,1.00,0
query_10234,20.06,91,1.00,1.00,0
query_10235,36.264,141,1.00,1.00,0
query_10236,1.865,5,1.00,1.00,0
query_10237,90.409,590,1.00,1.00,0
query_10238,55.506,333,1.00,1.00,0
query_1023,85.831,583,1.00,1.00,0
query_10240,51.636,236,1.00,1.00,0
query_10241,120.003,553,.32,1.00,1
query_10242,1.74,4,1.00,1.00,0
query_10243,17.73,88,1.00,1.00,0
query_10246,0.444,0,1.00,1.00,0
query_10248,15.547,69,1.00,1.00,0
query_10251,0.455,0,1.00,1.00,0
query_10253,36.408,244,.99,.99,0
query_10254,19.321,85,1.00,1.00,0
query_10255,1.314,1,1.00,1.00,0
query_10256,3.11,10,1.00,1.00,0
query_10257,51.449,237,1.00,1.00,0
query_10258,0.623,0,1.00,1.00,0
query_10259,12.231,77,1.00,1.00,0
query_1025,1.301,1,1.00,1.00,0
query_10261,1.039,1,1.00,1.00,0
query_10263,37.907,244,.99,.99,0
query_10266,53.409,258,1.00,1.00,0
query_10268,100.619,465,1.00,1.00,0
query_1026,1.901,5,1.00,1.00,0
query_10271,94.411,508,1.00,1.00,0
query_10272,0.651,0,1.00,1.00,0
