query,time,httpCalls,errors
query_10174,121.221,6868,0
query_10175,64.905,3442,0
query_10176,0.502,6,0
query_10177,1.396,50,0
query_10179,0.434,6,0
query_1017,2.709,128,0
query_10180,22.824,1168,0
query_10181,0.582,8,0
query_10182,26.91,1075,0
query_10183,3.828,189,0
query_10184,0.627,8,0
query_10185,0.667,9,0
query_10186,1.259,49,0
query_10187,42.17,2333,0
query_10188,28.985,1312,0
query_1018,80.879,4456,0
query_10190,1.859,58,0
query_10191,269.653,15165,0
query_10192,0.412,4,0
query_10193,0.275,5,0
query_10195,28.161,1308,0
query_10196,19.969,1043,0
query_10199,0.603,12,0
query_1019,60.388,2649,0
query_101,5.869,229,0
query_10200,2.918,102,0
query_10201,0.406,3,0
query_10203,4.766,245,0
query_10205,4.906,286,0
query_10207,27.52,1547,0
query_10209,12.644,613,0
query_1020,32.472,1705,0
query_10210,0.431,6,0
query_10211,143.879,6322,0
query_10212,45.817,2741,0
query_10213,67.206,3360,0
query_10214,0.266,8,0
query_10215,0.271,1,0
query_10216,80.199,4571,0
query_10217,0.273,1,0
query_10218,44.487,1904,0
query_10219,269.833,15165,0
query_1021,5.078,205,0
query_10220,25.053,1087,0
query_10221,75.377,4216,0
query_10222,2.353,107,0
query_10225,268.193,15157,0
query_10226,8.28,368,0
query_10227,0.27,2,0
query_10229,4.219,180,0
query_1022,6.247,253,0
query_10230,281.701,12159,0
query_10231,0.268,5,0
query_10232,0.452,6,0
query_10234,32.206,1375,0
query_10235,31.439,1648,0
query_10236,1.602,61,0
query_10237,225.731,9727,0
query_10238,61.644,3408,0
query_1023,51.606,2164,0
query_10240,121.24,6762,0
query_10241,229.944,11926,0
query_10242,1.63,63,0
query_10243,28.93,1312,0
query_10246,0.266,1,0
query_10248,35.751,1970,0
query_10251,0.27,1,0
query_10253,79.759,3934,0
query_10254,26.94,1287,0
query_10255,0.423,5,0
query_10256,3.272,113,0
query_10257,71.148,3608,0
query_10258,0.272,5,0
query_10259,21.436,1135,0
query_1025,0.554,10,0
query_10261,0.41,3,0
query_10263,79.888,3934,0
query_10266,148.495,7477,0
query_10268,63.43,3365,0
query_1026,1.761,74,0
query_10271,178.367,7313,0
query_10272,0.274,1,0
query_10273,35.752,1970,0
query_10274,0.584,7,0
query_10277,64.793,3458,0
query_10279,0.495,7,0
query_1027,22.867,887,0
query_10280,4.307,209,0
query_10281,0.417,6,0
query_10282,0.272,5,0
query_10283,0.433,6,0
query_10284,71.08,3608,0
query_10285,21.526,1180,0
query_10286,0.738,14,0
query_10287,29.603,1591,0
query_10288,225.684,9727,0
query_1028,0.411,4,0
query_10291,75.385,4216,0
query_10292,132.073,6677,0
query_10293,74.534,3533,0
query_10295,5.318,194,0
query_10297,96.849,4556,0
query_10298,28.902,1589,0
query_10299,26.923,1285,0
query_102,91.275,4129,0
query_10300,0.261,1,0
query_10301,64.021,3230,0
query_10302,30.585,1580,0
query_10303,0.409,3,0
query_10304,166.021,9234,0
query_10307,7.781,426,0
query_10308,118.018,6759,0
query_10309,0.411,3,0
query_1030,13.765,663,0
query_10310,21.361,939,0
query_10311,0.464,6,0
query_10313,0.551,10,0
query_10314,5.222,202,0
query_10315,26.332,1176,0
query_10316,16.172,863,0
query_10317,49.144,2613,0
query_10318,91.441,3902,0
query_10319,4.005,192,0
query_1031,38.771,1846,0
query_10320,0.265,3,0
query_10322,42.955,1830,0
query_10323,40.795,1902,0
query_10324,61.951,3309,0
query_10326,0.787,18,0
query_10327,96.59,6185,0
query_1032,77.149,4093,0
query_10330,50.764,2276,0
query_10331,47.461,2522,0
query_10332,41.89,1801,0
query_10335,28.778,1140,0
query_10337,0.269,4,0
query_10338,0.275,8,0
query_10339,2.496,100,0
query_1033,3.677,122,0
query_10340,37.506,1647,0
query_10341,7.329,362,0
query_10343,28.027,1250,0
query_10344,6.815,350,0
query_10345,230.082,10100,0
query_10346,1.64,69,0
