query,time,httpCalls,errors
query_10174,300.003,1940,1
query_10175,223.141,3442,0
query_10176,1.754,6,0
query_10177,6.513,50,0
query_10179,0.479,6,0
query_1017,2.352,128,0
query_10180,134.555,1168,0
query_10181,1.366,8,0
query_10182,22.375,1075,0
query_10183,3.127,189,0
query_10184,0.384,8,0
query_10185,0.483,9,0
query_10186,1.009,49,0
query_10187,268.56,2333,0
query_10188,172.306,1312,0
query_1018,94.547,4457,0
query_10190,2.048,58,0
query_10191,300.005,6258,1
query_10192,0.251,4,0
query_10193,0.206,5,0
query_10195,23.064,1308,0
query_10196,112.955,1043,0
query_10199,0.417,12,0
query_1019,300.004,2267,1
query_101,25.525,229,0
query_10200,3.91,102,0
query_10201,0.246,3,0
query_10203,5.185,245,0
query_10205,3.967,286,0
query_10207,22.063,1547,0
query_10209,90.714,613,0
query_1020,147.804,1705,0
query_10210,0.22,6,0
query_10211,300.003,5876,1
query_10212,36.904,2740,0
query_10213,72.519,3360,0
query_10214,0.219,8,0
query_10215,0.18,1,0
query_10216,69.175,4571,0
query_10217,0.181,1,0
query_10218,254.594,1904,0
query_10219,300.005,5633,1
query_1021,24.741,205,0
query_10220,105.275,1087,0
query_10221,60.755,4219,0
query_10222,1.85,107,0
query_10225,300.004,6145,1
query_10226,6.998,368,0
query_10227,0.187,2,0
query_10229,3.941,180,0
query_1022,34.811,253,0
query_10230,300.003,4291,1
query_10231,0.204,5,0
query_10232,0.288,6,0
query_10234,194.893,1375,0
query_10235,33.932,1648,0
query_10236,1.362,61,0
query_10237,300.005,3780,1
query_10238,64.576,3408,0
query_1023,232.464,2164,0
query_10240,232.086,6762,0
query_10241,300.004,6509,1
query_10242,1.711,63,0
query_10243,23.84,1312,0
query_10246,0.194,1,0
query_10248,29.087,1970,0
query_10251,0.179,1,0
query_10253,299.678,3934,0
query_10254,22.431,1287,0
query_10255,0.289,5,0
query_10256,2.584,113,0
query_10257,58.923,3608,0
query_10258,0.211,5,0
query_10259,89.798,1135,0
query_1025,0.345,10,0
query_10261,0.259,3,0
query_10263,68.8,3934,0
query_10266,300.004,2297,1
query_10268,300.005,2726,1
query_1026,1.437,74,0
query_10271,300.005,2587,1
query_10272,0.183,1,0
query_10273,29.594,1970,0
query_10274,0.374,7,0
query_10277,180.957,3458,0
query_10279,1.093,7,0
query_1027,37.181,887,0
query_10280,6.744,209,0
query_10281,0.736,6,0
query_10282,0.469,5,0
query_10283,0.297,6,0
query_10284,59.176,3608,0
query_10285,157.83,1180,0
query_10286,0.729,14,0
query_10287,24.935,1591,0
query_10288,300.004,2589,1
query_1028,0.724,4,0
query_10291,300.004,3573,1
query_10292,300.004,5975,1
query_10293,159.461,3533,0
query_10295,4.592,194,0
query_10297,300.003,2574,1
query_10298,23.355,1589,0
query_10299,104.676,1285,0
query_102,300.007,3455,1
query_10300,0.178,1,0
query_10301,300.003,2960,1
query_10302,190.103,1580,0
query_10303,0.265,3,0
query_10304,300.005,3996,1
query_10307,8.044,426,0
query_10308,300.004,4204,1
query_10309,0.487,3,0
query_1030,11.658,663,0
query_10310,17.087,939,0
query_10311,0.268,6,0
query_10313,0.505,10,0
query_10314,4.204,202,0
query_10315,74.048,1176,0
query_10316,14.926,863,0
query_10317,300.003,2391,1
query_10318,277.355,3902,0
query_10319,24.3,192,0
query_1031,74.937,1846,0
query_10320,0.437,3,0
query_10322,35.5,1830,0
query_10323,196.541,1902,0
query_10324,49.926,3309,0
query_10326,0.559,18,0
query_10327,103.404,6185,0
query_1032,185.976,4093,0
query_10330,300.003,2190,1
query_10331,230.715,2522,0
query_10332,52.555,1801,0
query_10335,91.399,1140,0
query_10337,0.417,4,0
query_10338,0.212,8,0
query_10339,1.867,100,0
query_1033,2.907,122,0
query_10340,200.388,1647,0
query_10341,5.995,362,0
query_10343,160.55,1250,0
query_10344,7.641,350,0
query_10345,300.004,3427,1
query_10346,8.534,69,0
