query,time,httpCalls,errors
query_10174,300.005,3951,1
query_10175,51.138,3442,0
query_10176,0.323,6,0
query_10177,1.083,50,0
query_10179,0.274,6,0
query_1017,2.077,128,0
query_10180,29.996,1168,0
query_10181,0.387,8,0
query_10182,22.765,1075,0
query_10183,13.149,189,0
query_10184,0.391,8,0
query_10185,0.447,9,0
query_10186,1.521,49,0
query_10187,126.205,2333,0
query_10188,23.69,1312,0
query_1018,242.086,4455,0
query_10190,5.693,58,0
query_10191,300.005,4587,1
query_10192,0.258,4,0
query_10193,0.212,5,0
query_10195,99.524,1308,0
query_10196,15.783,1043,0
query_10199,1.175,12,0
query_1019,207.632,2649,0
query_101,17.858,229,0
query_10200,7.395,102,0
query_10201,0.249,3,0
query_10203,3.836,245,0
query_10205,15.735,286,0
query_10207,69.188,1547,0
query_10209,10.374,613,0
query_1020,106.268,1705,0
query_10210,0.576,6,0
query_10211,300.003,4504,1
query_10212,36.772,2743,0
query_10213,56.223,3360,0
query_10214,0.271,8,0
query_10215,0.27,1,0
query_10216,227.803,4571,0
query_10217,0.35,1,0
query_10218,35.887,1904,0
query_10219,300.008,11219,1
query_1021,13.467,205,0
query_10220,77.83,1087,0
query_10221,60.415,4219,0
query_10222,5.615,107,0
query_10225,300.005,6938,1
query_10226,6.692,368,0
query_10227,0.279,2,0
query_10229,3.384,180,0
query_1022,4.967,253,0
query_10230,300.003,9110,1
query_10231,0.193,5,0
query_10232,0.477,6,0
query_10234,61.851,1375,0
query_10235,105.692,1648,0
query_10236,3.796,61,0
query_10237,253.472,9727,0
query_10238,172.846,3408,0
query_1023,41.08,2164,0
query_10240,300.005,6704,1
query_10241,300.004,9121,1
query_10242,3.721,63,0
query_10243,23.334,1312,0
query_10246,0.356,1,0
query_10248,28.331,1970,0
query_10251,0.307,1,0
query_10253,64.06,3934,0
query_10254,83.497,1287,0
query_10255,0.67,5,0
query_10256,7.606,113,0
query_10257,57.39,3608,0
query_10258,0.36,5,0
query_10259,17.431,1135,0
query_1025,0.421,10,0
query_10261,0.251,3,0
query_10263,64.403,3934,0
query_10266,300.006,7281,1
query_10268,186.425,3365,0
query_1026,4.377,74,0
query_10271,142.91,7313,0
query_10272,0.186,1,0
query_10273,28.765,1970,0
query_10274,0.39,7,0
query_10277,218.101,3458,0
query_10279,0.753,7,0
query_1027,23.099,887,0
query_10280,3.427,209,0
query_10281,0.555,6,0
query_10282,0.235,5,0
query_10283,0.289,6,0
query_10284,154.921,3608,0
query_10285,63.397,1180,0
query_10286,1.311,14,0
query_10287,95.021,1591,0
query_10288,300.004,6712,1
query_1028,0.64,4,0
query_10291,60.16,4219,0
query_10292,300.003,5336,1
query_10293,247.985,3533,0
query_10295,17.058,194,0
query_10297,78.321,4556,0
query_10298,98.966,1589,0
query_10299,45.075,1285,0
query_102,224.571,4129,0
query_10300,0.173,1,0
query_10301,109.903,3230,0
query_10302,25.063,1580,0
query_10303,0.549,3,0
query_10304,300.004,9008,1
query_10307,20.501,426,0
query_10308,300.004,6247,1
query_10309,0.599,3,0
query_1030,11.653,663,0
query_10310,71.73,939,0
query_10311,0.289,6,0
query_10313,0.336,10,0
query_10314,16.035,202,0
query_10315,84.27,1176,0
query_10316,12.823,863,0
query_10317,163.254,2613,0
query_10318,125.605,3902,0
query_10319,13.024,192,0
query_1031,40.265,1846,0
query_10320,0.344,3,0
query_10322,35.076,1830,0
query_10323,33.235,1902,0
query_10324,173.959,3309,0
query_10326,0.726,18,0
query_10327,77.339,6185,0
query_1032,300.004,2976,1
query_10330,239.319,2276,0
query_10331,37.365,2522,0
query_10332,32.843,1801,0
query_10335,22.963,1140,0
query_10337,0.212,4,0
query_10338,0.24,8,0
query_10339,2.592,100,0
query_1033,15.099,122,0
query_10340,29.64,1647,0
query_10341,38.808,362,0
query_10343,22.318,1250,0
query_10344,34.25,350,0
query_10345,300.004,2582,1
query_10346,6.631,69,0
