query,time,httpCalls,errors
query_10174,96.678,6873,0
query_10175,50.501,3442,0
query_10176,0.353,6,0
query_10177,1.087,50,0
query_10179,0.283,6,0
query_1017,2.506,128,0
query_10180,20.773,1168,0
query_10181,0.469,8,0
query_10182,23.858,1075,0
query_10183,3.042,189,0
query_10184,0.434,8,0
query_10185,0.518,9,0
query_10186,1.115,49,0
query_10187,40.506,2333,0
query_10188,23.291,1312,0
query_1018,73.094,4454,0
query_10190,1.401,58,0
query_10191,263.165,15165,0
query_10192,0.336,4,0
query_10193,0.191,5,0
query_10195,26.163,1308,0
query_10196,18.207,1043,0
query_10199,0.409,12,0
query_1019,55.781,2649,0
query_101,4.652,229,0
query_10200,2.487,102,0
query_10201,0.24,3,0
query_10203,4.433,245,0
query_10205,4.685,286,0
query_10207,26.631,1547,0
query_10209,10.839,613,0
query_1020,30.619,1705,0
query_10210,0.288,6,0
query_10211,114.875,6322,0
query_10212,41.064,2742,0
query_10213,53.15,3360,0
query_10214,0.219,8,0
query_10215,0.174,1,0
query_10216,63.653,4571,0
query_10217,0.182,1,0
query_10218,35.236,1904,0
query_10219,214.229,15165,0
query_1021,4.452,205,0
query_10220,22.986,1087,0
query_10221,59.603,4216,0
query_10222,2.212,107,0
query_10225,250.528,15157,0
query_10226,7.553,368,0
query_10227,0.19,2,0
query_10229,3.342,180,0
query_1022,5.699,253,0
query_10230,262.03,12159,0
query_10231,0.218,5,0
query_10232,0.279,6,0
query_10234,25.507,1375,0
query_10235,23.892,1648,0
query_10236,1.225,61,0
query_10237,179.193,9727,0
query_10238,57.726,3408,0
query_1023,43.993,2164,0
query_10240,116.134,6762,0
query_10241,212.934,11926,0
query_10242,1.35,63,0
query_10243,23.433,1312,0
query_10246,0.177,1,0
query_10248,34.08,1970,0
query_10251,0.199,1,0
query_10253,63.769,3934,0
query_10254,24.879,1287,0
query_10255,0.279,5,0
query_10256,2.856,113,0
query_10257,57.412,3608,0
query_10258,0.196,5,0
query_10259,19.57,1135,0
query_1025,0.331,10,0
query_10261,0.261,3,0
query_10263,74.175,3934,0
query_10266,131.808,7477,0
query_10268,59.498,3365,0
query_1026,1.597,74,0
query_10271,141.03,7313,0
query_10272,0.179,1,0
query_10273,34.332,1970,0
query_10274,0.434,7,0
query_10277,60.617,3458,0
query_10279,0.36,7,0
query_1027,18.161,887,0
query_10280,3.799,209,0
query_10281,0.281,6,0
query_10282,0.216,5,0
query_10283,0.269,6,0
query_10284,57.279,3608,0
query_10285,20.154,1180,0
query_10286,0.589,14,0
query_10287,23.814,1591,0
query_10288,180.164,9727,0
query_1028,0.254,4,0
query_10291,59.429,4219,0
query_10292,104.99,6674,0
query_10293,57.423,3533,0
query_10295,4.291,194,0
query_10297,88.27,4556,0
query_10298,22.698,1589,0
query_10299,25.06,1285,0
query_102,86.142,4129,0
query_10300,0.185,1,0
query_10301,58.933,3230,0
query_10302,28.33,1580,0
query_10303,0.261,3,0
query_10304,130.359,9234,0
query_10307,6.878,426,0
query_10308,106.166,6759,0
query_10309,0.297,3,0
query_1030,10.869,663,0
query_10310,17.11,939,0
query_10311,0.285,6,0
query_10313,0.31,10,0
query_10314,4.42,202,0
query_10315,23.91,1176,0
query_10316,14.898,863,0
query_10317,46.686,2613,0
query_10318,72.011,3902,0
query_10319,3.013,192,0
query_1031,30.554,1846,0
query_10320,0.19,3,0
query_10322,37.362,1830,0
query_10323,32.145,1902,0
query_10324,57.051,3309,0
query_10326,0.594,18,0
query_10327,88.305,6185,0
query_1032,60.398,4093,0
query_10330,46.01,2276,0
query_10331,43.705,2522,0
query_10332,37.831,1801,0
query_10335,22.486,1140,0
query_10337,0.197,4,0
query_10338,0.213,8,0
query_10339,1.991,100,0
query_1033,2.816,122,0
query_10340,33.897,1647,0
query_10341,5.898,362,0
query_10343,26.267,1250,0
query_10344,5.281,350,0
query_10345,183.047,10100,0
query_10346,1.523,69,0
