query,time,httpCalls,errors
query_10174,300.003,2905,1
query_10175,271.093,3442,0
query_10176,0.655,6,0
query_10177,1.072,50,0
query_10179,0.308,6,0
query_1017,8.5,128,0
query_10180,71.835,1168,0
query_10181,0.611,8,0
query_10182,77.48,1075,0
query_10183,13.091,189,0
query_10184,1.209,8,0
query_10185,0.498,9,0
query_10186,3.767,49,0
query_10187,46.215,2333,0
query_10188,24.414,1312,0
query_1018,246.627,4457,0
query_10190,1.45,58,0
query_10191,300.006,4446,1
query_10192,0.544,4,0
query_10193,0.216,5,0
query_10195,22.981,1308,0
query_10196,70.677,1043,0
query_10199,1.22,12,0
query_1019,103.264,2649,0
query_101,22.264,229,0
query_10200,9.594,102,0
query_10201,0.736,3,0
query_10203,3.799,245,0
query_10205,20.215,286,0
query_10207,22.053,1547,0
query_10209,54.714,613,0
query_1020,122.915,1705,0
query_10210,0.272,6,0
query_10211,300.004,3742,1
query_10212,40.07,2742,0
query_10213,229.49,3360,0
query_10214,0.218,8,0
query_10215,0.804,1,0
query_10216,251.08,4571,0
query_10217,0.377,1,0
query_10218,142.64,1904,0
query_10219,300.006,4905,1
query_1021,15.779,205,0
query_10220,20.73,1087,0
query_10221,66.55,4219,0
query_10222,5.251,107,0
query_10225,300.004,5350,1
query_10226,27.081,368,0
query_10227,0.385,2,0
query_10229,3.33,180,0
query_1022,5.258,253,0
query_10230,300.005,4316,1
query_10231,0.211,5,0
query_10232,0.547,6,0
query_10234,104.459,1375,0
query_10235,116.533,1648,0
query_10236,1.502,61,0
query_10237,288.894,9727,0
query_10238,62.292,3408,0
query_1023,167.988,2164,0
query_10240,300.005,5960,1
query_10241,300.004,4749,1
query_10242,1.169,63,0
query_10243,23.418,1312,0
query_10246,0.426,1,0
query_10248,133.822,1970,0
query_10251,0.389,1,0
query_10253,83.708,3934,0
query_10254,99.098,1287,0
query_10255,0.725,5,0
query_10256,11.112,113,0
query_10257,102.354,3608,0
query_10258,0.2,5,0
query_10259,75.289,1135,0
query_1025,0.455,10,0
query_10261,0.692,3,0
query_10263,150.831,3934,0
query_10266,300.004,4548,1
query_10268,92.517,3365,0
query_1026,1.393,74,0
query_10271,300.004,3132,1
query_10272,0.19,1,0
query_10273,28.762,1970,0
query_10274,0.407,7,0
query_10277,226.475,3458,0
query_10279,0.334,7,0
query_1027,84.114,887,0
query_10280,15.786,209,0
query_10281,0.29,6,0
query_10282,0.394,5,0
query_10283,0.749,6,0
query_10284,58.197,3608,0
query_10285,44.89,1180,0
query_10286,1.557,14,0
query_10287,24.331,1591,0
query_10288,300.002,3155,1
query_1028,0.257,4,0
query_10291,209.277,4219,0
query_10292,300.004,4687,1
query_10293,269.869,3533,0
query_10295,4.739,194,0
query_10297,300.003,3901,1
query_10298,112.122,1589,0
query_10299,22.142,1285,0
query_102,300.007,3748,1
query_10300,0.354,1,0
query_10301,50.855,3230,0
query_10302,28.318,1580,0
query_10303,0.258,3,0
query_10304,162.789,9234,0
query_10307,23.825,426,0
query_10308,300.005,5481,1
query_10309,0.507,3,0
query_1030,35.384,663,0
query_10310,62.736,939,0
query_10311,0.273,6,0
query_10313,0.625,10,0
query_10314,16.168,202,0
query_10315,85.323,1176,0
query_10316,32.947,863,0
query_10317,181.147,2613,0
query_10318,84.267,3902,0
query_10319,3.057,192,0
query_1031,31.947,1846,0
query_10320,0.42,3,0
query_10322,117.358,1830,0
query_10323,112.663,1902,0
query_10324,48.327,3309,0
query_10326,0.548,18,0
query_10327,248.813,6180,0
query_1032,100.994,4093,0
query_10330,176.364,2276,0
query_10331,144.254,2522,0
query_10332,34.489,1801,0
query_10335,22.791,1140,0
query_10337,0.184,4,0
query_10338,0.205,8,0
query_10339,8.202,100,0
query_1033,3.16,122,0
query_10340,29.46,1647,0
query_10341,7.756,362,0
query_10343,22.951,1250,0
query_10344,27.868,350,0
query_10345,300.004,3662,1
query_10346,1.298,69,0
