query,time,httpCalls,errors
query_10174,145.748,6873,0
query_10175,155.866,3442,0
query_10176,0.903,6,0
query_10177,7.937,50,0
query_10179,0.292,6,0
query_1017,25.605,128,0
query_10180,133.988,1168,0
query_10181,0.407,8,0
query_10182,58.203,1075,0
query_10183,3.157,189,0
query_10184,0.395,8,0
query_10185,1.721,9,0
query_10186,7.061,49,0
query_10187,34.936,2333,0
query_10188,187.335,1312,0
query_1018,82.666,4450,0
query_10190,1.83,58,0
query_10191,300.005,5871,1
query_10192,0.236,4,0
query_10193,0.194,5,0
query_10195,39.479,1308,0
query_10196,16.144,1043,0
query_10199,1.325,12,0
query_1019,131.395,2649,0
query_101,4.743,229,0
query_10200,10.852,102,0
query_10201,0.237,3,0
query_10203,3.887,245,0
query_10205,33.838,286,0
query_10207,23.334,1547,0
query_10209,10.656,613,0
query_1020,33.617,1705,0
query_10210,0.773,6,0
query_10211,300.004,2913,1
query_10212,213.214,2743,0
query_10213,245.922,3360,0
query_10214,0.215,8,0
query_10215,0.134,1,0
query_10216,65.036,4571,0
query_10217,0.186,1,0
query_10218,82.536,1904,0
query_10219,300.005,6031,1
query_1021,23.795,205,0
query_10220,43.371,1087,0
query_10221,300.003,3552,1
query_10222,1.839,107,0
query_10225,300.003,4093,1
query_10226,46.259,368,0
query_10227,1.677,2,0
query_10229,28.582,180,0
query_1022,5.033,253,0
query_10230,300.003,5106,1
query_10231,0.18,5,0
query_10232,0.253,6,0
query_10234,185.203,1375,0
query_10235,25.652,1648,0
query_10236,7.937,61,0
query_10237,300.008,6223,1
query_10238,221.719,3408,0
query_1023,43.883,2164,0
query_10240,300.004,3152,1
query_10241,300.007,5002,1
query_10242,1.456,63,0
query_10243,23.715,1312,0
query_10246,0.176,1,0
query_10248,28.742,1970,0
query_10251,0.44,1,0
query_10253,277.134,3934,0
query_10254,158.269,1287,0
query_10255,1.767,5,0
query_10256,5.433,113,0
query_10257,58.852,3608,0
query_10258,0.219,5,0
query_10259,98.372,1135,0
query_1025,0.795,10,0
query_10261,0.728,3,0
query_10263,103.101,3934,0
query_10266,300.004,6443,1
query_10268,61.988,3365,0
query_1026,1.387,74,0
query_10271,300.004,5401,1
query_10272,0.181,1,0
query_10273,30.198,1970,0
query_10274,0.4,7,0
query_10277,233.801,3458,0
query_10279,1.111,7,0
query_1027,117.031,887,0
query_10280,3.56,209,0
query_10281,0.788,6,0
query_10282,0.214,5,0
query_10283,0.27,6,0
query_10284,59.067,3608,0
query_10285,19.941,1180,0
query_10286,2.003,14,0
query_10287,169.858,1591,0
query_10288,300.004,6538,1
query_1028,0.274,4,0
query_10291,248.378,4219,0
query_10292,300.004,3499,1
query_10293,58.177,3533,0
query_10295,22.839,194,0
query_10297,300.005,4110,1
query_10298,23.506,1589,0
query_10299,164.239,1285,0
query_102,256.192,4129,0
query_10300,0.44,1,0
query_10301,64.951,3230,0
query_10302,24.685,1580,0
query_10303,0.245,3,0
query_10304,300.003,3470,1
query_10307,6.317,426,0
query_10308,300.005,4384,1
query_10309,0.736,3,0
query_1030,11.513,663,0
query_10310,37.862,939,0
query_10311,1.751,6,0
query_10313,0.358,10,0
query_10314,4.111,202,0
query_10315,57.971,1176,0
query_10316,12.897,863,0
query_10317,294.951,2613,0
query_10318,202.232,3902,0
query_10319,25.631,192,0
query_1031,63.029,1846,0
query_10320,1.42,3,0
query_10322,39.878,1830,0
query_10323,225.706,1902,0
query_10324,300.003,2620,1
query_10326,3.106,18,0
query_10327,300.005,5582,1
query_1032,61.005,4093,0
query_10330,58.403,2276,0
query_10331,278.015,2522,0
query_10332,196.851,1801,0
query_10335,25.891,1140,0
query_10337,0.419,4,0
query_10338,0.195,8,0
query_10339,10.89,100,0
query_1033,3.129,122,0
query_10340,29.825,1647,0
query_10341,6.19,362,0
query_10343,113.846,1250,0
query_10344,5.336,350,0
query_10345,300.003,4398,1
query_10346,1.236,69,0
