query,time,httpCalls,errors
query_10174,300.003,1817,1
query_10175,50.501,3442,0
query_10176,1.482,6,0
query_10177,7.315,50,0
query_10179,0.621,6,0
query_1017,22.604,128,0
query_10180,135.266,1168,0
query_10181,0.355,8,0
query_10182,172.911,1075,0
query_10183,23.935,189,0
query_10184,1.966,8,0
query_10185,0.47,9,0
query_10186,7.086,49,0
query_10187,300.003,2152,1
query_10188,29.443,1312,0
query_1018,300.005,4348,1
query_10190,8.421,58,0
query_10191,300.006,6868,1
query_10192,0.278,4,0
query_10193,0.427,5,0
query_10195,110.971,1308,0
query_10196,79.302,1043,0
query_10199,1.256,12,0
query_1019,273.845,2649,0
query_101,13.386,229,0
query_10200,10.989,102,0
query_10201,0.257,3,0
query_10203,21.267,245,0
query_10205,3.918,286,0
query_10207,137.797,1547,0
query_10209,61.807,613,0
query_1020,31.774,1705,0
query_10210,0.264,6,0
query_10211,213.135,6322,0
query_10212,36.633,2743,0
query_10213,300.005,3079,1
query_10214,0.221,8,0
query_10215,0.457,1,0
query_10216,69.787,4571,0
query_10217,0.184,1,0
query_10218,40.484,1904,0
query_10219,300.005,3598,1
query_1021,18.843,205,0
query_10220,111.489,1087,0
query_10221,204.442,4216,0
query_10222,8.807,107,0
query_10225,300.005,4408,1
query_10226,9.996,368,0
query_10227,0.432,2,0
query_10229,18.791,180,0
query_1022,28.469,253,0
query_10230,300.003,5323,1
query_10231,0.163,5,0
query_10232,0.216,6,0
query_10234,133.937,1375,0
query_10235,24.512,1648,0
query_10236,1.561,61,0
query_10237,300.004,7814,1
query_10238,164.214,3408,0
query_1023,45.041,2164,0
query_10240,300.006,3731,1
query_10241,300.004,5232,1
query_10242,7.355,63,0
query_10243,26.462,1312,0
query_10246,0.429,1,0
query_10248,137.399,1970,0
query_10251,0.385,1,0
query_10253,255.833,3934,0
query_10254,109.268,1287,0
query_10255,0.272,5,0
query_10256,10.316,113,0
query_10257,80.068,3608,0
query_10258,0.215,5,0
query_10259,21.68,1135,0
query_1025,0.54,10,0
query_10261,0.82,3,0
query_10263,72.639,3934,0
query_10266,300.005,4985,1
query_10268,281.674,3365,0
query_1026,1.446,74,0
query_10271,300.004,3937,1
query_10272,0.487,1,0
query_10273,173.3,1970,0
query_10274,1.508,7,0
query_10277,300.004,3413,1
query_10279,0.32,7,0
query_1027,21.329,887,0
query_10280,22.237,209,0
query_10281,0.3,6,0
query_10282,0.246,5,0
query_10283,0.77,6,0
query_10284,57.697,3608,0
query_10285,18.458,1180,0
query_10286,1.872,14,0
query_10287,131.545,1591,0
query_10288,300.003,2676,1
query_1028,0.84,4,0
query_10291,60.308,4219,0
query_10292,300.005,6584,1
query_10293,65.981,3533,0
query_10295,21.28,194,0
query_10297,300.004,3126,1
query_10298,24.171,1589,0
query_10299,22.548,1285,0
query_102,76.953,4129,0
query_10300,0.178,1,0
query_10301,260.041,3230,0
query_10302,29.465,1580,0
query_10303,0.76,3,0
query_10304,300.005,5867,1
query_10307,6.493,426,0
query_10308,300.004,4970,1
query_10309,0.837,3,0
query_1030,47.158,663,0
query_10310,84.055,939,0
query_10311,0.742,6,0
query_10313,0.327,10,0
query_10314,4.18,202,0
query_10315,122.673,1176,0
query_10316,76.937,863,0
query_10317,217.558,2613,0
query_10318,300.004,3204,1
query_10319,3.24,192,0
query_1031,31.813,1846,0
query_10320,0.42,3,0
query_10322,133.856,1830,0
query_10323,33.213,1902,0
query_10324,50.266,3309,0
query_10326,0.566,18,0
query_10327,262.19,6171,0
query_1032,300.005,3647,1
query_10330,41.757,2276,0
query_10331,39.083,2522,0
query_10332,176.411,1801,0
query_10335,114.139,1140,0
query_10337,0.202,4,0
query_10338,0.476,8,0
query_10339,2.008,100,0
query_1033,3.084,122,0
query_10340,30.887,1647,0
query_10341,6.082,362,0
query_10343,124.435,1250,0
query_10344,5.51,350,0
query_10345,300.003,3290,1
query_10346,6.2,69,0
