query,time,httpCalls,errors
query_10174,208.786,6873,0
query_10175,300.003,2821,1
query_10176,0.844,6,0
query_10177,8.915,50,0
query_10179,0.282,6,0
query_1017,2.479,128,0
query_10180,20.131,1168,0
query_10181,0.742,8,0
query_10182,140.673,1075,0
query_10183,22.245,189,0
query_10184,1.516,8,0
query_10185,0.484,9,0
query_10186,6.544,49,0
query_10187,180.137,2333,0
query_10188,23.966,1312,0
query_1018,300.004,4107,1
query_10190,1.455,58,0
query_10191,300.006,4927,1
query_10192,0.257,4,0
query_10193,0.484,5,0
query_10195,152.867,1308,0
query_10196,110.817,1043,0
query_10199,0.433,12,0
query_1019,220.742,2649,0
query_101,29.78,229,0
query_10200,16.017,102,0
query_10201,0.245,3,0
query_10203,17.292,245,0
query_10205,3.869,286,0
query_10207,166.73,1547,0
query_10209,11.03,613,0
query_1020,27.899,1705,0
query_10210,0.554,6,0
query_10211,253.167,6322,0
query_10212,207.492,2745,0
query_10213,162.47,3360,0
query_10214,0.212,8,0
query_10215,0.483,1,0
query_10216,295.732,4571,0
query_10217,0.178,1,0
query_10218,36.7,1904,0
query_10219,300.005,6650,1
query_1021,23.528,205,0
query_10220,100.254,1087,0
query_10221,115.616,4216,0
query_10222,1.83,107,0
query_10225,300.004,2838,1
query_10226,44.837,368,0
query_10227,0.197,2,0
query_10229,18.176,180,0
query_1022,24.039,253,0
query_10230,300.003,2448,1
query_10231,0.461,5,0
query_10232,1.839,6,0
query_10234,186.237,1375,0
query_10235,193.881,1648,0
query_10236,1.243,61,0
query_10237,300.006,4013,1
query_10238,94.922,3408,0
query_1023,42.735,2164,0
query_10240,215.488,6762,0
query_10241,300.004,2976,1
query_10242,10.683,63,0
query_10243,24.051,1312,0
query_10246,0.172,1,0
query_10248,28.368,1970,0
query_10251,0.18,1,0
query_10253,192.966,3934,0
query_10254,159.55,1287,0
query_10255,0.267,5,0
query_10256,18.668,113,0
query_10257,58.079,3608,0
query_10258,0.214,5,0
query_10259,18.75,1135,0
query_1025,0.349,10,0
query_10261,0.599,3,0
query_10263,300.004,2985,1
query_10266,300.003,4023,1
query_10268,119.832,3365,0
query_1026,1.352,74,0
query_10271,300.003,2290,1
query_10272,0.175,1,0
query_10273,29.491,1970,0
query_10274,0.392,7,0
query_10277,300.003,2538,1
query_10279,1.115,7,0
query_1027,99.452,887,0
query_10280,23.156,209,0
query_10281,0.292,6,0
query_10282,0.222,5,0
query_10283,0.26,6,0
query_10284,59.136,3608,0
query_10285,17.152,1180,0
query_10286,1.884,14,0
query_10287,64.285,1591,0
query_10288,300.004,3835,1
query_1028,0.846,4,0
query_10291,300.003,3341,1
query_10292,300.004,3649,1
query_10293,68.465,3533,0
query_10295,28.76,194,0
query_10297,284.18,4556,0
query_10298,209.715,1589,0
query_10299,22.075,1285,0
query_102,171.109,4129,0
query_10300,0.459,1,0
query_10301,300.004,2889,1
query_10302,152.964,1580,0
query_10303,0.791,3,0
query_10304,300.004,4696,1
query_10307,6.043,426,0
query_10308,300.004,5437,1
query_10309,0.255,3,0
query_1030,79.286,663,0
query_10310,114.202,939,0
query_10311,0.272,6,0
query_10313,0.323,10,0
query_10314,4.714,202,0
query_10315,21.654,1176,0
query_10316,87.214,863,0
query_10317,263.573,2613,0
query_10318,173.128,3902,0
query_10319,3.133,192,0
query_1031,209.139,1846,0
query_10320,0.482,3,0
query_10322,138.072,1830,0
query_10323,33.525,1902,0
query_10324,49.004,3309,0
query_10326,0.603,18,0
query_10327,300.006,4426,1
query_1032,67.84,4093,0
query_10330,255.008,2276,0
query_10331,166.233,2522,0
query_10332,38.182,1801,0
query_10335,27.037,1140,0
query_10337,0.457,4,0
query_10338,0.205,8,0
query_10339,1.942,100,0
query_1033,2.854,122,0
query_10340,192.923,1645,0
query_10341,5.969,362,0
query_10343,111.795,1250,0
query_10344,38.065,350,0
query_10345,300.003,5329,1
query_10346,1.251,69,0
