query,time,httpCalls,errors
query_10174,146.951,6868,0
query_10175,50.326,3442,0
query_10176,0.324,6,0
query_10177,1.434,50,0
query_10179,0.27,6,0
query_1017,2.083,128,0
query_10180,17.589,1168,0
query_10181,0.451,8,0
query_10182,31.71,1075,0
query_10183,3.056,189,0
query_10184,0.495,8,0
query_10185,0.611,9,0
query_10186,1.318,49,0
query_10187,33.7,2333,0
query_10188,23.426,1312,0
query_1018,83.468,4452,0
query_10190,1.68,58,0
query_10191,217.675,15165,0
query_10192,0.298,4,0
query_10193,0.197,5,0
query_10195,23.598,1308,0
query_10196,20.079,1043,0
query_10199,0.415,12,0
query_1019,48.004,2649,0
query_101,5.704,229,0
query_10200,2.357,102,0
query_10201,0.244,3,0
query_10203,4.987,245,0
query_10205,4.986,286,0
query_10207,30.477,1547,0
query_10209,10.609,613,0
query_1020,36.882,1705,0
query_10210,0.289,6,0
query_10211,173.339,6322,0
query_10212,35.91,2740,0
query_10213,52.735,3360,0
query_10214,0.217,8,0
query_10215,0.176,1,0
query_10216,90.912,4571,0
query_10217,0.2,1,0
query_10218,51,1904,0
query_10219,214.519,15165,0
query_1021,4.127,205,0
query_10220,20.271,1087,0
query_10221,60.065,4219,0
query_10222,2.414,107,0
query_10225,291.442,15157,0
query_10226,6.715,368,0
query_10227,0.189,2,0
query_10229,4.064,180,0
query_1022,6.375,253,0
query_10230,271.897,12159,0
query_10231,0.205,5,0
query_10232,0.375,6,0
query_10234,25.99,1375,0
query_10235,33.489,1648,0
query_10236,1.584,61,0
query_10237,269.708,9727,0
query_10238,68.171,3408,0
query_1023,40.506,2164,0
query_10240,122.708,6762,0
query_10241,183.534,11926,0
query_10242,1.361,63,0
query_10243,27.098,1312,0
query_10246,0.184,1,0
query_10248,33.731,1970,0
query_10251,0.178,1,0
query_10253,63.036,3934,0
query_10254,24.837,1287,0
query_10255,0.344,5,0
query_10256,2.905,113,0
query_10257,57.019,3608,0
query_10258,0.188,5,0
query_10259,19.613,1135,0
query_1025,0.338,10,0
query_10261,0.262,3,0
query_10263,63.906,3934,0
query_10266,131.373,7477,0
query_10268,48.901,3365,0
query_1026,1.533,74,0
query_10271,167.522,7313,0
query_10272,0.189,1,0
query_10273,33.421,1970,0
query_10274,0.391,7,0
query_10277,50.203,3458,0
query_10279,0.369,7,0
query_1027,20.517,887,0
query_10280,3.837,209,0
query_10281,0.281,6,0
query_10282,0.189,5,0
query_10283,0.277,6,0
query_10284,56.667,3608,0
query_10285,16.774,1180,0
query_10286,0.546,14,0
query_10287,28.553,1591,0
query_10288,206.538,9727,0
query_1028,0.268,4,0
query_10291,60.239,4219,0
query_10292,105.649,6678,0
query_10293,67.837,3533,0
query_10295,4.667,194,0
query_10297,89.464,4556,0
query_10298,22.675,1589,0
query_10299,24.589,1285,0
query_102,82.865,4129,0
query_10300,0.186,1,0
query_10301,49.987,3230,0
query_10302,24.279,1580,0
query_10303,0.265,3,0
query_10304,153.151,9234,0
query_10307,6.871,426,0
query_10308,91.829,6759,0
query_10309,0.261,3,0
query_1030,10.74,663,0
query_10310,19.261,939,0
query_10311,0.286,6,0
query_10313,0.32,10,0
query_10314,4.759,202,0
query_10315,24.277,1176,0
query_10316,12.441,863,0
query_10317,37.475,2613,0
query_10318,72.471,3902,0
query_10319,3.719,192,0
query_1031,30.687,1846,0
query_10320,0.19,3,0
query_10322,34.699,1830,0
query_10323,37.247,1902,0
query_10324,57.97,3309,0
query_10326,0.592,18,0
query_10327,87.832,6185,0
query_1032,70.449,4093,0
query_10330,40.556,2276,0
query_10331,43.84,2522,0
query_10332,38.109,1801,0
query_10335,25.627,1140,0
query_10337,0.195,4,0
query_10338,0.211,8,0
query_10339,2.132,100,0
query_1033,3.272,122,0
query_10340,34.29,1647,0
query_10341,6.759,362,0
query_10343,25.446,1250,0
query_10344,6.178,350,0
query_10345,182.246,10100,0
query_10346,1.405,69,0
