query,time,httpCalls,errors
query_10174,300.004,3194,1
query_10175,205.882,3442,0
query_10176,0.313,6,0
query_10177,1.108,50,0
query_10179,0.28,6,0
query_1017,2.098,128,0
query_10180,115.53,1168,0
query_10181,0.41,8,0
query_10182,22.016,1075,0
query_10183,6.475,189,0
query_10184,1.478,8,0
query_10185,0.748,9,0
query_10186,6.677,49,0
query_10187,122.738,2333,0
query_10188,119.002,1312,0
query_1018,257.24,4456,0
query_10190,1.423,58,0
query_10191,300.004,7185,1
query_10192,0.772,4,0
query_10193,0.2,5,0
query_10195,31.399,1308,0
query_10196,102.351,1043,0
query_10199,0.333,12,0
query_1019,283.837,2649,0
query_101,5.693,229,0
query_10200,2.694,102,0
query_10201,0.754,3,0
query_10203,3.786,245,0
query_10205,3.882,286,0
query_10207,160.772,1547,0
query_10209,65.407,613,0
query_1020,178.655,1705,0
query_10210,0.771,6,0
query_10211,300.004,5934,1
query_10212,215.907,2743,0
query_10213,300.003,3349,1
query_10214,0.22,8,0
query_10215,0.201,1,0
query_10216,300.003,4482,1
query_10217,0.464,1,0
query_10218,195.638,1904,0
query_10219,300.005,8853,1
query_1021,3.9,205,0
query_10220,142.626,1087,0
query_10221,82.378,4216,0
query_10222,2.055,107,0
query_10225,300.004,7624,1
query_10226,39.914,368,0
query_10227,0.184,2,0
query_10229,18.59,180,0
query_1022,5.196,253,0
query_10230,300.003,5060,1
query_10231,0.187,5,0
query_10232,0.666,6,0
query_10234,144.394,1375,0
query_10235,166.686,1648,0
query_10236,1.239,61,0
query_10237,300.003,7647,1
query_10238,300.007,2789,1
query_1023,75.526,2164,0
query_10240,300.004,4169,1
query_10241,300.005,6156,1
query_10242,1.184,63,0
query_10243,146.548,1312,0
query_10246,0.178,1,0
query_10248,33.121,1970,0
query_10251,0.184,1,0
query_10253,170.163,3934,0
query_10254,82.64,1287,0
query_10255,1.029,5,0
query_10256,2.546,113,0
query_10257,77.382,3608,0
query_10258,0.203,5,0
query_10259,43.573,1135,0
query_1025,0.533,10,0
query_10261,0.249,3,0
query_10263,66.023,3934,0
query_10266,159.524,7477,0
query_10268,300.003,3132,1
query_1026,7.939,74,0
query_10271,300.003,3365,1
query_10272,0.194,1,0
query_10273,29.353,1970,0
query_10274,0.392,7,0
query_10277,288.211,3458,0
query_10279,0.323,7,0
query_1027,121.304,887,0
query_10280,23.692,209,0
query_10281,0.314,6,0
query_10282,0.228,5,0
query_10283,0.284,6,0
query_10284,196.634,3608,0
query_10285,21.227,1180,0
query_10286,1.78,14,0
query_10287,145.684,1591,0
query_10288,300.004,2609,1
query_1028,0.259,4,0
query_10291,61.234,4219,0
query_10292,300.005,3208,1
query_10293,300.008,3393,1
query_10295,6.289,194,0
query_10297,300.003,3004,1
query_10298,22.995,1589,0
query_10299,22.192,1285,0
query_102,260.238,4129,0
query_10300,0.168,1,0
query_10301,219.454,3230,0
query_10302,84.965,1580,0
query_10303,0.811,3,0
query_10304,300.004,4547,1
query_10307,30.798,426,0
query_10308,101.821,6757,0
query_10309,0.618,3,0
query_1030,70.535,663,0
query_10310,24.519,939,0
query_10311,0.756,6,0
query_10313,1.492,10,0
query_10314,4.471,202,0
query_10315,140.8,1176,0
query_10316,12.845,863,0
query_10317,136.457,2613,0
query_10318,210.742,3902,0
query_10319,19.769,192,0
query_1031,31.921,1846,0
query_10320,0.18,3,0
query_10322,61.456,1830,0
query_10323,183.13,1902,0
query_10324,224.282,3309,0
query_10326,0.765,18,0
query_10327,81.646,6185,0
query_1032,300.005,3367,1
query_10330,52.772,2276,0
query_10331,212.417,2522,0
query_10332,65.453,1801,0
query_10335,116.936,1137,0
query_10337,0.47,4,0
query_10338,0.235,8,0
query_10339,2.327,100,0
query_1033,17.62,122,0
query_10340,207.305,1645,0
query_10341,5.954,362,0
query_10343,22.67,1250,0
query_10344,5.258,350,0
query_10345,300.004,4385,1
query_10346,1.512,69,0
