query,time,httpCalls,errors
query_10174,242.758,6863,0
query_10175,51.088,3442,0
query_10176,0.381,6,0
query_10177,1.772,50,0
query_10179,0.314,6,0
query_1017,2.1,128,0
query_10180,17.714,1168,0
query_10181,0.395,8,0
query_10182,21.548,1075,0
query_10183,5.185,189,0
query_10184,0.616,8,0
query_10185,0.46,9,0
query_10186,0.974,49,0
query_10187,34.316,2333,0
query_10188,23.329,1312,0
query_1018,98.428,4453,0
query_10190,2.211,58,0
query_10191,218.048,15165,0
query_10192,0.266,4,0
query_10193,0.242,5,0
query_10195,26.243,1308,0
query_10196,16.149,1043,0
query_10199,0.454,12,0
query_1019,69.392,2649,0
query_101,4.675,229,0
query_10200,2.372,102,0
query_10201,0.249,3,0
query_10203,4.887,245,0
query_10205,3.947,286,0
query_10207,37.775,1547,0
query_10209,10.329,613,0
query_1020,24.873,1705,0
query_10210,0.29,6,0
query_10211,115.349,6322,0
query_10212,35.952,2743,0
query_10213,71.58,3360,0
query_10214,0.213,8,0
query_10215,0.205,1,0
query_10216,101.138,4571,0
query_10217,0.235,1,0
query_10218,66.268,1904,0
query_10219,216.695,15165,0
query_1021,3.928,205,0
query_10220,31.139,1087,0
query_10221,90.019,4219,0
query_10222,2.629,107,0
query_10225,300.004,10333,1
query_10226,12.33,368,0
query_10227,0.234,2,0
query_10229,7.032,180,0
query_1022,5.139,253,0
query_10230,300.005,10034,1
query_10231,0.206,5,0
query_10232,0.325,6,0
query_10234,25.649,1375,0
query_10235,23.931,1648,0
query_10236,2.577,61,0
query_10237,300.003,9435,1
query_10238,48.807,3408,0
query_1023,44.716,2164,0
query_10240,144.421,6762,0
query_10241,300.004,9377,1
query_10242,1.177,63,0
query_10243,40.774,1312,0
query_10246,0.172,1,0
query_10248,34.179,1970,0
query_10251,0.189,1,0
query_10253,64.58,3934,0
query_10254,32.129,1287,0
query_10255,0.328,5,0
query_10256,4.09,113,0
query_10257,58.042,3608,0
query_10258,0.202,5,0
query_10259,17.759,1135,0
query_1025,0.323,10,0
query_10261,0.248,3,0
query_10263,64.289,3934,0
query_10266,191.346,7477,0
query_10268,51.601,3365,0
query_1026,1.377,74,0
query_10271,192.496,7313,0
query_10272,0.215,1,0
query_10273,38.65,1970,0
query_10274,0.458,7,0
query_10277,51.29,3458,0
query_10279,0.338,7,0
query_1027,18.224,887,0
query_10280,4.221,209,0
query_10281,0.278,6,0
query_10282,0.215,5,0
query_10283,0.273,6,0
query_10284,57.154,3608,0
query_10285,17,1180,0
query_10286,0.549,14,0
query_10287,45.329,1591,0
query_10288,300.004,8989,1
query_1028,0.304,4,0
query_10291,59.984,4219,0
query_10292,105.869,6675,0
query_10293,74.095,3533,0
query_10295,5.269,194,0
query_10297,94.937,4556,0
query_10298,33.06,1589,0
query_10299,36.162,1285,0
query_102,142.797,4129,0
query_10300,0.166,1,0
query_10301,89.905,3230,0
query_10302,46.228,1580,0
query_10303,0.265,3,0
query_10304,282.267,9234,0
query_10307,6.232,426,0
query_10308,179.815,6755,0
query_10309,0.252,3,0
query_1030,22.92,663,0
query_10310,17.226,939,0
query_10311,0.392,6,0
query_10313,0.423,10,0
query_10314,4.216,202,0
query_10315,21.289,1176,0
query_10316,23.282,863,0
query_10317,69.218,2613,0
query_10318,98.838,3902,0
query_10319,3.033,192,0
query_1031,31.328,1846,0
query_10320,0.213,3,0
query_10322,50.267,1830,0
query_10323,47.371,1902,0
query_10324,49.431,3309,0
query_10326,0.602,18,0
query_10327,76.09,6185,0
query_1032,121.188,4093,0
query_10330,78.779,2276,0
query_10331,69.808,2522,0
query_10332,57.871,1801,0
query_10335,23.005,1140,0
query_10337,0.208,4,0
query_10338,0.217,8,0
query_10339,2.906,100,0
query_1033,4.453,122,0
query_10340,52.978,1647,0
query_10341,10.688,362,0
query_10343,22.582,1250,0
query_10344,11.776,350,0
query_10345,300.005,9895,1
query_10346,2.006,69,0
