query,time,httpCalls,errors
query_10174,96.164,6873,0
query_10175,50.388,3442,0
query_10176,0.332,6,0
query_10177,1.379,50,0
query_10179,0.271,6,0
query_1017,2.92,128,0
query_10180,26.475,1168,0
query_10181,0.451,8,0
query_10182,28.992,1075,0
query_10183,4.142,189,0
query_10184,0.44,8,0
query_10185,0.611,9,0
query_10186,0.971,49,0
query_10187,48.524,2333,0
query_10188,23.336,1312,0
query_1018,87.038,4452,0
query_10190,1.425,58,0
query_10191,277.346,15165,0
query_10192,0.282,4,0
query_10193,0.195,5,0
query_10195,22.635,1308,0
query_10196,16.132,1043,0
query_10199,0.518,12,0
query_1019,60.6,2649,0
query_101,5.655,229,0
query_10200,2.531,102,0
query_10201,0.263,3,0
query_10203,4.709,245,0
query_10205,3.791,286,0
query_10207,27.289,1547,0
query_10209,11.616,613,0
query_1020,24.531,1705,0
query_10210,0.303,6,0
query_10211,143.252,6322,0
query_10212,45.931,2744,0
query_10213,71.715,3360,0
query_10214,0.2,8,0
query_10215,0.179,1,0
query_10216,88.26,4571,0
query_10217,0.196,1,0
query_10218,49.532,1904,0
query_10219,214.941,15165,0
query_1021,4.043,205,0
query_10220,26.285,1087,0
query_10221,80.007,4219,0
query_10222,1.801,107,0
query_10225,300.006,14700,1
query_10226,9.315,368,0
query_10227,0.182,2,0
query_10229,4.688,180,0
query_1022,5.049,253,0
query_10230,300.004,11818,1
query_10231,0.201,5,0
query_10232,0.311,6,0
query_10234,34.422,1375,0
query_10235,34.657,1648,0
query_10236,1.627,61,0
query_10237,237.024,9727,0
query_10238,64.077,3408,0
query_1023,54.261,2164,0
query_10240,127.158,6762,0
query_10241,182.565,11926,0
query_10242,1.638,63,0
query_10243,23.287,1312,0
query_10246,0.175,1,0
query_10248,43.534,1970,0
query_10251,0.204,1,0
query_10253,87.803,3934,0
query_10254,26.857,1287,0
query_10255,0.266,5,0
query_10256,3.184,113,0
query_10257,73.585,3608,0
query_10258,0.208,5,0
query_10259,17.177,1135,0
query_1025,0.348,10,0
query_10261,0.3,3,0
query_10263,63.735,3934,0
query_10266,162.033,7477,0
query_10268,49.03,3365,0
query_1026,1.328,74,0
query_10271,141.401,7313,0
query_10272,0.194,1,0
query_10273,41.166,1970,0
query_10274,0.517,7,0
query_10277,52.776,3458,0
query_10279,0.368,7,0
query_1027,18.223,887,0
query_10280,3.332,209,0
query_10281,0.316,6,0
query_10282,0.199,5,0
query_10283,0.285,6,0
query_10284,57.046,3608,0
query_10285,17.014,1180,0
query_10286,0.704,14,0
query_10287,23.665,1591,0
query_10288,246.626,9727,0
query_1028,0.253,4,0
query_10291,59.741,4219,0
query_10292,105.04,6675,0
query_10293,79.39,3533,0
query_10295,4.203,194,0
query_10297,100.721,4556,0
query_10298,29.886,1589,0
query_10299,21.516,1285,0
query_102,94.233,4129,0
query_10300,0.188,1,0
query_10301,64.063,3230,0
query_10302,31.584,1580,0
query_10303,0.269,3,0
query_10304,172.861,9234,0
query_10307,7.965,426,0
query_10308,95.126,6759,0
query_10309,0.412,3,0
query_1030,13.834,663,0
query_10310,21.361,939,0
query_10311,0.281,6,0
query_10313,0.352,10,0
query_10314,4.09,202,0
query_10315,21.079,1176,0
query_10316,13.205,863,0
query_10317,53.425,2613,0
query_10318,98.039,3902,0
query_10319,4.217,192,0
query_1031,43.453,1846,0
query_10320,0.233,3,0
query_10322,43.346,1830,0
query_10323,44.817,1902,0
query_10324,66.654,3309,0
query_10326,0.657,18,0
query_10327,99.185,6185,0
query_1032,80.225,4093,0
query_10330,55.74,2276,0
query_10331,52.071,2522,0
query_10332,43.563,1801,0
query_10335,30.605,1140,0
query_10337,0.197,4,0
query_10338,0.2,8,0
query_10339,2.027,100,0
query_1033,3.635,122,0
query_10340,39.135,1645,0
query_10341,7.655,362,0
query_10343,28.211,1250,0
query_10344,5.401,350,0
query_10345,249.551,10100,0
query_10346,1.602,69,0
