query,time,httpCalls,nbResults,errors
query_10174,18.516,1,37,0
query_10175,54.858,1,23878,0
query_10176,26.005,1,0,0
query_10177,19.15,1,0,0
query_10179,19.098,1,0,0
query_1017,23.308,1,59,0
query_10180,56.228,1,2453,0
query_10181,21.256,1,0,0
query_10182,40.155,1,339,0
query_10183,20.792,1,4,0
query_10184,16.449,1,0,0
query_10185,18.56,1,2,0
query_10186,18.112,1,47,0
query_10187,16.854,1,1348,0
query_10188,15.9,1,2,0
query_1018,21.285,1,877,0
query_10190,24.467,1,6,0
query_10191,15.326,1,0,0
query_10192,14.809,1,0,0
query_10193,12.228,1,0,0
query_10195,14.879,1,3,0
query_10196,14.881,1,21,0
query_10199,14.777,1,2,0
query_1019,14.837,1,8,0
query_101,14.728,1,0,0
query_10200,14.912,1,0,0
query_10201,15.304,1,0,0
query_10203,15.208,1,29,0
query_10205,15.12,1,49,0
query_10207,15.056,1,1,0
query_10209,14.736,1,2,0
query_1020,15.454,1,10019,0
query_10210,15.329,1,0,0
query_10211,18.322,1,223,0
query_10212,27.652,1,25,0
query_10213,29.439,1,573,0
query_10214,29.078,1,0,0
query_10215,16.154,1,1,0
query_10216,20.676,1,47,0
query_10217,19.014,1,1,0
query_10218,13.901,1,276,0
query_10219,15.352,1,0,0
query_1021,19.046,1,256,0
query_10220,31.015,1,2,0
query_10221,19.176,1,39,0
query_10222,33.063,1,43,0
query_10225,38.198,1,7456,0
query_10226,23.758,1,28,0
query_10227,31.974,1,0,0
query_10229,18.056,1,234,0
query_1022,18.495,1,246,0
query_10230,18.265,1,441,0
query_10231,18.722,1,0,0
query_10232,30.695,1,0,0
query_10234,15.709,1,9,0
query_10235,18.027,1,9432,0
query_10236,20.65,1,16,0
query_10237,27.01,1,649,0
query_10238,20.957,1,0,0
query_1023,22.914,1,56,0
query_10240,19.977,1,161,0
query_10241,17.136,1,607,0
query_10242,18.36,1,23,0
query_10243,19.555,1,2,0
query_10246,14.162,1,0,0
query_10248,18.018,1,42,0
query_10251,20.161,1,1,0
query_10253,29.115,1,485,0
query_10254,19.664,1,23,0
query_10255,26.563,1,0,0
query_10256,28.332,1,1,0
query_10257,26.525,1,5,0
query_10258,16.426,1,0,0
query_10259,17.856,1,17,0
query_1025,17.558,1,0,0
query_10261,20.326,1,1,0
query_10263,30.457,1,485,0
query_10266,24.055,1,127,0
query_10268,22.264,1,22571,0
query_1026,52.339,1,48,0
query_10271,32.861,1,526,0
query_10272,26.023,1,1,0
query_10273,26.993,1,42,0
query_10274,18.323,1,1,0
query_10277,17.298,1,22889,0
query_10279,44.881,1,0,0
query_1027,13.171,1,2,0
query_10280,23.332,1,129,0
query_10281,28.174,1,0,0
query_10282,24.102,1,0,0
query_10283,18.786,1,0,0
query_10284,36.285,1,5,0
query_10285,21.808,1,722,0
query_10286,15.976,1,0,0
query_10287,21.754,1,36,0
query_10288,25.739,1,649,0
query_1028,23.234,1,0,0
query_10291,48.422,1,39,0
query_10292,28.707,1,813,0
query_10293,19.212,1,491,0
query_10295,14.111,1,10,0
query_10297,15.339,1,20,0
query_10298,15.674,1,54,0
query_10299,23.572,1,26,0
query_102,29.637,1,0,0
query_10300,18.46,1,0,0
query_10301,19.18,1,18742,0
query_10302,31.818,1,7234,0
query_10303,45.276,1,1,0
query_10304,15.509,1,1807,0
query_10307,15.308,1,8,0
query_10308,15.234,1,74,0
query_10309,18.358,1,0,0
query_1030,34.285,1,2,0
query_10310,37.851,1,218,0
query_10311,41.254,1,0,0
query_10313,33.308,1,0,0
query_10314,20.812,1,210,0
query_10315,30.455,1,129,0
query_10316,42.311,1,853,0
query_10317,16.555,1,15499,0
query_10318,17.7,1,9668,0
query_10319,31.315,1,129,0
query_1031,18.963,1,9,0
query_10320,20.106,1,0,0
query_10322,60.047,1,33,0
query_10323,42.975,1,6,0
query_10324,50.421,1,22817,0
query_10326,18.972,1,18,0
query_10327,59.304,1,33,0
query_1032,34.687,1,436,0
query_10330,18.943,1,1908,0
query_10331,20.544,1,6,0
query_10332,70.823,1,231,0
query_10335,22.199,1,9,0
query_10337,35.815,1,0,0
query_10338,36.23,1,0,0
query_10339,23.254,1,5,0
query_1033,29.444,1,13,0
query_10340,45,1,202,0
query_10341,24.555,1,10,0
query_10343,23.672,1,167,0
query_10344,29.448,1,345,0
query_10345,15.877,1,386,0
query_10346,21.887,1,67,0
