query,time,httpCalls,nbResults,errors
query_10174,1.63,1,37,0
query_10175,8.01,6,10000,22
query_10176,1.135,1,0,0
query_10177,1.392,1,0,0
query_10179,1.489,1,0,0
query_1017,1.119,1,59,0
query_10180,0.53,2,2453,0
query_10181,0.889,1,0,0
query_10182,1.191,1,339,0
query_10183,1.298,1,4,0
query_10184,1.303,1,0,0
query_10185,0.115,1,2,0
query_10186,0.694,1,47,0
query_10187,1.251,1,1348,0
query_10188,1.306,1,2,0
query_1018,1.383,1,877,0
query_10190,0.619,1,6,0
query_10191,0.198,1,0,0
query_10192,1.018,1,0,0
query_10193,1.066,1,0,0
query_10195,1.162,1,3,0
query_10196,0.958,1,21,0
query_10199,0.201,1,2,0
query_1019,1.105,1,8,0
query_101,1.323,1,0,0
query_10200,1.238,1,0,0
query_10201,1.07,1,0,0
query_10203,0.256,1,29,0
query_10205,0.878,1,49,0
query_10207,1.045,1,1,0
query_10209,1.188,1,2,0
query_1020,2.722,6,10000,21
query_10210,1.077,1,0,0
query_10211,1.3,1,223,0
query_10212,1.241,1,25,0
query_10213,1.128,1,573,0
query_10214,0.119,1,0,0
query_10215,1.026,1,1,0
query_10216,1.099,1,47,0
query_10217,1.188,1,1,0
query_10218,1.116,1,276,0
query_10219,0.252,1,0,0
query_1021,0.588,1,256,0
query_10220,1.098,1,2,0
query_10221,1.076,1,39,0
query_10222,1.241,1,43,0
query_10225,2.956,4,7456,0
query_10226,1.005,1,28,0
query_10227,1.188,1,0,0
query_10229,1.166,1,234,0
query_1022,0.349,1,246,0
query_10230,0.691,1,441,0
query_10231,1.066,1,0,0
query_10232,0.937,1,0,0
query_10234,1.177,1,9,0
query_10235,3.543,5,9432,0
query_10236,1.291,1,16,0
query_10237,1.32,1,649,0
query_10238,1.032,1,0,0
query_1023,0.285,1,56,0
query_10240,0.835,1,161,0
query_10241,1.171,1,607,0
query_10242,1.221,1,23,0
query_10243,1.158,1,2,0
query_10246,0.111,1,0,0
query_10248,0.897,1,42,0
query_10251,1.277,1,1,0
query_10253,1.289,1,485,0
query_10254,1.14,1,23,0
query_10255,0.186,1,0,0
query_10256,0.242,1,1,0
query_10257,0.942,1,5,0
query_10258,1.205,1,0,0
query_10259,1.35,1,17,0
query_1025,1.233,1,0,0
query_10261,0.094,1,1,0
query_10263,0.884,1,485,0
query_10266,1.379,1,127,0
query_10268,4.542,6,10000,22
query_1026,1.008,1,48,0
query_10271,1.151,1,526,0
query_10272,1.129,1,1,0
query_10273,0.785,1,42,0
query_10274,0.245,1,1,0
query_10277,7.553,6,10000,22
query_10279,0.968,1,0,0
query_1027,0.983,1,2,0
query_10280,1.041,1,129,0
query_10281,1.098,1,0,0
query_10282,0.347,1,0,0
query_10283,0.857,1,0,0
query_10284,0.916,1,5,0
query_10285,1.132,1,722,0
query_10286,1.232,1,0,0
query_10287,0.73,1,36,0
query_10288,0.456,1,649,0
query_1028,0.908,1,0,0
query_10291,1.14,1,39,0
query_10292,1.199,1,813,0
query_10293,1.112,1,491,0
query_10295,0.426,1,10,0
query_10297,0.665,1,20,0
query_10298,0.968,1,54,0
query_10299,1.059,1,26,0
query_102,0.991,1,0,0
query_10300,0.252,1,0,0
query_10301,7.376,6,10000,22
query_10302,4.796,4,7234,0
query_10303,1.093,1,1,0
query_10304,0.46,1,1807,0
query_10307,0.837,1,8,0
query_10308,1.243,1,74,0
query_10309,1.365,1,0,0
query_1030,1.095,1,2,0
query_10310,0.144,1,218,0
query_10311,0.782,1,0,0
query_10313,1.21,1,0,0
query_10314,1.29,1,210,0
query_10315,1.099,1,129,0
query_10316,0.745,1,853,0
query_10317,5.933,6,10000,21
query_10318,11.343,5,9668,0
query_10319,0.957,1,129,0
query_1031,1.11,1,9,0
query_10320,1.244,1,0,0
query_10322,1.24,1,33,0
query_10323,0.249,1,6,0
query_10324,7.01,6,10000,22
query_10326,0.26,1,18,0
query_10327,1.159,1,33,0
query_1032,1.316,1,436,0
query_10330,1.442,1,1908,0
query_10331,0.833,1,6,0
query_10332,0.17,1,231,0
query_10335,0.958,1,9,0
query_10337,1.407,1,0,0
query_10338,1.316,1,0,0
query_10339,0.893,1,5,0
query_1033,0.155,1,13,0
query_10340,0.936,1,202,0
query_10341,1.228,1,10,0
query_10343,1.002,1,167,0
query_10344,1.123,1,345,0
query_10345,0.333,1,386,0
query_10346,0.797,1,67,0
