query,time,httpCalls,nbResults,errors
query_10174,50.777,1,37,0
query_10175,25.256,1,23878,0
query_10176,31.159,1,0,0
query_10177,25.079,1,0,0
query_10179,20.937,1,0,0
query_1017,18.152,1,59,0
query_10180,17.841,1,2453,0
query_10181,17.572,1,0,0
query_10182,22.526,1,339,0
query_10183,18.378,1,4,0
query_10184,17.489,1,0,0
query_10185,17.37,1,2,0
query_10186,25.583,1,47,0
query_10187,26.916,1,1348,0
query_10188,17.87,1,2,0
query_1018,17.699,1,877,0
query_10190,17.429,1,6,0
query_10191,23.416,1,0,0
query_10192,30.357,1,0,0
query_10193,18.106,1,0,0
query_10195,18.01,1,3,0
query_10196,20.201,1,21,0
query_10199,23.703,1,2,0
query_1019,21.654,1,8,0
query_101,21.802,1,0,0
query_10200,21.175,1,0,0
query_10201,23.516,1,0,0
query_10203,19.326,1,29,0
query_10205,30.31,1,49,0
query_10207,22.051,1,1,0
query_10209,18.484,1,2,0
query_1020,17.632,1,10019,0
query_10210,17.653,1,0,0
query_10211,26.19,1,223,0
query_10212,30.66,1,25,0
query_10213,22.05,1,573,0
query_10214,17.394,1,0,0
query_10215,22.468,1,1,0
query_10216,22.45,1,47,0
query_10217,30.787,1,1,0
query_10218,46.187,1,276,0
query_10219,32.441,1,0,0
query_1021,29.539,1,256,0
query_10220,23.094,1,2,0
query_10221,21.183,1,39,0
query_10222,25.528,1,43,0
query_10225,64.487,1,7456,0
query_10226,17.895,1,28,0
query_10227,22.079,1,0,0
query_10229,22.806,1,234,0
query_1022,36.506,1,246,0
query_10230,30.24,1,441,0
query_10231,18.731,1,0,0
query_10232,17.623,1,0,0
query_10234,22.904,1,9,0
query_10235,21.978,1,9432,0
query_10236,41.338,1,16,0
query_10237,22.876,1,649,0
query_10238,22.97,1,0,0
query_1023,23.592,1,56,0
query_10240,19.318,1,161,0
query_10241,23.089,1,607,0
query_10242,67.159,1,23,0
query_10243,29.812,1,2,0
query_10246,57.562,1,0,0
query_10248,33.574,1,42,0
query_10251,22.526,1,1,0
query_10253,62.788,1,485,0
query_10254,19.311,1,23,0
query_10255,20.704,1,0,0
query_10256,20.247,1,1,0
query_10257,24.739,1,5,0
query_10258,51.215,1,0,0
query_10259,64.878,1,17,0
query_1025,23.957,1,0,0
query_10261,26.048,1,1,0
query_10263,18.377,1,485,0
query_10266,17.833,1,127,0
query_10268,32.856,1,22571,0
query_1026,37.01,1,48,0
query_10271,28.955,1,526,0
query_10272,21.067,1,1,0
query_10273,33.203,1,42,0
query_10274,31.404,1,1,0
query_10277,47.78,1,22889,0
query_10279,23.948,1,0,0
query_1027,26.885,1,2,0
query_10280,22.794,1,129,0
query_10281,17.934,1,0,0
query_10282,21.041,1,0,0
query_10283,23.131,1,0,0
query_10284,48.331,1,5,0
query_10285,30.348,1,722,0
query_10286,18.969,1,0,0
query_10287,35.789,1,36,0
query_10288,32.905,1,649,0
query_1028,23.014,1,0,0
query_10291,17.965,1,39,0
query_10292,20.229,1,813,0
query_10293,24.941,1,491,0
query_10295,58.867,1,10,0
query_10297,24.836,1,20,0
query_10298,17.939,1,54,0
query_10299,20.408,1,26,0
query_102,35.495,1,0,0
query_10300,18.229,1,0,0
query_10301,26.402,1,18742,0
query_10302,28.655,1,7234,0
query_10303,30.679,1,1,0
query_10304,30.58,1,1807,0
query_10307,30.733,1,8,0
query_10308,32.178,1,74,0
query_10309,96.09,1,0,0
query_1030,45.599,1,2,0
query_10310,26.251,1,218,0
query_10311,18.091,1,0,0
query_10313,22.76,1,0,0
query_10314,25.305,1,210,0
query_10315,17.533,1,129,0
query_10316,28.808,1,853,0
query_10317,24.872,1,15499,0
query_10318,26.218,1,9668,0
query_10319,29.096,1,129,0
query_1031,19.123,1,9,0
query_10320,20.808,1,0,0
query_10322,26.789,1,33,0
query_10323,23.785,1,6,0
query_10324,37.584,1,22817,0
query_10326,23.048,1,18,0
query_10327,19.492,1,33,0
query_1032,20.217,1,436,0
query_10330,41.061,1,1908,0
query_10331,22.23,1,6,0
query_10332,29.977,1,231,0
query_10335,36.594,1,9,0
query_10337,34.834,1,0,0
query_10338,45.633,1,0,0
query_10339,26.435,1,5,0
query_1033,18.885,1,13,0
query_10340,25.51,1,202,0
query_10341,21.605,1,10,0
query_10343,27.679,1,167,0
query_10344,24.298,1,345,0
query_10345,24.646,1,386,0
query_10346,19.849,1,67,0
