query,time,httpCalls,nbResults,errors
query_10174,0.243,1,37,0
query_10175,1.297,1,23878,0
query_10176,0.019,1,0,0
query_10177,0.02,1,0,0
query_10179,0.055,1,0,0
query_1017,0.05,1,59,0
query_10180,0.136,1,2453,0
query_10181,0.054,1,0,0
query_10182,0.071,1,339,0
query_10183,0.045,1,4,0
query_10184,0.04,1,0,0
query_10185,0.036,1,2,0
query_10186,0.033,1,47,0
query_10187,0.079,1,1348,0
query_10188,0.033,1,2,0
query_1018,0.133,1,877,0
query_10190,0.054,1,6,0
query_10191,0.073,1,0,0
query_10192,0.052,1,0,0
query_10193,0.047,1,0,0
query_10195,0.041,1,3,0
query_10196,0.042,1,21,0
query_10199,0.034,1,2,0
query_1019,0.058,1,8,0
query_101,0.03,1,0,0
query_10200,0.028,1,0,0
query_10201,0.026,1,0,0
query_10203,0.025,1,29,0
query_10205,0.026,1,49,0
query_10207,0.225,1,1,0
query_10209,0.042,1,2,0
query_1020,0.232,1,10019,0
query_10210,0.055,1,0,0
query_10211,0.079,1,223,0
query_10212,0.06,1,25,0
query_10213,0.09,1,573,0
query_10214,0.066,1,0,0
query_10215,0.045,1,1,0
query_10216,0.052,1,47,0
query_10217,0.032,1,1,0
query_10218,0.054,1,276,0
query_10219,0.051,1,0,0
query_1021,0.036,1,256,0
query_10220,0.029,1,2,0
query_10221,0.036,1,39,0
query_10222,0.026,1,43,0
query_10225,0.232,1,7456,0
query_10226,0.056,1,28,0
query_10227,0.047,1,0,0
query_10229,0.046,1,234,0
query_1022,0.053,1,246,0
query_10230,0.078,1,441,0
query_10231,0.036,1,0,0
query_10232,0.031,1,0,0
query_10234,0.032,1,9,0
query_10235,0.209,1,9432,0
query_10236,0.054,1,16,0
query_10237,0.09,1,649,0
query_10238,0.057,1,0,0
query_1023,0.055,1,56,0
query_10240,0.042,1,161,0
query_10241,0.058,1,607,0
query_10242,0.03,1,23,0
query_10243,0.03,1,2,0
query_10246,0.027,1,0,0
query_10248,0.025,1,42,0
query_10251,0.023,1,1,0
query_10253,0.049,1,485,0
query_10254,0.021,1,23,0
query_10255,0.021,1,0,0
query_10256,0.054,1,1,0
query_10257,0.05,1,5,0
query_10258,0.041,1,0,0
query_10259,0.039,1,17,0
query_1025,0.053,1,0,0
query_10261,0.029,1,1,0
query_10263,0.049,1,485,0
query_10266,0.051,1,127,0
query_10268,1.553,1,22571,0
query_1026,0.041,1,48,0
query_10271,0.116,1,526,0
query_10272,0.053,1,1,0
query_10273,0.047,1,42,0
query_10274,0.038,1,1,0
query_10277,0.815,1,22889,0
query_10279,0.019,1,0,0
query_1027,0.022,1,2,0
query_10280,0.053,1,129,0
query_10281,0.045,1,0,0
query_10282,0.037,1,0,0
query_10283,0.033,1,0,0
query_10284,0.035,1,5,0
query_10285,0.056,1,722,0
query_10286,0.028,1,0,0
query_10287,0.035,1,36,0
query_10288,0.059,1,649,0
query_1028,0.024,1,0,0
query_10291,0.035,1,39,0
query_10292,0.086,1,813,0
query_10293,0.05,1,491,0
query_10295,0.026,1,10,0
query_10297,0.023,1,20,0
query_10298,0.025,1,54,0
query_10299,0.024,1,26,0
query_102,0.022,1,0,0
query_10300,0.02,1,0,0
query_10301,0.907,1,18742,0
query_10302,0.214,1,7234,0
query_10303,0.053,1,1,0
query_10304,0.112,1,1807,0
query_10307,0.051,1,8,0
query_10308,0.094,1,74,0
query_10309,0.046,1,0,0
query_1030,0.044,1,2,0
query_10310,0.046,1,218,0
query_10311,0.033,1,0,0
query_10313,0.031,1,0,0
query_10314,0.038,1,210,0
query_10315,0.032,1,129,0
query_10316,0.05,1,853,0
query_10317,0.351,1,15499,0
query_10318,1.575,1,9668,0
query_10319,0.025,1,129,0
query_1031,0.027,1,9,0
query_10320,0.05,1,0,0
query_10322,0.033,1,33,0
query_10323,0.04,1,6,0
query_10324,0.528,1,22817,0
query_10326,0.021,1,18,0
query_10327,0.025,1,33,0
query_1032,0.1,1,436,0
query_10330,0.131,1,1908,0
query_10331,0.069,1,6,0
query_10332,0.072,1,231,0
query_10335,0.056,1,9,0
query_10337,0.044,1,0,0
query_10338,0.053,1,0,0
query_10339,0.037,1,5,0
query_1033,0.077,1,13,0
query_10340,0.046,1,202,0
query_10341,0.033,1,10,0
query_10343,0.035,1,167,0
query_10344,0.043,1,345,0
query_10345,0.078,1,386,0
query_10346,0.05,1,67,0
