query,time,httpCalls,nbResults,errors
query_10174,10.562,1,37,0
query_10175,10.498,1,23878,0
query_10176,15.424,1,0,0
query_10177,18.568,1,0,0
query_10179,29.077,1,0,0
query_1017,27.363,1,59,0
query_10180,11.633,1,2453,0
query_10181,15.711,1,0,0
query_10182,24.627,1,339,0
query_10183,57.987,1,4,0
query_10184,15.334,1,0,0
query_10185,10.327,1,2,0
query_10186,9.749,1,47,0
query_10187,9.807,1,1348,0
query_10188,12.497,1,2,0
query_1018,15.171,1,877,0
query_10190,15.768,1,6,0
query_10191,11.917,1,0,0
query_10192,10.011,1,0,0
query_10193,12.632,1,0,0
query_10195,17.602,1,3,0
query_10196,20.136,1,21,0
query_10199,13.373,1,2,0
query_1019,10.249,1,8,0
query_101,9.976,1,0,0
query_10200,9.776,1,0,0
query_10201,12.572,1,0,0
query_10203,14.954,1,29,0
query_10205,14.215,1,49,0
query_10207,10.181,1,1,0
query_10209,12.744,1,2,0
query_1020,12.811,1,10019,0
query_10210,14.859,1,0,0
query_10211,13.687,1,223,0
query_10212,15.086,1,25,0
query_10213,13.577,1,573,0
query_10214,16.278,1,0,0
query_10215,19.855,1,1,0
query_10216,16.237,1,47,0
query_10217,14.718,1,1,0
query_10218,12.131,1,276,0
query_10219,10.134,1,0,0
query_1021,12.129,1,256,0
query_10220,15.717,1,2,0
query_10221,29.199,1,39,0
query_10222,19.57,1,43,0
query_10225,29.924,1,7456,0
query_10226,25.464,1,28,0
query_10227,16.763,1,0,0
query_10229,15.477,1,234,0
query_1022,14.994,1,246,0
query_10230,15.157,1,441,0
query_10231,13.957,1,0,0
query_10232,14.885,1,0,0
query_10234,14.161,1,9,0
query_10235,16.152,1,9432,0
query_10236,15.205,1,16,0
query_10237,19.754,1,649,0
query_10238,19.922,1,0,0
query_1023,13.75,1,56,0
query_10240,13.121,1,161,0
query_10241,20.099,1,607,0
query_10242,28.382,1,23,0
query_10243,19.413,1,2,0
query_10246,18.039,1,0,0
query_10248,16.661,1,42,0
query_10251,19.466,1,1,0
query_10253,18.014,1,485,0
query_10254,49.575,1,23,0
query_10255,16.309,1,0,0
query_10256,15.054,1,1,0
query_10257,30.416,1,5,0
query_10258,14.941,1,0,0
query_10259,12.754,1,17,0
query_1025,15.141,1,0,0
query_10261,14.096,1,1,0
query_10263,18.315,1,485,0
query_10266,16.598,1,127,0
query_10268,17.671,1,22571,0
query_1026,25.271,1,48,0
query_10271,11.07,1,526,0
query_10272,15.356,1,1,0
query_10273,19.398,1,42,0
query_10274,17.947,1,1,0
query_10277,14.344,1,22889,0
query_10279,18.045,1,0,0
query_1027,17.45,1,2,0
query_10280,13.655,1,129,0
query_10281,13.494,1,0,0
query_10282,13.29,1,0,0
query_10283,19.785,1,0,0
query_10284,16.676,1,5,0
query_10285,11.864,1,722,0
query_10286,12.602,1,0,0
query_10287,15.63,1,36,0
query_10288,14.694,1,649,0
query_1028,12.846,1,0,0
query_10291,10.898,1,39,0
query_10292,12.88,1,813,0
query_10293,15.248,1,491,0
query_10295,13.628,1,10,0
query_10297,11.89,1,20,0
query_10298,13.276,1,54,0
query_10299,16.151,1,26,0
query_102,21.306,1,0,0
query_10300,19.775,1,0,0
query_10301,18.924,1,18742,0
query_10302,17.472,1,7234,0
query_10303,17.873,1,1,0
query_10304,13.426,1,1807,0
query_10307,13.318,1,8,0
query_10308,11.561,1,74,0
query_10309,9.827,1,0,0
query_1030,9.874,1,2,0
query_10310,10.061,1,218,0
query_10311,10.068,1,0,0
query_10313,10.068,1,0,0
query_10314,12.656,1,210,0
query_10315,12.752,1,129,0
query_10316,10.7,1,853,0
query_10317,15.613,1,15499,0
query_10318,17.038,1,9668,0
query_10319,13.276,1,129,0
query_1031,13.436,1,9,0
query_10320,15.314,1,0,0
query_10322,15.111,1,33,0
query_10323,17.607,1,6,0
query_10324,14.741,1,22817,0
query_10326,9.536,1,18,0
query_10327,9.942,1,33,0
query_1032,12.529,1,436,0
query_10330,12.533,1,1908,0
query_10331,12.324,1,6,0
query_10332,28.564,1,231,0
query_10335,17.596,1,9,0
query_10337,10.651,1,0,0
query_10338,10.326,1,0,0
query_10339,10.027,1,5,0
query_1033,12.837,1,13,0
query_10340,12.355,1,202,0
query_10341,10.168,1,10,0
query_10343,9.813,1,167,0
query_10344,9.832,1,345,0
query_10345,10.099,1,386,0
query_10346,9.897,1,67,0
