query,time,httpCalls,nbResults,errors
query_10174,0.972,1,37,0
query_10175,1.294,1,2000,0
query_10176,1.623,1,0,0
query_10177,1.609,1,0,0
query_10179,1.113,1,0,0
query_1017,1.315,1,59,0
query_10180,1.196,1,2000,0
query_10181,1.107,1,0,0
query_10182,1.738,1,339,0
query_10183,0.881,1,4,0
query_10184,1.146,1,0,0
query_10185,1.171,1,2,0
query_10186,2.022,1,47,0
query_10187,1.235,1,1348,0
query_10188,2.371,1,2,0
query_1018,2.099,1,877,0
query_10190,2.365,1,6,0
query_10191,1.769,1,0,0
query_10192,1.468,1,0,0
query_10193,1.766,1,0,0
query_10195,1.008,1,3,0
query_10196,0.814,1,21,0
query_10199,0.818,1,2,0
query_1019,3.814,1,8,0
query_101,1.989,1,0,0
query_10200,1.872,1,0,0
query_10201,1.487,1,0,0
query_10203,2.531,1,29,0
query_10205,2.341,1,49,0
query_10207,1.243,1,1,0
query_10209,0.67,1,2,0
query_1020,1.014,1,2000,0
query_10210,2.083,1,0,0
query_10211,2.031,1,223,0
query_10212,1.706,1,25,0
query_10213,1.397,1,573,0
query_10214,1.678,1,0,0
query_10215,1.938,1,1,0
query_10216,1.309,1,47,0
query_10217,1.304,1,1,0
query_10218,2.017,1,276,0
query_10219,1.603,1,0,0
query_1021,2.301,1,256,0
query_10220,2.078,1,2,0
query_10221,1.385,1,39,0
query_10222,2.495,1,43,0
query_10225,1.323,1,2000,0
query_10226,2.698,1,28,0
query_10227,2.413,1,0,0
query_10229,1.957,1,234,0
query_1022,2.41,1,246,0
query_10230,1.346,1,441,0
query_10231,2.124,1,0,0
query_10232,1.816,1,0,0
query_10234,2.28,1,9,0
query_10235,2.403,1,2000,0
query_10236,2.307,1,16,0
query_10237,1.742,1,649,0
query_10238,1.387,1,0,0
query_1023,1.166,1,56,0
query_10240,1.421,1,161,0
query_10241,1.871,1,607,0
query_10242,1.332,1,23,0
query_10243,0.604,1,2,0
query_10246,0.317,1,0,0
query_10248,0.763,1,42,0
query_10251,2.366,1,1,0
query_10253,2.046,1,485,0
query_10254,2.219,1,23,0
query_10255,0.79,1,0,0
query_10256,1.718,1,1,0
query_10257,2.567,1,5,0
query_10258,1.881,1,0,0
query_10259,2.123,1,17,0
query_1025,0.406,1,0,0
query_10261,0.91,1,1,0
query_10263,1.714,1,485,0
query_10266,1.571,1,127,0
query_10268,1.888,1,2000,0
query_1026,0.689,1,48,0
query_10271,1.544,1,526,0
query_10272,1.006,1,1,0
query_10273,1.688,1,42,0
query_10274,2.022,1,1,0
query_10277,2.545,1,2000,0
query_10279,1.238,1,0,0
query_1027,1.961,1,2,0
query_10280,1.625,1,129,0
query_10281,2.071,1,0,0
query_10282,1.063,1,0,0
query_10283,1.094,1,0,0
query_10284,1.292,1,5,0
query_10285,1.72,1,722,0
query_10286,1.927,1,0,0
query_10287,2.594,1,36,0
query_10288,1.094,1,649,0
query_1028,2.09,1,0,0
query_10291,2.234,1,39,0
query_10292,2.367,1,813,0
query_10293,2.088,1,491,0
query_10295,1.806,1,10,0
query_10297,2.574,1,20,0
query_10298,1.969,1,54,0
query_10299,2.593,1,26,0
query_102,0.637,1,0,0
query_10300,2.137,1,0,0
query_10301,1.659,1,2000,0
query_10302,1.927,1,2000,0
query_10303,1.542,1,1,0
query_10304,1.401,1,1807,0
query_10307,0.556,1,8,0
query_10308,1.451,1,74,0
query_10309,1.72,1,0,0
query_1030,1.299,1,2,0
query_10310,0.95,1,218,0
query_10311,1.781,1,0,0
query_10313,2.477,1,0,0
query_10314,2.465,1,210,0
query_10315,1.912,1,129,0
query_10316,1.083,1,853,0
query_10317,2.095,1,2000,0
query_10318,3.357,1,2000,0
query_10319,1.078,1,129,0
query_1031,1.792,1,9,0
query_10320,0.8,1,0,0
query_10322,0.688,1,33,0
query_10323,1.02,1,6,0
query_10324,1.898,1,2000,0
query_10326,2.276,1,18,0
query_10327,1.382,1,33,0
query_1032,1.987,1,120,0
query_10330,3.023,1,1908,0
query_10331,2.359,1,6,0
query_10332,2.018,1,231,0
query_10335,2.449,1,9,0
query_10337,2.782,1,0,0
query_10338,1.982,1,0,0
query_10339,2.001,1,5,0
query_1033,2.277,1,13,0
query_10340,2.721,1,202,0
query_10341,1.458,1,10,0
query_10343,1.737,1,167,0
query_10344,1.102,1,345,0
query_10345,1.066,1,386,0
query_10346,1.132,1,67,0
