query,time,httpCalls,completeness,soundness,errors
query_10226,17.764,26,1.00,1.00,0
query_10227,2.055,0,1.00,1.00,0
query_10229,18.717,24,1.00,1.00,0
query_1022,23.139,35,1.00,1.00,0
query_10230,120.003,223,.40,1.00,1
query_10231,2.698,0,1.00,1.00,0
query_10232,3.701,1,1.00,1.00,0
query_10234,67.98,91,1.00,1.00,0
query_10235,120.002,121,.85,1.00,1
query_10236,4.267,5,1.00,1.00,0
query_10237,120.003,193,.33,1.00,1
query_10238,120.002,177,1.00,1.00,1
query_1023,120.003,181,0,1.00,1
query_10240,120.004,118,.46,1.00,1
query_10241,120.003,109,0,1.00,1
query_10242,6.675,4,1.00,1.00,0
query_10243,87.663,88,1.00,1.00,0
query_10246,2.062,0,1.00,1.00,0
query_10248,73.002,69,1.00,1.00,0
query_10251,3.65,0,1.00,1.00,0
query_10253,120.003,188,.74,.99,1
query_10254,71.625,85,1.00,1.00,0
query_10255,3.751,1,1.00,1.00,0
query_10256,14.717,10,1.00,1.00,0
query_10257,120.002,133,.80,1.00,1
query_10258,1.56,0,1.00,1.00,0
query_10259,29.703,77,1.00,1.00,0
query_1025,2.601,1,1.00,1.00,0
query_10261,1.618,1,1.00,1.00,0
query_10263,97.453,244,.99,.99,0
query_10266,120.001,190,.47,1.00,1
query_10268,120.001,199,1.00,1.00,1
query_1026,5.073,5,1.00,1.00,0
query_10271,120.003,257,.47,1.00,1
query_10272,1.454,0,1.00,1.00,0
query_10273,41.573,69,1.00,1.00,0
query_10274,3.592,3,1.00,1.00,0
query_10277,120.002,195,.38,1.00,1
query_10279,2.165,1,1.00,1.00,0
query_1027,24.475,46,1.00,1.00,0
query_10280,7.494,15,1.00,1.00,0
query_10281,2.108,1,1.00,1.00,0
query_10282,1.285,0,1.00,1.00,0
query_10283,1.807,1,1.00,1.00,0
query_10284,120.002,203,1.00,1.00,1
query_10285,40.892,90,1.00,1.00,0
query_10286,2.344,2,1.00,1.00,0
query_10287,38.448,107,1.00,1.00,0
query_10288,120.003,315,.57,1.00,1
query_1028,1.496,1,1.00,1.00,0
query_10291,120.002,222,.51,1.00,1
query_10292,115.039,305,0.00,1.00,0
query_10293,58.174,135,1.00,1.00,0
query_10295,5.715,13,1.00,1.00,0
query_10297,120.001,243,.90,1.00,1
query_10298,59.637,106,1.00,1.00,0
query_10299,42.588,85,1.00,1.00,0
query_102,120.003,195,1.00,1.00,1
query_10300,1.855,0,1.00,1.00,0
query_10301,120.004,199,.35,1.00,1
query_10302,114.664,193,1.00,1.00,0
query_10303,3.423,1,1.00,1.00,0
query_10304,120.001,230,.53,1.00,1
query_10307,47.691,82,1.00,1.00,0
query_10308,109.587,251,1.00,1.00,0
query_10309,2.608,1,1.00,1.00,0
query_1030,36.869,46,1.00,1.00,0
query_10310,90.873,63,1.00,1.00,0
query_10311,1.821,1,1.00,1.00,0
query_10313,2.357,1,1.00,1.00,0
query_10314,12.084,28,1.00,1.00,0
query_10315,38.77,79,1.00,1.00,0
query_10316,44.203,57,1.00,1.00,0
query_10317,120.003,201,.89,1.00,1
query_10318,120.001,347,.99,1.00,1
query_10319,7.182,14,1.00,1.00,0
query_1031,51.368,129,1.00,1.00,0
query_10320,1.279,0,1.00,1.00,0
query_10322,32.831,82,1.00,1.00,0
query_10323,60.284,133,1.00,1.00,0
query_10324,120.003,272,.58,1.00,1
query_10326,3.337,4,1.00,1.00,0
query_10327,120.002,217,0,1.00,1
query_1032,120.003,198,.66,1.00,1
query_10330,117.692,151,1.00,1.00,0
query_10331,97.89,96,1.00,1.00,0
query_10332,85.312,125,1.00,1.00,0
query_10335,30.619,76,1.00,1.00,0
query_10337,1.993,0,1.00,1.00,0
query_10338,2.118,0,1.00,1.00,0
query_10339,8.688,8,1.00,1.00,0
query_1033,14.094,11,1.00,1.00,0
query_10340,80.661,112,1.00,1.00,0
query_10341,22.991,25,1.00,1.00,0
query_10343,68.057,83,1.00,1.00,0
query_10344,22.737,23,1.00,1.00,0
query_10345,120.003,228,.46,1.00,1
query_10346,6.799,5,1.00,1.00,0
