query,time,httpCalls,completeness,soundness,errors
query_10174,120.0,114,0,1.00,12
query_10175,120.003,253,1.00,1.00,1
query_10176,2.117,1,1.00,1.00,0
query_10177,3.408,4,1.00,1.00,0
query_10179,2.001,1,1.00,1.00,0
query_1017,4.098,9,1.00,1.00,0
query_10180,25.082,86,0.00,1.00,0
query_10181,3.415,3,1.00,1.00,0
query_10182,31.632,68,1.00,1.00,0
query_10183,4.701,8,1.00,1.00,0
query_10184,2.679,3,1.00,1.00,0
query_10185,3.393,4,1.00,1.00,0
query_10186,3.565,4,1.00,1.00,0
query_10187,75.437,178,1.00,1.00,0
query_10188,46.55,88,1.00,1.00,0
query_1018,120.002,310,.88,1.00,1
query_10190,3.012,4,1.00,1.00,0
query_10191,120.003,295,1.00,1.00,1
query_10192,2.541,1,1.00,1.00,0
query_10193,0.897,0,1.00,1.00,0
query_10195,51.389,88,1.00,1.00,0
query_10196,28.566,70,1.00,1.00,0
query_10199,3.798,3,1.00,1.00,0
query_1019,120.003,274,0,1.00,1
query_101,8.257,16,1.00,1.00,0
query_10200,4.274,9,1.00,1.00,0
query_10201,2.194,1,1.00,1.00,0
query_10203,12.652,15,1.00,1.00,0
query_10205,19.431,21,1.00,1.00,0
query_10207,36.34,69,1.00,1.00,0
query_10209,26.562,43,1.00,1.00,0
query_1020,83.609,148,1.00,1.00,0
query_10210,1.574,1,1.00,1.00,0
query_10211,120.003,276,.53,1.00,1
query_10212,120.003,152,.48,1.00,1
query_10213,106.435,131,1.00,1.00,0
query_10214,3.393,0,1.00,1.00,0
query_10215,1.321,0,1.00,1.00,0
query_10216,120.003,135,.23,1.00,1
query_10217,3.537,0,1.00,1.00,0
query_10218,85.107,133,1.00,1.00,0
query_10219,120.004,149,1.00,1.00,1
query_1021,23.104,28,1.00,1.00,0
query_10220,40.963,59,1.00,1.00,0
query_10221,120.003,151,.23,1.00,1
query_10222,8.238,7,1.00,1.00,0
query_10225,120.003,109,.10,1.00,1
