query,time,httpCalls,completeness,soundness,errors
query_10174,120.004,278,0,1.00,1
query_10175,120.001,256,.54,0,1
query_10176,2.43,1,1.00,1.00,0
query_10177,4.152,4,1.00,1.00,0
query_10179,2.697,1,1.00,1.00,0
query_1017,4.253,9,1.00,1.00,0
query_10180,21.674,86,1.00,1.00,0
query_10181,3.823,3,1.00,1.00,0
query_10182,35.265,68,1.00,1.00,0
query_10183,4.214,8,1.00,1.00,0
query_10184,2.027,3,1.00,1.00,0
query_10185,2.971,4,1.00,1.00,0
query_10186,3.27,4,1.00,1.00,0
query_10187,62.335,178,1.00,1.00,0
query_10188,42.01,88,1.00,1.00,0
query_1018,87.595,337,1.00,1.00,0
query_10190,1.775,4,1.00,1.00,0
query_10191,120.004,563,1.00,1.00,1
query_10192,1.177,1,1.00,1.00,0
query_10193,0.927,0,1.00,1.00,0
query_10195,22.223,88,1.00,1.00,0
query_10196,14.362,70,1.00,1.00,0
query_10199,1.779,3,1.00,1.00,0
query_1019,65.997,320,1.00,1.00,0
query_101,3.937,16,1.00,1.00,0
query_10200,3.271,9,1.00,1.00,0
query_10201,0.851,1,1.00,1.00,0
query_10203,5.103,15,1.00,1.00,0
query_10205,5.603,21,1.00,1.00,0
query_10207,18.13,69,1.00,1.00,0
query_10209,11.746,43,1.00,1.00,0
query_1020,40.584,148,1.00,1.00,0
query_10210,2.298,1,1.00,1.00,0
query_10211,91.29,416,1.00,1.00,0
query_10212,46.75,186,1.00,1.00,0
query_10213,38.984,131,1.00,1.00,0
query_10214,2.021,0,1.00,1.00,0
query_10215,0.671,0,1.00,1.00,0
query_10216,120.002,302,.63,1.00,1
query_10217,1.766,0,1.00,1.00,0
query_10218,55.22,133,1.00,1.00,0
query_10219,120.004,291,1.00,1.00,1
query_1021,13.928,28,1.00,1.00,0
query_10220,31.663,59,1.00,1.00,0
query_10221,120.003,280,.74,1.00,1
query_10222,4.157,7,1.00,1.00,0
query_10225,120.002,231,.23,1.00,1
query_10226,9.075,26,1.00,1.00,0
query_10227,0.903,0,1.00,1.00,0
query_10229,12.549,24,1.00,1.00,0
query_1022,10.509,35,1.00,1.00,0
query_10230,120.002,509,.95,1.00,1
query_10231,1.721,0,1.00,1.00,0
query_10232,1.562,1,1.00,1.00,0
query_10234,44.36,91,1.00,1.00,0
query_10235,70.934,141,1.00,1.00,0
query_10236,7.506,5,1.00,1.00,0
query_10237,120.003,354,.66,1.00,1
query_10238,120.003,321,1.00,1.00,1
query_1023,120.002,372,.51,1.00,1
query_10240,116.442,236,1.00,1.00,0
query_10241,120.002,267,0,1.00,1
query_10242,3.228,4,1.00,1.00,0
query_10243,35.533,88,1.00,1.00,0
query_10246,1.409,0,1.00,1.00,0
query_10248,24.599,69,1.00,1.00,0
query_10251,0.988,0,1.00,1.00,0
query_10253,63.77,244,.99,.99,0
query_10254,37.936,85,1.00,1.00,0
query_10255,2.019,1,1.00,1.00,0
query_10256,5.813,10,1.00,1.00,0
query_10257,92.162,237,1.00,1.00,0
query_10258,5.417,0,1.00,1.00,0
query_10259,23.256,77,1.00,1.00,0
query_1025,2.311,1,1.00,1.00,0
query_10261,1.089,1,1.00,1.00,0
query_10263,60.87,244,.99,.99,0
query_10266,89.885,258,1.00,1.00,0
query_10268,120.002,356,.75,1.00,1
query_1026,1.769,5,1.00,1.00,0
query_10271,120.002,414,.90,1.00,1
query_10272,0.772,0,1.00,1.00,0
query_10273,24.567,69,1.00,1.00,0
query_10274,1.495,3,1.00,1.00,0
query_10277,120.004,460,0.00,1.00,1
query_10279,1.153,1,1.00,1.00,0
query_1027,14.472,46,1.00,1.00,0
query_10280,5.496,15,1.00,1.00,0
query_10281,1.918,1,1.00,1.00,0
query_10282,1.271,0,1.00,1.00,0
query_10283,0.916,1,1.00,1.00,0
query_10284,67.217,237,1.00,1.00,0
query_10285,25.464,90,1.00,1.00,0
query_10286,1.783,2,1.00,1.00,0
query_10287,30.156,107,1.00,1.00,0
query_10288,120.003,558,.98,1.00,1
query_1028,1.334,1,1.00,1.00,0
query_10291,93.266,297,1.00,1.00,0
query_10292,62.599,305,1.00,1.00,0
query_10293,47.373,135,1.00,1.00,0
query_10295,4.842,13,1.00,1.00,0
query_10297,108.986,277,1.00,1.00,0
query_10298,43.485,106,1.00,1.00,0
query_10299,34.155,85,1.00,1.00,0
query_102,61.877,222,1.00,1.00,0
query_10300,0.777,0,1.00,1.00,0
query_10301,120.003,322,0.00,1.00,1
query_10302,68.734,193,1.00,1.00,0
query_10303,3.206,1,1.00,1.00,0
query_10304,120.003,386,0.00,1.00,1
query_10307,31.125,82,1.00,1.00,0
query_10308,79.432,251,1.00,1.00,0
query_10309,1.568,1,1.00,1.00,0
query_1030,23.071,46,1.00,1.00,0
query_10310,22.69,63,1.00,1.00,0
query_10311,1.882,1,1.00,1.00,0
query_10313,2.503,1,1.00,1.00,0
query_10314,8.516,28,1.00,1.00,0
query_10315,26.412,79,1.00,1.00,0
query_10316,26.938,57,1.00,1.00,0
query_10317,94.971,229,1.00,1.00,0
query_10318,84.276,347,0.00,1.00,0
query_10319,7.174,14,1.00,1.00,0
query_1031,33.886,129,1.00,1.00,0
query_10320,0.918,0,1.00,1.00,0
query_10322,31.729,82,1.00,1.00,0
query_10323,47.271,133,1.00,1.00,0
query_10324,120.002,302,.65,1.00,1
query_10326,3.679,4,1.00,1.00,0
query_10327,79.74,232,1.00,1.00,0
query_1032,52.702,237,1.00,1.00,0
query_10330,49.167,151,0.00,1.00,0
query_10331,38.914,96,1.00,1.00,0
query_10332,33.282,125,1.00,1.00,0
query_10335,22.861,76,1.00,1.00,0
query_10337,1.41,0,1.00,1.00,0
query_10338,1.628,0,1.00,1.00,0
query_10339,4.279,8,1.00,1.00,0
query_1033,9.288,11,1.00,1.00,0
query_10340,35.719,112,1.00,1.00,0
query_10341,14.323,25,1.00,1.00,0
query_10343,30.369,83,1.00,1.00,0
query_10344,10.356,23,1.00,1.00,0
query_10345,102.189,431,1.00,1.00,0
query_10346,4.228,5,1.00,1.00,0
