query,time,httpCalls,completeness,soundness,errors
query_10174,61.129,484,1.00,1.00,0
query_10175,74.643,478,0.00,1.00,0
query_10176,0.827,1,1.00,1.00,0
query_10177,1.176,4,1.00,1.00,0
query_10179,0.745,1,1.00,1.00,0
query_1017,2.196,9,1.00,1.00,0
query_10180,9.343,86,1.00,1.00,0
query_10181,1.328,3,1.00,1.00,0
query_10182,9.572,68,1.00,0.00,0
query_10183,1.873,8,1.00,1.00,0
query_10184,0.874,3,1.00,1.00,0
query_10185,1.091,4,1.00,1.00,0
query_10186,0.979,4,1.00,1.00,0
query_10187,28.232,178,1.00,1.00,0
query_10188,25.569,88,1.00,1.00,0
query_1018,48.475,337,1.00,1.00,0
query_10190,1.222,4,1.00,1.00,0
query_10191,202.637,1289,1.00,1.00,0
query_10192,1.449,1,1.00,1.00,0
query_10193,0.732,0,1.00,1.00,0
query_10195,16.411,88,1.00,1.00,0
query_10196,12.193,70,1.00,1.00,0
query_10199,0.906,3,1.00,1.00,0
query_1019,52.759,320,1.00,1.00,0
query_101,4.139,16,1.00,1.00,0
query_10200,2.16,9,1.00,1.00,0
query_10201,0.781,1,1.00,1.00,0
query_10203,3.186,15,1.00,1.00,0
query_10205,3.826,21,1.00,1.00,0
query_10207,14.315,69,1.00,1.00,0
query_10209,9.047,43,1.00,1.00,0
query_1020,32.776,148,0.00,1.00,0
query_10210,0.979,1,1.00,1.00,0
query_10211,70.309,416,1.00,1.00,0
query_10212,32.758,186,1.00,1.00,0
query_10213,22.18,131,1.00,1.00,0
query_10214,1.509,0,1.00,1.00,0
query_10215,0.725,0,1.00,1.00,0
query_10216,53.776,327,1.00,1.00,0
query_10217,0.421,0,1.00,1.00,0
query_10218,19.054,133,1.00,1.00,0
query_10219,211.694,1289,1.00,1.00,0
query_1021,5.999,28,1.00,1.00,0
query_10220,13.078,59,1.00,1.00,0
query_10221,48.641,297,1.00,1.00,0
query_10222,2.053,7,1.00,1.00,0
query_10225,256.123,1001,1.00,1.00,0
query_10226,5.893,26,1.00,1.00,0
query_10227,0.483,0,1.00,1.00,0
query_10229,5.557,24,1.00,1.00,0
query_1022,4.982,35,1.00,1.00,0
query_10230,49.206,515,1.00,1.00,0
query_10231,0.766,0,1.00,1.00,0
query_10232,1.011,1,1.00,1.00,0
query_10234,16.823,91,1.00,1.00,0
query_10235,30.625,141,1.00,1.00,0
query_10236,1.663,5,1.00,1.00,0
query_10237,75.593,590,1.00,1.00,0
query_10238,44.797,333,1.00,1.00,0
query_1023,79.66,583,1.00,1.00,0
query_10240,45.778,236,1.00,1.00,0
query_10241,150.037,788,1.00,1.00,0
query_10242,1.39,4,1.00,1.00,0
query_10243,16.937,88,1.00,1.00,0
query_10246,0.947,0,1.00,1.00,0
query_10248,13.913,69,1.00,1.00,0
query_10251,0.43,0,1.00,1.00,0
query_10253,28.921,244,.99,.99,0
query_10254,16.217,85,1.00,1.00,0
query_10255,0.835,1,1.00,1.00,0
query_10256,2.862,10,1.00,1.00,0
query_10257,45.748,237,1.00,1.00,0
query_10258,0.508,0,1.00,1.00,0
query_10259,11.302,77,1.00,1.00,0
query_1025,1.084,1,1.00,1.00,0
query_10261,0.548,1,1.00,1.00,0
query_10263,30.533,244,.99,.99,0
query_10266,49.453,258,1.00,1.00,0
query_10268,99.232,465,0.00,1.00,0
query_1026,2.137,5,1.00,1.00,0
query_10271,89.854,508,1.00,1.00,0
query_10272,0.876,0,1.00,1.00,0
query_10273,13.203,69,1.00,1.00,0
query_10274,1.364,3,1.00,1.00,0
query_10277,94.525,478,1.00,0,0
query_10279,1.605,1,1.00,1.00,0
query_1027,9.357,46,1.00,1.00,0
query_10280,5.091,15,1.00,1.00,0
query_10281,1.917,1,1.00,1.00,0
query_10282,1.246,0,1.00,1.00,0
query_10283,1.46,1,1.00,1.00,0
query_10284,75.421,237,1.00,1.00,0
query_10285,22.863,90,1.00,1.00,0
query_10286,1.535,2,1.00,1.00,0
query_10287,18.542,107,1.00,1.00,0
query_10288,125.739,590,1.00,1.00,0
query_1028,1.453,1,1.00,1.00,0
query_10291,90.728,297,1.00,1.00,0
query_10292,70.13,305,1.00,0,0
query_10293,38.657,135,1.00,1.00,0
query_10295,4.907,13,1.00,1.00,0
query_10297,74.019,277,1.00,1.00,0
query_10298,34.326,106,1.00,1.00,0
query_10299,27.165,85,1.00,1.00,0
query_102,50.891,222,1.00,1.00,0
query_10300,0.474,0,1.00,1.00,0
query_10301,86.232,429,1.00,1.00,0
query_10302,33.498,193,1.00,1.00,0
query_10303,1.202,1,1.00,1.00,0
query_10304,107.177,428,.07,1.00,0
query_10307,19.263,82,1.00,1.00,0
query_10308,57.843,251,1.00,1.00,0
query_10309,1.42,1,1.00,1.00,0
query_1030,13.85,46,1.00,1.00,0
query_10310,16.749,63,1.00,1.00,0
query_10311,1.063,1,1.00,1.00,0
query_10313,1.931,1,1.00,1.00,0
query_10314,7.565,28,1.00,1.00,0
query_10315,23.143,79,1.00,1.00,0
query_10316,19.98,57,1.00,1.00,0
query_10317,73.007,229,1.00,1.00,0
query_10318,61.398,347,1.00,1.00,0
query_10319,4.416,14,1.00,1.00,0
query_1031,29.687,129,1.00,1.00,0
query_10320,0.701,0,1.00,1.00,0
query_10322,14.763,82,1.00,1.00,0
query_10323,29.633,133,1.00,1.00,0
query_10324,100.691,457,1.00,1.00,0
query_10326,2,4,1.00,1.00,0
query_10327,59.177,232,1.00,1.00,0
query_1032,43.869,237,1.00,1.00,0
query_10330,39.457,151,1.00,1.00,0
query_10331,28.341,96,1.00,1.00,0
query_10332,27.072,125,1.00,1.00,0
query_10335,17.657,76,1.00,1.00,0
query_10337,1.235,0,1.00,1.00,0
query_10338,1.133,0,1.00,1.00,0
query_10339,2.191,8,1.00,1.00,0
query_1033,4.803,11,1.00,1.00,0
query_10340,21.532,112,1.00,1.00,0
query_10341,8.043,25,1.00,1.00,0
query_10343,17.983,83,1.00,1.00,0
query_10344,5.77,23,1.00,1.00,0
query_10345,46.496,431,1.00,1.00,0
query_10346,1.466,5,1.00,1.00,0
