query,time,httpCalls,completeness,soundness,errors
query_10174,22.493,484,1.00,1.00,0
query_10175,30.067,478,1.00,0,0
query_10176,0.543,1,1.00,1.00,0
query_10177,0.802,4,1.00,1.00,0
query_10179,0.466,1,1.00,1.00,0
query_1017,1.08,9,1.00,1.00,0
query_10180,4.365,86,1.00,1.00,0
query_10181,0.711,3,1.00,1.00,0
query_10182,4.231,68,1.00,1.00,0
query_10183,1.028,8,1.00,1.00,0
query_10184,0.809,3,1.00,1.00,0
query_10185,0.796,4,1.00,1.00,0
query_10186,0.64,4,1.00,1.00,0
query_10187,10.232,178,1.00,1.00,0
query_10188,6.545,88,1.00,1.00,0
query_1018,16.677,337,1.00,1.00,0
query_10190,0.692,4,1.00,1.00,0
query_10191,71.687,1289,1.00,1.00,0
query_10192,0.465,1,1.00,1.00,0
query_10193,0.556,0,1.00,1.00,0
query_10195,6.586,88,1.00,1.00,0
query_10196,4.01,70,1.00,1.00,0
query_10199,0.616,3,1.00,1.00,0
query_1019,16.262,320,1.00,1.00,0
query_101,1.397,16,1.00,1.00,0
query_10200,0.969,9,1.00,1.00,0
query_10201,0.448,1,1.00,1.00,0
query_10203,1.522,15,1.00,1.00,0
query_10205,1.784,21,1.00,1.00,0
query_10207,5.431,69,1.00,1.00,0
query_10209,3.576,43,1.00,1.00,0
query_1020,11.523,148,0.00,0,0
query_10210,0.648,1,1.00,1.00,0
query_10211,24.8,416,1.00,0.00,0
query_10212,10.939,186,1.00,1.00,0
query_10213,8.56,131,1.00,1.00,0
query_10214,0.865,0,1.00,1.00,0
query_10215,0.215,0,1.00,1.00,0
query_10216,17.769,327,1.00,1.00,0
query_10217,0.25,0,1.00,1.00,0
query_10218,6.71,133,1.00,1.00,0
query_10219,70.688,1289,0,1.00,0
query_1021,2.003,28,1.00,1.00,0
query_10220,4.713,59,1.00,1.00,0
query_10221,16.6,297,1.00,1.00,0
query_10222,0.978,7,1.00,1.00,0
query_10225,71.758,1001,1.00,1.00,0
query_10226,1.96,26,1.00,1.00,0
query_10227,0.385,0,1.00,1.00,0
