query,time,httpCalls,completeness,soundness,errors
query_10174,120.003,236,0,1.00,1
query_10175,120.003,384,.81,1.00,1
query_10176,0.998,1,1.00,1.00,0
query_10177,2.168,4,1.00,1.00,0
query_10179,1.714,1,1.00,1.00,0
query_1017,4.173,9,1.00,1.00,0
query_10180,15.453,86,1.00,1.00,0
query_10181,1.595,3,1.00,1.00,0
query_10182,23.987,68,1.00,1.00,0
query_10183,3.044,8,1.00,1.00,0
query_10184,1.85,3,1.00,1.00,0
query_10185,2.6,4,0,1.00,0
query_10186,2.198,4,1.00,1.00,0
query_10187,48.828,178,1.00,1.00,0
query_10188,29.607,88,1.00,1.00,0
query_1018,99.447,337,1.00,1.00,0
query_10190,1.734,4,1.00,1.00,0
query_10191,120.003,304,1.00,1.00,1
query_10192,3.446,1,1.00,1.00,0
query_10193,0.977,0,1.00,1.00,0
query_10195,44.809,88,1.00,1.00,0
query_10196,29.28,70,1.00,1.00,0
query_10199,2.972,3,1.00,1.00,0
query_1019,120.003,287,0,1.00,1
query_101,7.455,16,1.00,1.00,0
query_10200,10.84,9,1.00,1.00,0
query_10201,0.587,1,1.00,1.00,0
query_10203,9.904,15,1.00,1.00,0
query_10205,12.487,21,1.00,1.00,0
query_10207,40.378,69,1.00,1.00,0
query_10209,24.353,43,1.00,1.00,0
query_1020,96.569,148,1.00,1.00,0
query_10210,1.501,1,1.00,1.00,0
query_10211,120.002,231,.49,1.00,1
query_10212,96.066,186,1.00,1.00,0
query_10213,77.104,131,1.00,1.00,0
query_10214,3.054,0,1.00,1.00,0
query_10215,0.86,0,1.00,1.00,0
query_10216,120.003,262,.63,1.00,1
query_10217,2.678,0,1.00,1.00,0
query_10218,51.904,133,1.00,1.00,0
query_10219,120.003,256,1.00,1.00,1
query_1021,16.107,28,1.00,1.00,0
query_10220,38.55,59,1.00,1.00,0
query_10221,120.003,220,.51,1.00,1
query_10222,5.912,7,1.00,1.00,0
query_10225,120.002,190,.18,1.00,1
query_10226,21.506,26,1.00,1.00,0
query_10227,3.667,0,1.00,1.00,0
query_10229,11.513,24,1.00,1.00,0
query_1022,14.721,35,1.00,1.00,0
query_10230,120.003,394,.74,1.00,1
query_10231,1.525,0,1.00,1.00,0
query_10232,2.574,1,1.00,1.00,0
query_10234,54.25,91,1.00,1.00,0
query_10235,101.794,141,0,1.00,0
query_10236,4.568,5,1.00,1.00,0
query_10237,120.003,299,.54,1.00,1
query_10238,120.002,266,1.00,1.00,1
query_1023,120.003,308,.28,1.00,1
query_10240,120.003,196,.74,1.00,1
query_10241,120.001,177,0,1.00,1
query_10242,4.008,4,1.00,1.00,0
query_10243,41.987,88,1.00,1.00,0
query_10246,1.272,0,1.00,1.00,0
query_10248,36.744,69,1.00,1.00,0
query_10251,0.752,0,1.00,1.00,0
query_10253,87.429,244,.99,.99,0
query_10254,40.485,85,1.00,1.00,0
query_10255,2.601,1,1.00,1.00,0
query_10256,7.38,10,1.00,1.00,0
query_10257,120.003,223,1.00,1.00,1
query_10258,1.391,0,1.00,1.00,0
query_10259,28.539,77,1.00,1.00,0
query_1025,3.52,1,1.00,1.00,0
query_10261,1.778,1,1.00,1.00,0
query_10263,83.939,244,.99,.99,0
query_10266,120.002,251,1.00,1.00,1
query_10268,120.003,248,.51,.34,1
query_1026,3.03,5,1.00,1.00,0
query_10271,120.002,295,.64,1.00,1
query_10272,0.951,0,1.00,1.00,0
query_10273,39.48,69,1.00,1.00,0
query_10274,2.625,3,1.00,1.00,0
query_10277,120.002,247,.50,1.00,1
query_10279,2.159,1,1.00,1.00,0
query_1027,23.153,46,1.00,1.00,0
query_10280,8.815,15,1.00,1.00,0
query_10281,2.469,1,1.00,1.00,0
query_10282,1.082,0,1.00,1.00,0
query_10283,1.931,1,1.00,1.00,0
query_10284,108.823,237,1.00,1.00,0
query_10285,45.846,90,1.00,1.00,0
query_10286,2.457,2,1.00,1.00,0
query_10287,47.859,107,1.00,1.00,0
query_10288,120.002,368,.67,1.00,1
query_1028,1.515,1,1.00,1.00,0
query_10291,120.003,267,.74,1.00,1
query_10292,113.874,305,1.00,1.00,0
query_10293,66.856,135,1.00,1.00,0
query_10295,7.317,13,1.00,1.00,0
query_10297,120.003,223,.90,1.00,1
query_10298,55.755,106,1.00,1.00,0
query_10299,50.131,85,1.00,1.00,0
query_102,95.828,222,1.00,1.00,0
query_10300,1.144,0,1.00,1.00,0
query_10301,120.002,259,.47,1.00,1
query_10302,88.651,193,1.00,1.00,0
query_10303,2.02,1,1.00,1.00,0
query_10304,120.002,332,.76,1.00,1
query_10307,38.896,82,1.00,1.00,0
query_10308,86.124,251,1.00,1.00,0
query_10309,1.777,1,1.00,1.00,0
query_1030,31.833,46,1.00,1.00,0
query_10310,21.9,63,1.00,1.00,0
query_10311,1.53,1,1.00,1.00,0
query_10313,2.503,1,1.00,1.00,0
query_10314,9.567,28,1.00,1.00,0
query_10315,31.838,79,1.00,1.00,0
query_10316,28.707,57,1.00,1.00,0
query_10317,107.479,229,1.00,1.00,0
query_10318,97.981,347,1.00,1.00,0
query_10319,5.296,14,1.00,1.00,0
query_1031,58.967,129,1.00,1.00,0
query_10320,1.033,0,1.00,1.00,0
query_10322,29.985,82,1.00,1.00,0
query_10323,53.572,133,1.00,1.00,0
query_10324,120.002,281,0.00,1.00,1
query_10326,5.249,4,1.00,1.00,0
query_10327,94.059,232,1.00,1.00,0
query_1032,76.876,237,1.00,1.00,0
query_10330,64.078,151,1.00,1.00,0
query_10331,52.789,96,1.00,1.00,0
query_10332,49.399,125,1.00,1.00,0
query_10335,35.111,76,1.00,1.00,0
query_10337,1.187,0,1.00,1.00,0
query_10338,2.648,0,1.00,1.00,0
query_10339,4.667,8,1.00,1.00,0
query_1033,7.659,11,1.00,1.00,0
query_10340,47.966,112,1.00,1.00,0
query_10341,15.413,25,1.00,1.00,0
query_10343,47.219,83,1.00,1.00,0
query_10344,14.384,23,1.00,1.00,0
query_10345,120.002,352,.77,1.00,1
query_10346,5.107,5,1.00,1.00,0
