query,time,httpCalls,completeness,soundness,errors
query_10174,80.177,484,1.00,1.00,0
query_10175,97.172,478,1.00,1.00,0
query_10176,1.228,1,1.00,1.00,0
query_10177,1.314,4,1.00,1.00,0
query_10179,1.063,1,1.00,1.00,0
query_1017,3.096,9,1.00,1.00,0
query_10180,11.778,86,1.00,1.00,0
query_10181,1.667,3,1.00,1.00,0
query_10182,10.794,68,1.00,1.00,0
query_10183,2.647,8,1.00,1.00,0
query_10184,1.518,3,1.00,1.00,0
query_10185,1.679,4,1.00,1.00,0
query_10186,1.11,4,1.00,1.00,0
query_10187,33.203,178,1.00,1.00,0
query_10188,18.81,88,1.00,1.00,0
query_1018,51.836,337,1.00,1.00,0
query_10190,1.261,4,1.00,1.00,0
query_10191,120.004,707,1.00,1.00,1
query_10192,0.986,1,1.00,1.00,0
query_10193,1.046,0,1.00,1.00,0
query_10195,17.988,88,1.00,1.00,0
query_10196,12.083,70,1.00,1.00,0
query_10199,1.529,3,1.00,1.00,0
query_1019,50.848,320,1.00,1.00,0
query_101,2.941,16,1.00,1.00,0
query_10200,2.612,9,1.00,1.00,0
query_10201,1.314,1,1.00,1.00,0
query_10203,3.896,15,1.00,1.00,0
query_10205,5.163,21,1.00,1.00,0
query_10207,15.41,69,1.00,1.00,0
query_10209,10.629,43,1.00,1.00,0
query_1020,35.643,148,1.00,1.00,0
query_10210,2.323,1,1.00,1.00,0
query_10211,73.913,416,1.00,1.00,0
query_10212,36.438,186,1.00,1.00,0
query_10213,26.807,131,1.00,1.00,0
query_10214,1.018,0,1.00,1.00,0
query_10215,1.04,0,1.00,1.00,0
query_10216,59.972,327,1.00,1.00,0
query_10217,0.855,0,1.00,1.00,0
query_10218,21.806,133,1.00,1.00,0
query_10219,120.004,702,1.00,1.00,1
query_1021,5.844,28,1.00,1.00,0
query_10220,13.472,59,1.00,1.00,0
query_10221,56.436,297,1.00,1.00,0
query_10222,1.684,7,1.00,1.00,0
query_10225,120.024,511,.50,1.00,1
query_10226,4.886,26,1.00,1.00,0
query_10227,0.81,0,1.00,1.00,0
query_10229,5.39,24,1.00,1.00,0
query_1022,5.195,35,1.00,1.00,0
query_10230,61.312,515,1.00,1.00,0
query_10231,0.585,0,1.00,1.00,0
query_10232,1.225,1,1.00,1.00,0
query_10234,18.974,91,1.00,1.00,0
query_10235,31.399,141,1.00,1.00,0
query_10236,2.022,5,1.00,1.00,0
query_10237,89.604,590,1.00,1.00,0
query_10238,52.004,333,1.00,1.00,0
query_1023,88.172,583,1.00,1.00,0
query_10240,49.773,236,1.00,1.00,0
query_10241,120.003,545,.29,1.00,1
query_10242,1.674,4,1.00,1.00,0
query_10243,20.947,88,1.00,1.00,0
query_10246,0.566,0,1.00,1.00,0
query_10248,16.268,69,1.00,1.00,0
query_10251,0.404,0,1.00,1.00,0
query_10253,34.063,244,.99,.99,0
query_10254,18.78,85,1.00,1.00,0
query_10255,1.045,1,1.00,1.00,0
query_10256,3.267,10,1.00,1.00,0
query_10257,55.596,237,1.00,1.00,0
query_10258,0.579,0,1.00,1.00,0
query_10259,13.643,77,1.00,1.00,0
query_1025,1.821,1,1.00,1.00,0
query_10261,1.351,1,1.00,1.00,0
query_10263,35.801,244,.99,.99,0
query_10266,52.393,258,1.00,1.00,0
query_10268,88.252,465,1.00,1.00,0
query_1026,1.761,5,1.00,1.00,0
query_10271,89.559,508,1.00,1.00,0
query_10272,0.805,0,1.00,1.00,0
query_10273,16.035,69,1.00,1.00,0
query_10274,1.08,3,1.00,1.00,0
query_10277,95.011,478,0.00,1.00,0
query_10279,1.343,1,1.00,1.00,0
query_1027,9.909,46,1.00,1.00,0
query_10280,3.724,15,1.00,1.00,0
query_10281,1.337,1,1.00,1.00,0
query_10282,0.893,0,1.00,1.00,0
query_10283,0.856,1,1.00,1.00,0
query_10284,53.187,237,1.00,1.00,0
query_10285,17.151,90,1.00,1.00,0
