query,time,httpCalls,completeness,soundness,errors
query_10301,26.071,429,0.00,1.00,0
query_10302,11.813,193,0,0,0
query_10303,0.407,1,42.00,1.00,0
query_10304,22.099,428,1.00,1.00,0
query_10307,4.932,82,0,.07,0
query_10308,12.739,251,1.00,1.00,0
query_10309,0.439,1,0,1.00,0
query_1030,3.443,46,1.00,1.00,0
query_10310,4.188,63,1.00,1.00,0
query_10311,0.541,1,1.00,1.00,0
query_10313,0.736,1,1.00,1.00,0
query_10314,1.856,28,1.00,1.00,0
query_10315,5.063,79,0.00,1.00,0
query_10316,4.223,57,1.00,0,0
query_10317,16.906,229,1.00,1.00,0
query_10318,15.972,347,1.00,1.00,0
query_10319,1.312,14,1.00,1.00,0
query_1031,7.631,129,1.00,1.00,0
query_10320,0.437,0,1.00,1.00,0
query_10322,4.533,82,1.00,1.00,0
query_10323,7.477,133,1.00,1.00,0
query_10324,28.295,457,1.00,1.00,0
query_10326,0.741,4,1.00,1.00,0
query_10327,12.343,232,1.00,1.00,0
query_1032,8.972,237,1.00,1.00,0
query_10330,8.78,151,1.00,1.00,0
query_10331,7.11,96,1.00,1.00,0
query_10332,5.556,125,1.00,1.00,0
query_10335,3.768,76,1.00,1.00,0
query_10337,0.359,0,1.00,1.00,0
query_10338,0.665,0,1.00,1.00,0
query_10339,0.862,8,1.00,1.00,0
query_1033,1.217,11,1.00,1.00,0
query_10340,5.499,112,1.00,1.00,0
query_10341,2.05,25,1.00,1.00,0
query_10343,4.776,83,1.00,1.00,0
query_10344,1.866,23,1.00,1.00,0
query_10345,15.216,431,1.00,1.00,0
query_10346,0.686,5,1.00,1.00,0
