query,time,httpCalls,completeness,soundness,errors
query_10174,120.001,115,0,1.00,1
query_10175,120.002,161,0.00,1.00,1
query_10176,2.281,1,1.00,1.00,0
query_10177,4.801,4,1.00,1.00,0
query_10179,4.569,1,1.00,1.00,0
query_1017,6.723,9,1.00,1.00,0
query_10180,44.352,86,1.00,1.00,0
query_10181,5.56,3,1.00,1.00,0
query_10182,26.082,68,1.00,1.00,0
query_10183,4.609,8,1.00,1.00,0
query_10184,2.831,3,1.00,1.00,0
query_10185,6.047,4,1.00,1.00,0
query_10186,6.252,4,1.00,1.00,0
query_10187,114.309,178,1.00,1.00,0
query_10188,68.329,88,1.00,1.00,0
query_1018,120.002,228,.63,1.00,1
query_10190,5.676,4,1.00,1.00,0
query_10191,120.002,190,1.00,1.00,1
query_10192,2.703,1,1.00,1.00,0
query_10193,1.733,0,1.00,1.00,0
query_10195,54.539,88,1.00,1.00,0
query_10196,36.138,70,1.00,1.00,0
query_10199,5.155,3,1.00,1.00,0
query_1019,120.002,228,0,1.00,1
query_101,9.529,16,1.00,1.00,0
query_10200,6.885,9,1.00,1.00,0
query_10201,3.8,1,1.00,1.00,0
query_10203,14.335,15,1.00,1.00,0
query_10205,14.63,21,1.00,1.00,0
query_10207,57.16,69,1.00,1.00,0
query_10209,32.137,43,1.00,1.00,0
query_1020,117.412,148,1.00,1.00,0
query_10210,2.277,1,1.00,1.00,0
query_10211,120.003,224,.39,1.00,1
query_10212,102.072,186,1.00,1.00,0
query_10213,74.889,131,1.00,1.00,0
query_10214,4.288,0,1.00,1.00,0
query_10215,1.216,0,1.00,1.00,0
query_10216,120.002,250,.63,1.00,1
query_10217,1.318,0,1.00,1.00,0
query_10218,49.359,133,1.00,1.00,0
query_10219,120.002,317,1.00,1.00,1
query_1021,16.26,28,1.00,1.00,0
query_10220,27.008,59,1.00,1.00,0
query_10221,120.002,283,.74,1.00,1
query_10222,3.738,7,1.00,1.00,0
query_10225,120.002,261,.26,1.00,1
query_10226,9.267,26,1.00,1.00,0
query_10227,1.683,0,1.00,1.00,0
query_10229,11.809,24,1.00,1.00,0
