query,time,httpCalls,completeness,soundness,errors
query_1022,11.051,35,1.00,1.00,0
query_10230,120.003,452,.88,1.00,1
query_10231,0.982,0,1.00,1.00,0
query_10232,1.769,1,1.00,1.00,0
query_10234,51.002,91,1.00,1.00,0
query_10235,99.537,141,1.00,0,0
query_10236,5.992,5,1.00,1.00,0
query_10237,120.002,301,.54,1.00,1
query_10238,120.003,300,1.00,1.00,1
query_1023,120.001,302,.28,1.00,1
query_10240,120.003,211,.83,1.00,1
query_10241,120.003,181,0,1.00,1
query_10242,3.975,4,1.00,1.00,0
query_10243,56.166,88,1.00,1.00,0
query_10246,1.845,0,1.00,1.00,0
query_10248,43.118,69,1.00,1.00,0
query_10251,1.534,0,1.00,1.00,0
query_10253,98.007,244,.99,.99,0
query_10254,50.556,85,1.00,1.00,0
query_10255,2.132,1,1.00,1.00,0
query_10256,11.338,10,1.00,1.00,0
query_10257,114.698,237,1.00,1.00,0
query_10258,1.202,0,1.00,1.00,0
query_10259,24.704,77,1.00,1.00,0
query_1025,2.426,1,1.00,1.00,0
query_10261,1.518,1,1.00,1.00,0
query_10263,95.87,244,.99,.99,0
query_10266,112.971,258,1.00,1.00,0
query_10268,120.003,238,.49,1.00,1
query_1026,3.719,5,1.00,1.00,0
query_10271,120.002,247,.47,1.00,1
query_10272,0.605,0,1.00,1.00,0
query_10273,51.523,69,1.00,1.00,0
query_10274,3.894,3,1.00,1.00,0
query_10277,120.002,187,0.00,1.00,1
query_10279,3.104,1,1.00,1.00,0
query_1027,34.117,46,1.00,1.00,0
query_10280,10.996,15,1.00,1.00,0
query_10281,3.025,1,1.00,1.00,0
query_10282,2.582,0,1.00,1.00,0
query_10283,3.752,1,1.00,1.00,0
query_10284,120.002,138,.80,1.00,1
query_10285,78.886,90,1.00,1.00,0
query_10286,5.197,2,1.00,1.00,0
query_10287,59.644,107,1.00,1.00,0
query_10288,120.004,205,.36,1.00,1
query_1028,2.92,1,1.00,1.00,0
query_10291,120.001,153,.23,1.00,1
query_10292,120.001,226,.72,1.00,1
query_10293,86.356,135,1.00,1.00,0
query_10295,10.046,13,1.00,1.00,0
query_10297,120.001,155,.80,1.00,1
query_10298,81.116,106,1.00,1.00,0
query_10299,78.233,85,1.00,1.00,0
query_102,120.003,180,1.00,1.00,1
query_10300,1.854,0,1.00,1.00,0
query_10301,120.003,174,.31,1.00,1
query_10302,120.002,174,.89,1.00,1
query_10303,2.268,1,1.00,1.00,0
query_10304,120.003,212,.48,1.00,1
query_10307,48.431,82,1.00,1.00,0
query_10308,118.713,251,1.00,1.00,0
query_10309,2.274,1,1.00,1.00,0
query_1030,38.896,46,1.00,1.00,0
query_10310,32.047,63,1.00,1.00,0
query_10311,3.283,1,1.00,1.00,0
query_10313,3.607,1,1.00,1.00,0
query_10314,20.56,28,1.00,1.00,0
query_10315,63.397,79,1.00,1.00,0
query_10316,47.113,57,1.00,1.00,0
query_10317,120.003,157,.68,1.00,1
query_10318,120.002,254,.43,1.00,1
query_10319,9.374,14,1.00,1.00,0
query_1031,91.218,129,1.00,1.00,0
query_10320,1.663,0,1.00,1.00,0
query_10322,61.976,82,1.00,1.00,0
query_10323,84.059,133,1.00,1.00,0
query_10324,120.002,182,.39,1.00,1
query_10326,3.971,4,1.00,1.00,0
query_10327,120.001,195,1.00,1.00,1
query_1032,104.443,237,1.00,1.00,0
query_10330,89.247,151,1.00,1.00,0
query_10331,61.377,96,1.00,1.00,0
query_10332,40.415,125,1.00,1.00,0
query_10335,23.479,76,1.00,1.00,0
query_10337,1.472,0,1.00,1.00,0
query_10338,2.505,0,1.00,1.00,0
query_10339,3.753,8,1.00,1.00,0
query_1033,6.412,11,1.00,1.00,0
query_10340,57.543,112,1.00,1.00,0
query_10341,22.749,25,1.00,1.00,0
query_10343,56.048,83,1.00,1.00,0
query_10344,27.287,23,1.00,1.00,0
query_10345,120.003,286,.66,1.00,1
query_10346,6.04,5,1.00,1.00,0
