query,time,httpCalls,serverTime,errors
query_1446,110.221,3559,111.78954762573757,0
query_1447,,0
query_1448,,0
query_1449,36.651,1131,116.51282051282051,0
query_144,0.452,9,109.33333333333333,0
query_1450,,0
query_1451,,0
query_1452,0.193,5,131,0
query_1453,,0
query_1454,17.088,589,105.49575551782682,0
query_1455,3.275,80,117.25,0
query_1456,38.584,1237,113.27081649151172,0
query_1457,108.013,4491,130.98285459808505,0
query_1458,0.578,7,132.57142857142858,0
query_1459,,0
query_145,,0
query_1460,8.411,180,108.42777777777778,0
query_1461,3.793,115,110.58260869565217,0
query_1462,,0
query_1463,8.856,208,112.50961538461539,0
query_1464,,0
query_1465,70.648,2728,160.68804985337243,0
query_1466,0.547,9,104.44444444444444,0
query_1467,,0
query_1468,109.268,4180,143.3004784688995,0
query_1469,,0
query_146,13.671,434,112.25806451612904,0
query_1470,107.97,3720,133.81612903225806,0
query_1471,,0
query_1472,0.615,11,182.8181818181818,0
query_1473,31.361,985,141.44263959390864,0
query_1474,40.702,872,127.96330275229357,0
query_1475,,0
query_1476,0.582,10,128.1,0
query_1477,107.916,3892,145.34095580678314,0
query_1478,,0
query_1479,,0
query_147,14.062,425,120.5835294117647,0
query_1480,0.35,8,71.625,0
query_1481,42.803,1250,109.9704,0
query_1482,36.183,1139,113.49341527655838,0
query_1483,79.015,2180,115.03119266055046,0
query_1484,103.418,3249,113.91074176669744,0
query_1485,,0
query_1486,0.461,5,109.4,0
query_1487,0.231,1,126,0
query_1488,42.481,2064,189.4127906976744,0
query_1489,,0
query_148,1.283,31,106.16129032258064,0
query_1490,76.082,1771,124.68887634105026,0
query_1491,,0
query_1492,7.805,204,106.22058823529412,0
query_1493,,0
query_1494,0.255,4,114,0
query_1495,78.633,2185,113.44759725400458,0
query_1496,9.422,191,122.03664921465969,0
query_1497,,0
query_1498,3.849,108,110.02777777777777,0
query_1499,75.984,2083,113.68026884301489,0
query_149,0.213,4,123,0
query_14,15.775,621,107.3268921095008,0
query_1500,,0
query_1501,,0
query_1502,57.098,1667,126.83203359328134,0
query_1503,,0
query_1504,105.153,3230,117.90743034055727,0
query_1505,,0
query_1506,75.481,3074,145.32075471698113,0
query_1507,,0
query_1508,29.612,990,110.4010101010101,0
query_1509,9.899,365,136.56438356164384,0
query_150,,0
query_1510,,0
query_1511,0.1,2,53.5,0
query_1512,0.091,3,55.666666666666664,0
query_1513,23.557,674,115.07863501483679,0
query_1514,,0
query_1515,0.308,6,86,0
query_1516,39.999,1015,109.6256157635468,0
query_1517,0.386,3,115,0
query_1518,18.909,537,108.91806331471136,0
query_1519,,0
query_151,,0
query_1520,,0
query_1521,,0
query_1522,32.745,1176,102.87159863945578,0
query_1523,,0
query_1524,31.979,1135,121.35506607929516,0
query_1525,2.085,61,101.73770491803279,0
query_1526,0.644,11,101.0909090909091,0
query_1527,10.671,209,108.18181818181819,0
query_1528,0.87,20,126.8,0
query_1529,,0
query_152,24.957,703,108.37126600284495,0
query_1530,0.432,7,102.28571428571429,0
query_1531,2.675,63,109.04761904761905,0
query_1532,,0
query_1533,1.092,24,136.125,0
query_1534,45.188,1277,123.91464369616288,0
query_1535,0.197,1,117,0
query_1536,,0
query_1537,0.304,1,144,0
query_1538,,0
query_1539,,0
query_153,,0
query_1540,,0
query_1541,10.678,228,122.17105263157895,0
query_1542,,0
query_1543,45.964,1337,116.16080777860883,0
query_1544,109.317,3966,125.89813414019163,0
query_1545,,0
query_1546,3.378,80,109.0375,0
query_1547,69.503,3406,140.49177921315325,0
query_1548,1.334,38,111.36842105263158,0
query_1549,3.266,93,97.26881720430107,0
query_154,,0
query_1550,,0
query_1551,0.348,6,130.16666666666666,0
query_1552,103.741,3559,103.04074178139928,0
query_1553,42.345,965,127.81243523316063,0
query_1554,,0
query_1555,0.578,11,93.36363636363636,0
query_1556,1.107,33,108.33333333333333,0
query_1557,0.604,9,81.33333333333333,0
query_1558,29.325,903,108.30454042081949,0
query_1559,0.482,10,88.9,0
query_155,,0
query_1560,,0
query_1561,,0
query_1562,76.105,2135,113.70210772833724,0
query_1563,,0
query_1564,5.938,138,101.73188405797102,0
query_1565,17.494,513,126.77972709551656,0
query_1566,,0
query_1567,,0
query_1568,0.279,3,92.33333333333333,0
query_1569,92.591,3523,119.62617087709339,0
query_156,19.579,1005,190.19004975124378,0
query_1570,,0
query_1571,,0
query_1572,100.35,3269,109.85500152951973,0
query_1573,,0
query_1574,107.033,3559,108.83366114076988,0
query_1575,,0
query_1576,,0
query_1577,6.562,145,110.80689655172414,0
query_1578,53.748,1708,115.23770491803279,0
query_1579,,0
query_157,4.803,146,110.3013698630137,0
query_1580,103.075,4186,146.2718585762064,0
query_1581,20.661,682,109.58357771260997,0
query_1582,,0
query_1583,0.299,1,127,0
query_1584,35.063,1176,109.83078231292517,0
query_1585,,0
query_1586,,0
query_1587,,0
query_1588,85.322,2743,110.22530076558513,0
query_1589,0.444,7,78,0
query_158,58.472,2091,139.65088474414156,0
query_1590,110.456,3360,117.37440476190476,0
query_1591,101.316,4115,137.0269744835966,0
query_1592,,0
query_1593,75.824,3088,144.08743523316062,0
query_1594,,0
query_1595,31.84,860,116.54186046511627,0
query_1596,0.354,4,119.5,0
query_1597,8.017,178,117.32022471910112,0
query_1598,110.159,3790,129.16490765171503,0
query_1599,67.491,1913,110.51594354417146,0
query_159,,0
query_15,,0
query_1600,,0
query_1601,,0
query_1602,76.188,2522,112.6990483743061,0
query_1603,,0
query_1604,,0
query_1605,1.499,37,118.78378378378379,0
query_1606,,0
query_1607,,0
query_1608,105.429,2890,111.15536332179931,0
query_1609,110.902,4430,133.6194130925508,0
query_160,0.206,5,94.4,0
query_1610,12.791,425,109.31764705882352,0
query_1611,,0
query_1612,,0
query_1613,0.135,4,66,0
query_1614,34.356,1811,121.27940364439536,0
query_1615,10.274,388,84.9201030927835,0
query_1616,,0
query_1617,8.694,527,75.8595825426945,0
query_1618,,0
query_1619,0.234,8,78.375,0
