query,time,httpCalls,serverTime,overhead,completeness,soundness,errors
query_10174,7.108,7,1010.1296868571428,4.49756213596889,1.00,1.00,0
query_10175,11.485,9,1085.752004888889,9.397586186726889,0.00,1.00,0
query_10176,1.106,1,1081.802904,117.43688583374023,1.00,1.00,0
query_10177,1.117,1,1094.159244,66.95556640625,1.00,1.00,0
query_10179,0.987,1,975.0432559999999,0.16355514526367188,1.00,1.00,0
query_1017,1.044,1,1011.500364,43.13492774963379,1.00,1.00,0
query_10180,2.644,2,1099.55765,43.375372886657715,1.00,1.00,0
query_10181,0.993,1,966.4781680000001,19.032716751098633,1.00,1.00,0
query_10182,2.193,2,1059.647916,43.21873188018799,1.00,1.00,0
query_10183,1.142,1,1124.23106,68.04108619689941,1.00,1.00,0
query_10184,1.008,1,982.2256800000001,0.19121170043945312,1.00,1.00,0
query_10185,1.032,1,1016.0533280000001,0.16379356384277344,1.00,1.00,0
query_10186,1.049,1,1017.3565600000001,0.148773193359375,1.00,1.00,0
query_10187,4.471,4,1055.722957,0.2009272575378418,1.00,1.00,0
query_10188,2.092,2,1033.004606,0.5888938903808594,1.00,1.00,0
query_1018,5.461,5,1053.5587639999999,22.55268096923828,1.00,1.00,0
query_10190,1.011,1,987.226468,0.29730796813964844,1.00,1.00,0
query_10191,17.125,16,1067.8374824999996,3.204941749572754,1.00,1.00,0
query_10192,1.015,1,999.849048,0.2608299255371094,1.00,1.00,0
query_10193,1.11,1,1095.077092,0.2951622009277344,1.00,1.00,0
query_10195,2.198,2,1089.956324,0.4056692123413086,1.00,1.00,0
query_10196,5.37,5,1066.5330992,0.2097606658935547,1.00,1.00,0
query_10199,1.053,1,1025.356316,0.202178955078125,1.00,1.00,0
query_1019,5.506,5,1094.3025687999998,0.2556324005126953,1.00,1.00,0
query_101,1.19,1,1167.0903119999998,112.7786636352539,1.00,1.00,0
query_10200,1.076,1,1064.759244,0.1780986785888672,1.00,1.00,0
query_10201,1.064,1,1050.3062759999998,0.1266002655029297,1.00,1.00,0
query_10203,1.082,1,1037.65076,0.2110004425048828,1.00,1.00,0
query_10205,1.098,1,1072.5336399999999,0.1766681671142578,1.00,1.00,0
query_10207,1.071,1,1047.791536,0.2827644348144531,1.00,1.00,0
query_10209,1.038,1,1012.213908,10.423421859741211,1.00,1.00,0
query_1020,4.417,3,1123.7020346666668,0.11642773946126302,1.00,0,0
query_10210,1.11,1,1098.821636,0.179290771484375,1.00,1.00,0
query_10211,6.16,6,1018.0095806666667,1.0594526926676433,1.00,1.00,0
query_10212,3.149,3,1037.0642106666667,21.161715189615887,1.00,1.00,0
query_10213,2.22,2,1052.304078,0.1437664031982422,1.00,1.00,0
query_10214,1.105,1,1093.074628,86.46583557128906,1.00,1.00,0
query_10215,0.963,1,938.6633159999999,0.07271766662597656,1.00,1.00,0
query_10216,5.263,5,1043.5960552,6.698465347290039,1.00,1.00,0
query_10217,0.972,1,959.838624,0.09059906005859375,1.00,1.00,0
query_10218,3.167,3,1032.8117906666664,0.2677440643310547,1.00,1.00,0
query_10219,17.97,17,1054.6805181176471,0.13408941381117878,1.00,1.00,0
query_1021,1.082,1,1023.3816320000001,0.19097328186035156,1.00,1.00,0
query_10220,1.156,1,1134.83276,0.15735626220703125,1.00,1.00,0
query_10221,5.328,5,1058.3171080000002,0.18749237060546875,1.00,1.00,0
query_10222,1.1,1,1073.148328,0.1938343048095703,1.00,1.00,0
query_10225,13.624,12,1072.2692286666665,0.1294414202372233,1.00,1.00,0
query_10226,1.022,1,994.6634520000001,0.8766651153564453,1.00,1.00,0
query_10227,1.01,1,998.140804,0.11754035949707031,1.00,1.00,0
query_10229,1.052,1,997.4714280000001,0.1595020294189453,1.00,1.00,0
query_1022,1.12,1,1054.9549040000002,0.16570091247558594,1.00,1.00,0
query_10230,7.621,7,1074.1111142857142,0.165973390851702,1.00,1.00,0
query_10231,1.032,1,1010.201212,0.1652240753173828,1.00,1.00,0
query_10232,1.024,1,998.877768,0.16188621520996094,1.00,1.00,0
query_10234,2.203,2,1086.188244,0.4551410675048828,1.00,1.00,0
query_10235,4.195,3,1145.3535746666664,0.15441576639811197,0,1.00,0
query_10236,1.072,1,1047.239008,0.16117095947265625,1.00,1.00,0
query_10237,7.722,7,1082.9010154285713,7.119042532784598,1.00,1.00,0
query_10238,5.625,5,1120.2848528,17.36311912536621,1.00,1.00,0
query_1023,8.913,8,1109.1587430000002,0.5319416522979736,1.00,1.00,0
query_10240,3.68,4,911.0079890000001,0.1850724220275879,1.00,1.00,0
query_10241,10.664,10,1053.0274584,3.947877883911133,1.00,1.00,0
query_10242,1.015,1,995.680924,0.23126602172851562,1.00,1.00,0
query_10243,2.16,2,1070.2613540000002,0.42116641998291016,1.00,1.00,0
query_10246,1,1,963.256448,0.09608268737792969,1.00,1.00,0
query_10248,1.089,1,1061.553144,0.16188621520996094,1.00,1.00,0
query_10251,1.004,1,970.917888,0.10395050048828125,1.00,0.00,0
query_10253,4.306,4,1054.018972,0.4082918167114258,.99,.99,0
query_10254,1.036,1,1010.852976,0.15354156494140625,1.00,1.00,0
query_10255,1.037,1,1025.783656,0.14925003051757812,1.00,1.00,0
query_10256,0.987,1,960.9820599999999,0.3466606140136719,1.00,1.00,0
query_10257,6.337,6,1051.0253546666665,0.13744831085205078,1.00,0,0
query_10258,1.007,1,986.1667560000001,0.22530555725097656,1.00,1.00,0
query_10259,2.129,2,1043.970784,0.274658203125,1.00,0,0
query_1025,1.034,1,1005.3695839999999,0.396728515625,1.00,1.00,0
query_10261,1.043,1,1018.7396879999999,47.52492904663086,1.00,1.00,0
query_10263,4.298,4,1047.930984,0.3281235694885254,.99,0.00,0
query_10266,4.281,4,1057.3368150000001,0.19794702529907227,1.00,1.00,0
query_10268,10.446,8,1081.240745,0.17258524894714355,1.00,1.00,0
query_1026,1.07,1,1042.331052,0.22649765014648438,1.00,1.00,0
query_10271,9.922,9,1088.7108804444445,1.6334851582845051,1.00,0,0
query_10272,1.009,1,983.140872,0.16546249389648438,1.00,1.00,0
query_10273,1.091,1,1061.6399000000001,0.13756752014160156,1.00,1.00,0
query_10274,0.993,1,966.7984,0.15997886657714844,1.00,1.00,0
query_10277,10.6,8,1112.0447045,0.1755058765411377,1.00,0,0
query_10279,1.082,1,1066.504044,0.1723766326904297,1.00,1.00,0
query_1027,1,1,972.597384,0.16021728515625,1.00,1.00,0
query_10280,1.069,1,1029.322852,0.24819374084472656,1.00,1.00,0
query_10281,0.983,1,960.0548640000001,0.1583099365234375,1.00,1.00,0
query_10282,1.006,1,997.04786,0.17547607421875,0.00,1.00,0
query_10283,1.011,1,989.87996,0.19359588623046875,1.00,1.00,0
query_10284,3.232,3,1069.5434533333334,0.16077359517415366,0.00,1.00,0
query_10285,1.331,1,1152.3603520000001,0.118255615234375,1.00,1.00,0
query_10286,1.083,1,1063.950112,0.19025802612304688,1.00,1.00,0
query_10287,2.077,2,1024.6557779999998,0.2321004867553711,1.00,0,0
query_10288,8.218,8,1010.4789335,1.4856457710266113,1.00,1.00,0
