query,time,httpCalls,completeness,soundness,errors
query_10174,120.002,226,0,1.00,1
query_10175,120.003,254,0.00,1.00,1
query_10176,1.171,1,1.00,1.00,0
query_10177,4.081,4,1.00,1.00,0
query_10179,2.701,1,1.00,1.00,0
query_1017,4.973,9,1.00,1.00,0
query_10180,31.078,86,1.00,1.00,0
query_10181,2.27,3,1.00,1.00,0
query_10182,26.205,68,1.00,1.00,0
query_10183,5.01,8,1.00,1.00,0
query_10184,3.309,3,1.00,1.00,0
query_10185,3.774,4,1.00,1.00,0
query_10186,3.695,4,1.00,1.00,0
query_10187,79.137,178,1.00,1.00,0
query_10188,42.204,88,1.00,1.00,0
query_1018,120.001,325,.94,1.00,1
query_10190,3.862,4,1.00,1.00,0
query_10191,120.003,291,1.00,1.00,1
query_10192,2.625,1,1.00,1.00,0
query_10193,1.71,0,1.00,1.00,0
query_10195,50.283,88,1.00,1.00,0
query_10196,30.96,70,1.00,1.00,0
query_10199,3.863,3,1.00,1.00,0
query_1019,120.003,279,0,1.00,1
query_101,9.956,16,1.00,1.00,0
query_10200,18.439,9,1.00,1.00,0
query_10201,1.757,1,1.00,1.00,0
query_10203,8.443,15,1.00,1.00,0
query_10205,14.877,21,1.00,1.00,0
query_10207,36.962,69,1.00,1.00,0
query_10209,23.744,43,1.00,1.00,0
query_1020,88.406,148,1.00,1.00,0
query_10210,1.513,1,1.00,1.00,0
query_10211,120.004,244,.49,1.00,1
query_10212,120.003,164,.88,1.00,1
query_10213,106.942,131,1.00,1.00,0
query_10214,4.535,0,1.00,1.00,0
query_10215,2.481,0,1.00,1.00,0
query_10216,120.004,162,.23,1.00,1
query_10217,1.168,0,1.00,1.00,0
query_10218,89.949,133,1.00,1.00,0
query_10219,120.003,167,1.00,1.00,1
query_1021,24.187,28,1.00,1.00,0
query_10220,53.215,59,1.00,1.00,0
query_10221,120.003,194,.23,1.00,1
query_10222,8.166,7,1.00,1.00,0
query_10225,120.003,147,.14,1.00,1
query_10226,20.485,26,1.00,1.00,0
query_10227,2.302,0,1.00,1.00,0
query_10229,21.211,24,1.00,1.00,0
query_1022,22.615,35,1.00,1.00,0
query_10230,120.003,211,.37,1.00,1
query_10231,2.894,0,1.00,1.00,0
query_10232,3.494,1,1.00,1.00,0
query_10234,91.859,91,1.00,1.00,0
query_10235,120.003,122,1.00,1.00,1
query_10236,5.781,5,1.00,1.00,0
query_10237,120.003,229,.41,1.00,1
query_10238,120.003,180,1.00,1.00,1
query_1023,120.003,197,.05,1.00,1
query_10240,120.003,142,.55,1.00,1
query_10241,120.002,138,0,1.00,1
