query,time,httpCalls,completeness,soundness,errors
query_10251,1.01,0,1.00,1.00,0
query_10253,119.631,244,.99,.99,0
query_10254,57.557,85,1.00,1.00,0
query_10255,2.259,1,1.00,1.00,0
query_10256,8.26,10,1.00,1.00,0
query_10257,120.003,187,1.00,1.00,1
query_10258,1.708,0,1.00,1.00,0
query_10259,44.419,77,1.00,1.00,0
query_1025,2.774,1,1.00,1.00,0
query_10261,1.511,1,1.00,1.00,0
query_10263,106.112,244,.99,.99,0
query_10266,120.003,215,.59,1.00,1
query_10268,120.003,219,.08,0,1
query_1026,4.126,5,1.00,1.00,0
query_10271,120.003,215,.41,1.00,1
query_10272,0.79,0,1.00,1.00,0
query_10273,38.725,69,1.00,1.00,0
query_10274,3.39,3,1.00,1.00,0
query_10277,120.003,251,.50,1.00,1
query_10279,2.97,1,1.00,1.00,0
query_1027,29.078,46,1.00,1.00,0
query_10280,7.444,15,1.00,1.00,0
query_10281,2.747,1,1.00,1.00,0
query_10282,1.558,0,1.00,1.00,0
query_10283,2.979,1,1.00,1.00,0
query_10284,120.003,172,1.00,1.00,1
query_10285,50.493,90,1.00,1.00,0
query_10286,2.188,2,1.00,1.00,0
query_10287,52.184,107,1.00,1.00,0
query_10288,120.002,284,.51,1.00,1
query_1028,1.879,1,1.00,1.00,0
query_10291,120.002,221,.51,1.00,1
query_10292,120.003,259,.77,1.00,1
query_10293,89.914,135,1.00,1.00,0
query_10295,9.16,13,1.00,1.00,0
query_10297,120.003,144,.80,1.00,1
query_10298,99.839,106,1.00,1.00,0
query_10299,62.893,85,1.00,1.00,0
query_102,120.003,183,1.00,1.00,1
query_10300,1.804,0,1.00,1.00,0
query_10301,120.003,174,.31,1.00,1
query_10302,120.003,172,.88,1.00,1
query_10303,1.976,1,1.00,1.00,0
query_10304,120.002,202,.47,1.00,1
query_10307,46.542,82,1.00,1.00,0
query_10308,120.004,210,0,1.00,1
query_10309,2.106,1,1.00,1.00,0
query_1030,29.985,46,1.00,1.00,0
query_10310,46.533,63,1.00,1.00,0
query_10311,2.584,1,1.00,1.00,0
query_10313,3.819,1,1.00,1.00,0
query_10314,16.966,28,1.00,1.00,0
query_10315,55.345,79,1.00,1.00,0
query_10316,49.136,57,1.00,1.00,0
query_10317,120.003,140,.61,1.00,1
query_10318,120.001,229,.30,1.00,1
query_10319,9.751,14,1.00,1.00,0
query_1031,84.738,129,1.00,1.00,0
query_10320,0.928,0,1.00,1.00,0
query_10322,30.411,82,1.00,1.00,0
query_10323,94.027,133,1.00,1.00,0
query_10324,120.001,191,.41,1.00,1
query_10326,5.195,4,1.00,1.00,0
query_10327,120.003,179,0,1.00,1
query_1032,113.595,237,1.00,1.00,0
query_10330,107.464,151,1.00,1.00,0
query_10331,77.481,96,1.00,1.00,0
query_10332,64.789,125,1.00,1.00,0
query_10335,53.411,76,1.00,1.00,0
query_10337,3.297,0,1.00,1.00,0
query_10338,3.798,0,1.00,1.00,0
query_10339,6.468,8,1.00,1.00,0
query_1033,9.764,11,1.00,1.00,0
query_10340,60.588,112,1.00,1.00,0
query_10341,27.523,25,1.00,1.00,0
query_10343,49.965,83,1.00,1.00,0
query_10344,20.417,23,1.00,1.00,0
query_10345,120.002,290,.66,1.00,1
query_10346,4.898,5,1.00,1.00,0
