query,time,httpCalls,completeness,soundness,errors
query_10236,5.237,5,1.00,1.00,0
query_10237,120.004,267,.48,1.00,1
query_10238,120.003,242,1.00,1.00,1
query_1023,120.003,235,.19,1.00,1
query_10240,120.003,164,.65,1.00,1
query_10241,120.003,131,0,1.00,1
query_10242,6.092,4,1.00,1.00,0
query_10243,80.378,88,1.00,1.00,0
query_10246,1.964,0,1.00,1.00,0
query_10248,78.728,69,1.00,1.00,0
query_10251,1.402,0,1.00,1.00,0
query_10253,120.003,217,.86,.99,1
query_10254,72.541,85,1.00,1.00,0
query_10255,3.235,1,1.00,1.00,0
query_10256,14.929,10,1.00,1.00,0
query_10257,120.002,135,.80,1.00,1
query_10258,2.958,0,1.00,1.00,0
query_10259,60.195,77,1.00,1.00,0
query_1025,4.932,1,1.00,1.00,0
query_10261,3.347,1,1.00,1.00,0
query_10263,120.003,204,.80,.99,1
query_10266,120.003,149,.27,1.00,1
query_10268,120.003,146,.29,1.00,1
query_1026,5.888,5,1.00,1.00,0
query_10271,120.001,169,.32,1.00,1
query_10272,2.628,0,1.00,1.00,0
query_10273,68.412,69,1.00,1.00,0
query_10274,4.374,3,1.00,1.00,0
query_10277,120.003,141,.27,1.00,1
query_10279,2.682,1,1.00,1.00,0
query_1027,43.033,46,1.00,1.00,0
query_10280,20.005,15,1.00,1.00,0
query_10281,5.12,1,1.00,1.00,0
query_10282,2.98,0,1.00,1.00,0
query_10283,3.227,1,1.00,1.00,0
query_10284,120.003,125,.80,1.00,1
query_10285,73.194,90,1.00,1.00,0
query_10286,2.646,2,1.00,1.00,0
query_10287,78.599,107,1.00,1.00,0
query_10288,120.002,184,.31,1.00,1
query_1028,2.187,1,1.00,1.00,0
query_10291,120.002,147,.23,1.00,1
query_10292,120.002,216,.66,1.00,1
query_10293,114.03,135,1.00,1.00,0
query_10295,11.653,13,1.00,1.00,0
query_10297,120.003,128,.60,1.00,1
query_10298,67.178,106,1.00,1.00,0
query_10299,66.986,85,1.00,1.00,0
query_102,110.667,222,1.00,1.00,0
query_10300,2.487,0,1.00,1.00,0
query_10301,120.004,171,.31,1.00,1
query_10302,111.333,193,1.00,1.00,0
query_10303,3.903,1,1.00,1.00,0
query_10304,120.003,204,.47,1.00,1
query_10307,56.865,82,1.00,1.00,0
query_10308,120.003,189,0,1.00,1
query_10309,2.026,1,1.00,1.00,0
query_1030,36.717,46,1.00,1.00,0
query_10310,30.449,63,1.00,1.00,0
query_10311,3.233,1,1.00,1.00,0
query_10313,3.002,1,1.00,1.00,0
query_10314,16.692,28,1.00,1.00,0
query_10315,50.941,79,1.00,1.00,0
query_10316,34.439,57,1.00,1.00,0
query_10317,120,179,.78,1.00,1
query_10318,120.003,307,.78,1.00,1
query_10319,6.878,14,1.00,1.00,0
query_1031,47.488,129,1.00,1.00,0
query_10320,1.249,0,1.00,1.00,0
query_10322,36.604,82,1.00,1.00,0
query_10323,52.646,133,1.00,1.00,0
query_10324,120.03,283,0.00,1.00,1
query_10326,2.986,4,1.00,1.00,0
query_10327,87.52,232,1.00,1.00,0
query_1032,78.551,237,1.00,1.00,0
query_10330,59.972,151,1.00,1.00,0
query_10331,43.198,96,1.00,1.00,0
query_10332,46.106,125,1.00,1.00,0
query_10335,24.917,76,1.00,1.00,0
query_10337,1.31,0,1.00,1.00,0
query_10338,1.61,0,1.00,1.00,0
query_10339,3.797,8,1.00,1.00,0
query_1033,6.883,11,1.00,1.00,0
query_10340,38.198,112,1.00,1.00,0
query_10341,14.559,25,1.00,1.00,0
query_10343,31.146,83,1.00,1.00,0
query_10344,12.031,23,1.00,1.00,0
query_10345,104.205,431,1.00,1.00,0
query_10346,3.466,5,1.00,1.00,0
