query,time,httpCalls,completeness,soundness,errors
query_10174,120.003,162,0,1.00,1
query_10175,120.002,222,.46,1.00,1
query_10176,1.896,1,1.00,1.00,0
query_10177,3.497,4,1.00,1.00,0
query_10179,2.466,1,1.00,1.00,0
query_1017,4.921,9,1.00,1.00,0
query_10180,36.435,86,1.00,1.00,0
query_10181,2.883,3,1.00,1.00,0
query_10182,57.123,68,1.00,1.00,0
query_10183,7.15,8,1.00,1.00,0
query_10184,4.12,3,1.00,1.00,0
query_10185,5.622,4,1.00,1.00,0
query_10186,5.158,4,1.00,1.00,0
query_10187,120.003,178,.99,1.00,1
query_10188,82.828,88,1.00,1.00,0
query_1018,120.002,166,.44,1.00,1
query_10190,5.147,4,1.00,1.00,0
query_10191,120.004,165,1.00,1.00,1
query_10192,4.521,1,1.00,1.00,0
query_10193,1.854,0,1.00,1.00,0
query_10195,56.779,88,1.00,1.00,0
query_10196,37.91,70,1.00,1.00,0
query_10199,2.269,3,0,1.00,0
query_1019,120.002,218,0,1.00,1
query_101,11.222,16,1.00,1.00,0
query_10200,6.436,9,1.00,1.00,0
query_10201,1.79,1,1.00,1.00,0
query_10203,14.063,15,1.00,1.00,0
query_10205,12.851,21,1.00,1.00,0
query_10207,48.064,69,1.00,1.00,0
query_10209,32.956,43,1.00,1.00,0
query_1020,94.904,148,1.00,1.00,0
query_10210,1.356,1,1.00,1.00,0
query_10211,120.003,242,.49,1.00,1
query_10212,108.419,186,1.00,1.00,0
query_10213,84.036,131,1.00,1.00,0
query_10214,2.433,0,1.00,1.00,0
query_10215,0.628,0,1.00,1.00,0
query_10216,120.003,218,.44,1.00,1
query_10217,2.872,0,1.00,1.00,0
query_10218,51.74,133,1.00,1.00,0
query_10219,120.003,230,1.00,1.00,1
query_1021,21.979,28,1.00,1.00,0
query_10220,43.53,59,1.00,1.00,0
query_10221,120.001,203,.51,1.00,1
query_10222,6.726,7,1.00,1.00,0
query_10225,120.002,157,.15,1.00,1
query_10226,16.84,26,1.00,1.00,0
query_10227,2.142,0,1.00,1.00,0
query_10229,14.904,24,1.00,1.00,0
query_1022,15.589,35,1.00,1.00,0
query_10230,120.001,354,.64,1.00,1
query_10231,1.847,0,1.00,1.00,0
query_10232,7.078,1,1.00,1.00,0
query_10234,67.032,91,1.00,1.00,0
query_10235,107.715,141,1.00,1.00,0
