query,time,httpCalls,completeness,soundness,errors
query_10304,22.984,428,0.00,1.00,0
query_10307,4.406,82,1.00,1.00,0
query_10308,13.1,251,0,1.00,0
query_10309,0.408,1,1.00,1.00,0
query_1030,3.713,46,1.00,1.00,0
query_10310,3.843,63,1.00,1.00,0
query_10311,0.501,1,1.00,1.00,0
query_10313,0.661,1,1.00,1.00,0
query_10314,1.689,28,1.00,1.00,0
query_10315,4.843,79,1.00,1.00,0
query_10316,4.375,57,1.00,1.00,0
query_10317,17.013,229,1.00,1.00,0
query_10318,17.186,347,1.00,1.00,0
query_10319,1.288,14,1.00,1.00,0
query_1031,6.828,129,.95,0.00,0
query_10320,0.346,0,1.00,1.00,0
query_10322,4.935,82,1.00,1.00,0
query_10323,8.132,133,1.00,1.00,0
query_10324,27.818,457,1.00,1.00,0
query_10326,0.729,4,1.00,1.00,0
query_10327,11.396,232,1.00,1.00,0
query_1032,10.135,237,1.00,1.00,0
query_10330,8.472,151,1.00,1.00,0
query_10331,6.546,96,1.00,1.00,0
query_10332,6.247,125,1.00,1.00,0
query_10335,4.14,76,1.00,1.00,0
query_10337,0.356,0,1.00,1.00,0
query_10338,0.649,0,1.00,1.00,0
query_10339,0.883,8,1.00,1.00,0
query_1033,1.179,11,1.00,1.00,0
query_10340,5.376,112,1.00,1.00,0
query_10341,1.931,25,1.00,0.00,0
query_10343,5.372,83,1.00,1.00,0
query_10344,2.102,23,1.00,1.00,0
query_10345,15.798,431,1.00,1.00,0
query_10346,0.716,5,1.00,1.00,0
