query,time,httpCalls,completeness,soundness,errors
query_10174,21.666,484,1.00,1.00,0
query_10175,28.654,478,1.00,1.00,0
query_10176,0.543,1,1.00,1.00,0
query_10177,0.669,4,1.00,1.00,0
query_10179,0.543,1,1.00,1.00,0
query_1017,1.038,9,1.00,1.00,0
query_10180,4.271,86,1.00,1.00,0
query_10181,0.635,3,1.00,1.00,0
query_10182,4.44,68,1.00,1.00,0
query_10183,0.951,8,1.00,1.00,0
query_10184,0.668,3,1.00,1.00,0
query_10185,0.809,4,1.00,1.00,0
query_10186,0.654,4,1.00,1.00,0
query_10187,10.027,178,0.00,1.00,0
query_10188,6.692,88,1.00,1.00,0
query_1018,16.476,337,1.00,1.00,0
query_10190,0.659,4,1.00,0,0
query_10191,72.753,1289,1.00,1.00,0
query_10192,0.504,1,1.00,1.00,0
query_10193,0.513,0,1.00,1.00,0
query_10195,6.124,88,0,1.00,0
query_10196,3.769,70,1.00,1.00,0
query_10199,0.636,3,1.00,1.00,0
query_1019,17.087,320,1.00,1.00,0
query_101,1.188,16,1.00,1.00,0
query_10200,0.896,9,1.00,1.00,0
query_10201,0.388,1,1.00,1.00,0
query_10203,1.461,15,1.00,0.00,0
query_10205,1.646,21,1.00,1.00,0
query_10207,5.215,69,1.00,1.00,0
query_10209,3.544,43,1.00,0.00,0
query_1020,11.584,148,0.00,1.00,0
query_10210,0.545,1,1.00,1.00,0
query_10211,25.32,416,1.00,1.00,0
query_10212,10.746,186,0,1.00,0
query_10213,8.756,131,1.00,0,0
query_10214,0.667,0,1.00,1.00,0
query_10215,0.255,0,1.00,1.00,0
query_10216,17.345,327,1.00,1.00,0
query_10217,0.242,0,1.00,1.00,0
query_10218,7.077,133,0,1.00,0
query_10219,71.562,1289,1.00,1.00,0
query_1021,1.89,28,1.00,1.00,0
query_10220,4.775,59,1.00,1.00,0
query_10221,17.011,297,1.00,1.00,0
query_10222,0.859,7,1.00,1.00,0
query_10225,71.205,1001,1.00,1.00,0
query_10226,1.802,26,1.00,1.00,0
query_10227,0.344,0,1.00,1.00,0
query_10229,1.807,24,1.00,1.00,0
query_1022,1.858,35,1.00,1.00,0
query_10230,18.641,515,1.00,1.00,0
query_10231,0.44,0,1.00,1.00,0
query_10232,0.461,1,1.00,1.00,0
query_10234,6.261,91,1.00,1.00,0
query_10235,10.133,141,1.00,1.00,0
query_10236,0.784,5,0.00,1.00,0
query_10237,28.533,590,1.00,1.00,0
query_10238,16.894,333,1.00,1.00,0
query_1023,25.881,583,1.00,1.00,0
query_10240,15.375,236,1.00,1.00,0
query_10241,52.688,788,1.00,1.00,0
query_10242,0.612,4,1.00,1.00,0
query_10243,6.36,88,1.00,1.00,0
query_10246,0.271,0,1.00,1.00,0
query_10248,5.161,69,1.00,1.00,0
query_10251,0.261,0,1.00,1.00,0
query_10253,10.25,244,.99,.03,0
query_10254,6.005,85,1.00,1.00,0
query_10255,0.483,1,1.00,1.00,0
query_10256,1.253,10,1.00,1.00,0
query_10257,16.091,237,1.00,1.00,0
query_10258,0.403,0,1.00,1.00,0
query_10259,3.756,77,1.00,1.00,0
query_1025,0.905,1,1.00,1.00,0
query_10261,0.446,1,1.00,1.00,0
query_10263,11.28,244,1.00,1.00,0
query_10266,16.041,258,1.00,1.00,0
query_10268,27.545,465,0.00,1.00,0
query_1026,0.698,5,0,1.00,0
query_10271,28.008,508,1.00,.08,0
query_10272,0.301,0,1.00,1.00,0
query_10273,5.183,69,1.00,1.00,0
query_10274,0.604,3,1.00,0,0
query_10277,29.235,478,1.00,0,0
query_10279,0.514,1,1.00,1.00,0
query_1027,3.242,46,1.00,1.00,0
query_10280,1.276,15,1.00,0,0
query_10281,0.491,1,1.00,1.00,0
query_10282,0.479,0,1.00,1.00,0
query_10283,0.527,1,1.00,1.00,0
query_10284,17.029,237,0.00,1.00,0
query_10285,5.048,90,1.00,1.00,0
query_10286,0.554,2,1.00,1.00,0
query_10287,5.455,107,1.00,1.00,0
query_10288,28.827,590,1.00,1.00,0
query_1028,0.5,1,1.00,1.00,0
query_10291,16.669,297,1.00,1.00,0
query_10292,13.241,305,1.00,1.00,0
query_10293,9.032,135,1.00,1.00,0
query_10295,0.98,13,1.00,1.00,0
query_10297,18.646,277,0.00,1.00,0
query_10298,7.973,106,1.00,1.00,0
query_10299,5.675,85,1.00,1.00,0
query_102,12.244,222,1.00,1.00,0
query_10300,0.245,0,1.00,1.00,0
query_10301,26.274,429,1.00,0,0
query_10302,11.577,193,1.00,0,0
query_10303,0.449,1,1.00,1.00,0
