query,time,httpCalls,completeness,soundness,errors
query_10174,22.153,484,1.00,.27,0
query_10175,28.355,478,1.00,1.00,0
query_10176,0.593,1,1.00,1.00,0
query_10177,0.626,4,1.00,1.00,0
query_10179,0.608,1,1.00,1.00,0
query_1017,0.96,9,1.00,1.00,0
query_10180,3.95,86,1.00,1.00,0
query_10181,0.737,3,1.00,1.00,0
query_10182,3.974,68,1.00,1.00,0
query_10183,0.92,8,1.00,1.00,0
query_10184,0.592,3,1.00,1.00,0
query_10185,0.849,4,1.00,1.00,0
query_10186,0.562,4,1.00,1.00,0
query_10187,9.62,178,0.00,1.00,0
query_10188,6.104,88,1.00,1.00,0
query_1018,15.715,337,0.00,1.00,0
query_10190,0.682,4,1.00,1.00,0
query_10191,68.953,1289,1.00,1.00,0
query_10192,0.485,1,1.00,1.00,0
query_10193,0.491,0,1.00,1.00,0
query_10195,6.005,88,1.00,1.00,0
query_10196,3.735,70,1.00,1.00,0
query_10199,0.684,3,1.00,1.00,0
query_1019,15.803,320,1.00,1.00,0
query_101,1.242,16,1.00,1.00,0
query_10200,0.917,9,1.00,1.00,0
query_10201,0.365,1,1.00,1.00,0
query_10203,1.399,15,1.00,1.00,0
query_10205,1.682,21,1.00,1.00,0
query_10207,5.24,69,1.00,1.00,0
query_10209,3.608,43,1.00,1.00,0
query_1020,10.893,148,1.00,1.00,0
query_10210,0.538,1,1.00,1.00,0
query_10211,23.731,416,1.00,1.00,0
query_10212,10.531,186,1.00,1.00,0
query_10213,8.347,131,1.00,1.00,0
query_10214,0.876,0,1.00,1.00,0
query_10215,0.249,0,1.00,1.00,0
query_10216,17.308,327,1.00,1.00,0
query_10217,0.238,0,1.00,1.00,0
query_10218,6.568,133,1.00,1.00,0
query_10219,69.094,1289,1.00,1.00,0
query_1021,1.931,28,1.00,1.00,0
query_10220,4.525,59,1.00,1.00,0
query_10221,15.922,297,1.00,1.00,0
query_10222,0.908,7,0.00,0,0
query_10225,69.511,1001,1.00,1.00,0
query_10226,1.873,26,1.00,1.00,0
query_10227,0.245,0,1.00,1.00,0
query_10229,1.735,24,1.00,1.00,0
query_1022,1.767,35,1.00,1.00,0
query_10230,18.779,515,1.00,1.00,0
query_10231,0.513,0,1.00,1.00,0
query_10232,0.636,1,1.00,1.00,0
query_10234,6.238,91,1.00,1.00,0
query_10235,10.343,141,1.00,1.00,0
query_10236,0.803,5,1.00,1.00,0
query_10237,28.079,590,1.00,1.00,0
query_10238,16.35,333,1.00,1.00,0
query_1023,24.823,583,1.00,1.00,0
query_10240,15.729,236,1.00,1.00,0
query_10241,52.735,788,1.00,1.00,0
query_10242,0.668,4,1.00,1.00,0
query_10243,6.212,88,1.00,1.00,0
query_10246,0.225,0,1.00,1.00,0
query_10248,4.893,69,1.00,1.00,0
query_10251,0.249,0,1.00,1.00,0
query_10253,10.314,244,.99,.99,0
query_10254,5.955,85,1.00,1.00,0
query_10255,0.465,1,1.00,1.00,0
query_10256,1.298,10,1.00,1.00,0
query_10257,16.07,237,1.00,1.00,0
query_10258,0.491,0,1.00,1.00,0
query_10259,3.967,77,1.00,1.00,0
query_1025,0.963,1,1.00,1.00,0
query_10261,0.382,1,1.00,1.00,0
query_10263,10.383,244,.99,.99,0
query_10266,16.301,258,1.00,1.00,0
query_10268,26.704,465,0.00,1.00,0
query_1026,0.666,5,1.00,1.00,0
query_10271,27.965,508,1.00,1.00,0
query_10272,0.223,0,1.00,1.00,0
query_10273,4.973,69,1.00,1.00,0
query_10274,0.739,3,1.00,1.00,0
query_10277,28.057,478,0,0,0
query_10279,0.693,1,1.00,1.00,0
query_1027,3.396,46,1.00,1.00,0
query_10280,1.372,15,1.00,1.00,0
query_10281,0.634,1,1.00,1.00,0
query_10282,0.571,0,1.00,1.00,0
query_10283,0.51,1,1.00,1.00,0
query_10284,16.219,237,1.00,1.00,0
query_10285,5.003,90,1.00,1.00,0
query_10286,0.716,2,1.00,1.00,0
query_10287,5.384,107,1.00,1.00,0
query_10288,28.133,590,1.00,1.00,0
query_1028,0.505,1,1.00,1.00,0
query_10291,15.842,297,1.00,1.00,0
query_10292,12.55,305,1.00,1.00,0
query_10293,8.291,135,1.00,1.00,0
query_10295,1.153,13,1.00,1.00,0
query_10297,18.541,277,1.00,1.00,0
query_10298,7.461,106,1.00,1.00,0
query_10299,6.129,85,1.00,1.00,0
query_102,12.473,222,1.00,1.00,0
query_10300,0.249,0,1.00,1.00,0
query_10301,24.359,429,1.00,0,0
query_10302,11.035,193,1.00,1.00,0
query_10303,0.413,1,1.00,1.00,0
query_10304,22.057,428,1.00,1.00,0
query_10307,4.688,82,1.00,1.00,0
query_10308,12.441,251,1.00,1.00,0
query_10309,0.402,1,1.00,1.00,0
query_1030,3.655,46,1.00,1.00,0
query_10310,3.7,63,1.00,1.00,0
query_10311,0.564,1,1.00,1.00,0
query_10313,0.709,1,1.00,1.00,0
query_10314,1.698,28,1.00,1.00,0
query_10315,5.02,79,1.00,1.00,0
query_10316,4.279,57,1.00,1.00,0
query_10317,16.302,229,1.00,1.00,0
query_10318,16.119,347,0.00,0,0
query_10319,1.264,14,1.00,1.00,0
query_1031,6.888,129,1.00,1.00,0
query_10320,0.397,0,1.00,1.00,0
query_10322,4.512,82,1.00,1.00,0
query_10323,7.592,133,1.00,1.00,0
query_10324,25.794,457,1.00,1.00,0
query_10326,0.727,4,1.00,1.00,0
query_10327,11.322,232,1.00,1.00,0
query_1032,9.265,237,1.00,1.00,0
query_10330,8.669,151,1.00,1.00,0
query_10331,6.658,96,1.00,1.00,0
query_10332,5.532,125,1.00,1.00,0
query_10335,3.698,76,1.00,1.00,0
query_10337,0.49,0,1.00,1.00,0
query_10338,0.567,0,1.00,1.00,0
query_10339,0.95,8,1.00,1.00,0
query_1033,1.435,11,1.00,1.00,0
query_10340,5.529,112,1.00,1.00,0
query_10341,2.034,25,1.00,1.00,0
query_10343,4.965,83,1.00,1.00,0
query_10344,1.891,23,1.00,1.00,0
query_10345,15.374,431,0,1.00,0
query_10346,0.678,5,1.00,0,0
