query,time,httpCalls,completeness,soundness,errors
query_10174,120.004,218,0,1.00,1
query_10175,120.002,382,.80,1.00,1
query_10176,2.037,1,1.00,1.00,0
query_10177,2.659,4,1.00,1.00,0
query_10179,1.782,1,1.00,1.00,0
query_1017,3.208,9,1.00,1.00,0
query_10180,16.72,86,1.00,1.00,0
query_10181,1.895,3,1.00,1.00,0
query_10182,20.532,68,1.00,1.00,0
query_10183,6.912,8,1.00,1.00,0
query_10184,2.252,3,1.00,1.00,0
query_10185,2.635,4,1.00,1.00,0
query_10186,2.52,4,1.00,1.00,0
query_10187,58.934,178,1.00,1.00,0
query_10188,37.254,88,1.00,1.00,0
query_1018,97.11,337,1.00,1.00,0
query_10190,3.516,4,1.00,1.00,0
query_10191,120.002,408,1.00,1.00,1
query_10192,3.055,1,1.00,1.00,0
query_10193,0.685,0,1.00,1.00,0
query_10195,48.973,88,1.00,1.00,0
query_10196,28.612,70,1.00,1.00,0
query_10199,14.14,3,1.00,1.00,0
query_1019,120.004,261,0,1.00,1
query_101,8.63,16,1.00,1.00,0
query_10200,5.732,9,1.00,1.00,0
query_10201,3.302,1,1.00,1.00,0
query_10203,11.545,15,1.00,1.00,0
query_10205,13.8,21,1.00,1.00,0
query_10207,51.089,69,1.00,1.00,0
query_10209,26.196,43,1.00,1.00,0
query_1020,95.123,148,1.00,1.00,0
query_10210,1.493,1,1.00,1.00,0
query_10211,120.002,273,.53,1.00,1
query_10212,92.56,186,1.00,1.00,0
query_10213,63.657,131,1.00,1.00,0
query_10214,3.961,0,1.00,1.00,0
query_10215,1.055,0,1.00,1.00,0
query_10216,120.002,266,.63,1.00,1
query_10217,1.406,0,1.00,1.00,0
query_10218,55.67,133,1.00,1.00,0
query_10219,120.004,284,1.00,1.00,1
query_1021,22.631,28,1.00,1.00,0
query_10220,34.003,59,1.00,1.00,0
query_10221,120.004,245,.51,1.00,1
query_10222,6.443,7,1.00,1.00,0
query_10225,120.003,202,.20,1.00,1
query_10226,12.12,26,1.00,1.00,0
query_10227,1.946,0,1.00,1.00,0
query_10229,12.891,24,1.00,1.00,0
query_1022,15.477,35,1.00,1.00,0
query_10230,120.003,357,.64,1.00,1
query_10231,4.032,0,1.00,1.00,0
query_10232,4.815,1,1.00,1.00,0
query_10234,50.545,91,1.00,1.00,0
query_10235,90.825,141,0.00,1.00,0
query_10236,4.444,5,1.00,1.00,0
query_10237,120.003,315,.57,1.00,1
query_10238,120.002,310,1.00,1.00,1
query_1023,120.004,358,.39,1.00,1
query_10240,120.003,224,.93,1.00,1
query_10241,120.005,222,0,1.00,1
query_10242,2.713,4,1.00,1.00,0
query_10243,38.396,88,1.00,1.00,0
query_10246,1.007,0,1.00,1.00,0
query_10248,27.075,69,1.00,1.00,0
query_10251,1.266,0,1.00,1.00,0
query_10253,61.077,244,.99,.99,0
query_10254,29.583,85,1.00,1.00,0
query_10255,1.853,1,1.00,1.00,0
query_10256,5.949,10,1.00,1.00,0
query_10257,86.941,237,1.00,1.00,0
query_10258,1.179,0,1.00,1.00,0
query_10259,19.483,77,1.00,1.00,0
query_1025,1.915,1,1.00,1.00,0
query_10261,1.938,1,1.00,1.00,0
query_10263,54.596,244,.99,.99,0
query_10266,75.05,258,1.00,1.00,0
query_10268,120.002,410,0.00,1.00,1
query_1026,2,5,1.00,1.00,0
query_10271,120.002,432,.90,1.00,1
query_10272,3.213,0,1.00,1.00,0
query_10273,32.244,69,1.00,1.00,0
query_10274,1.93,3,1.00,1.00,0
query_10277,120.002,326,0.00,.67,1
query_10279,1.125,1,1.00,1.00,0
query_1027,16.297,46,1.00,1.00,0
query_10280,5.833,15,1.00,1.00,0
query_10281,1.996,1,1.00,1.00,0
query_10282,0.99,0,1.00,1.00,0
query_10283,1.408,1,1.00,1.00,0
query_10284,83.64,237,0.00,1.00,0
query_10285,27.447,90,1.00,1.00,0
query_10286,1.791,2,1.00,1.00,0
query_10287,28.773,107,1.00,1.00,0
query_10288,120.003,545,.98,1.00,1
query_1028,1.305,1,1.00,1.00,0
query_10291,87.021,297,1.00,1.00,0
query_10292,73.537,305,1.00,1.00,0
query_10293,38.879,135,1.00,1.00,0
query_10295,3.658,13,1.00,1.00,0
query_10297,92.499,277,1.00,1.00,0
query_10298,37.477,106,1.00,1.00,0
query_10299,30.541,85,1.00,0,0
query_102,65.04,222,1.00,1.00,0
query_10300,0.579,0,1.00,1.00,0
query_10301,120.006,370,0.00,1.00,1
query_10302,69.195,193,1.00,1.00,0
query_10303,1.408,1,1.00,1.00,0
query_10304,120.003,419,.97,1.00,1
query_10307,23.77,82,1.00,1.00,0
query_10308,65.122,251,1.00,1.00,0
query_10309,2.927,1,1.00,1.00,0
query_1030,18.472,46,1.00,1.00,0
query_10310,18.53,63,1.00,1.00,0
query_10311,1.4,1,1.00,1.00,0
query_10313,2.056,1,1.00,1.00,0
query_10314,7.785,28,1.00,1.00,0
query_10315,22.565,79,1.00,1.00,0
query_10316,19.434,57,1.00,1.00,0
query_10317,97.714,229,0.00,1.00,0
query_10318,100.932,347,0.00,1.00,0
query_10319,5.451,14,1.00,1.00,0
query_1031,35.115,129,1.00,1.00,0
query_10320,1.04,0,1.00,1.00,0
query_10322,28.296,82,1.00,1.00,0
query_10323,42.488,133,1.00,1.00,0
query_10324,120.003,370,.80,0,1
query_10326,2.796,4,1.00,1.00,0
query_10327,71.681,232,1.00,1.00,0
query_1032,55.35,237,1.00,1.00,0
query_10330,41.679,151,1.00,1.00,0
query_10331,32.745,96,1.00,1.00,0
query_10332,33.233,125,1.00,1.00,0
query_10335,21.032,76,1.00,1.00,0
query_10337,1.258,0,1.00,1.00,0
