query,time,httpCalls,completeness,soundness,errors
query_10174,120.002,274,0,1.00,1
query_10175,120.003,221,0.00,1.00,1
query_10176,1.419,1,1.00,1.00,0
query_10177,4.385,4,1.00,1.00,0
query_10179,2.76,1,1.00,1.00,0
query_1017,7.238,9,1.00,1.00,0
query_10180,38.485,86,1.00,1.00,0
query_10181,2.254,3,1.00,1.00,0
query_10182,29.758,68,1.00,1.00,0
query_10183,7.593,8,1.00,1.00,0
query_10184,3.35,3,1.00,1.00,0
query_10185,5.768,4,1.00,1.00,0
query_10186,4.95,4,1.00,1.00,0
query_10187,97.504,178,1.00,1.00,0
query_10188,48.451,88,1.00,1.00,0
query_1018,120.001,274,.76,1.00,1
query_10190,4.675,4,1.00,1.00,0
query_10191,120.004,221,1.00,1.00,1
query_10192,1.397,1,1.00,1.00,0
query_10193,3.369,0,1.00,1.00,0
query_10195,71.368,88,1.00,1.00,0
query_10196,34.748,70,1.00,1.00,0
query_10199,4.259,3,1.00,1.00,0
query_1019,120.002,244,0,1.00,1
query_101,7.848,16,1.00,1.00,0
query_10200,6.829,9,1.00,1.00,0
query_10201,3.409,1,1.00,1.00,0
query_10203,24.696,15,1.00,1.00,0
query_10205,14.526,21,1.00,1.00,0
query_10207,47.824,69,1.00,1.00,0
query_10209,33.625,43,1.00,1.00,0
query_1020,113.937,148,1.00,1.00,0
query_10210,3.021,1,1.00,1.00,0
query_10211,120.003,196,.39,1.00,1
query_10212,120.003,180,.88,1.00,1
query_10213,81.915,131,1.00,1.00,0
query_10214,3.32,0,1.00,1.00,0
query_10215,2.429,0,1.00,1.00,0
query_10216,120.001,191,.44,1.00,1
query_10217,2.07,0,1.00,1.00,0
query_10218,64.694,133,1.00,1.00,0
query_10219,120.003,204,1.00,1.00,1
query_1021,15.583,28,1.00,1.00,0
query_10220,35.766,59,1.00,1.00,0
query_10221,120.003,205,.51,1.00,1
query_10222,8.305,7,1.00,1.00,0
query_10225,120.001,183,.18,1.00,1
query_10226,17.51,26,1.00,1.00,0
query_10227,1.536,0,1.00,1.00,0
query_10229,15.817,24,1.00,1.00,0
query_1022,14.14,35,1.00,1.00,0
query_10230,120.002,321,.57,1.00,1
query_10231,0.999,0,1.00,1.00,0
query_10232,1.474,1,1.00,1.00,0
query_10234,62.006,91,1.00,1.00,0
query_10235,98.921,141,1.00,1.00,0
query_10236,4.83,5,1.00,1.00,0
query_10237,120.003,279,.51,1.00,1
query_10238,120.001,246,1.00,1.00,1
query_1023,120.002,259,.21,1.00,1
query_10240,120.002,181,.74,1.00,1
query_10241,120.002,194,0,1.00,1
query_10242,4.044,4,1.00,1.00,0
query_10243,51.969,88,1.00,1.00,0
query_10246,1.24,0,1.00,1.00,0
query_10248,41.026,69,1.00,1.00,0
query_10251,1.576,0,1.00,1.00,0
query_10253,91.279,244,.99,.99,0
query_10254,50.948,85,1.00,1.00,0
query_10255,2.634,1,1.00,1.00,0
query_10256,7.958,10,1.00,1.00,0
query_10257,120.002,216,1.00,1.00,1
query_10258,2.729,0,1.00,1.00,0
query_10259,36.297,77,1.00,1.00,0
query_1025,2.586,1,1.00,1.00,0
query_10261,2.085,1,1.00,1.00,0
query_10263,96.924,244,.99,.99,0
query_10266,107.698,258,1.00,1.00,0
query_10268,120.001,229,.47,1.00,1
query_1026,4.188,5,1.00,1.00,0
query_10271,120.002,239,.43,1.00,1
query_10272,0.796,0,1.00,1.00,0
query_10273,39.568,69,1.00,1.00,0
query_10274,3.093,3,1.00,1.00,0
query_10277,120.003,234,.47,1.00,1
query_10279,2.005,1,1.00,1.00,0
query_1027,26.576,46,1.00,1.00,0
query_10280,10.241,15,1.00,1.00,0
query_10281,2.874,1,1.00,1.00,0
query_10282,2.204,0,1.00,1.00,0
query_10283,2.302,1,1.00,1.00,0
query_10284,120.002,204,1.00,1.00,1
query_10285,46.244,90,1.00,1.00,0
query_10286,2.889,2,1.00,1.00,0
query_10287,48.278,107,1.00,1.00,0
query_10288,120.003,330,.61,1.00,1
query_1028,2.088,1,1.00,1.00,0
query_10291,120.002,263,.74,1.00,1
query_10292,110.318,305,1.00,1.00,0
query_10293,63.726,135,1.00,1.00,0
query_10295,4.012,13,1.00,1.00,0
query_10297,117.567,277,1.00,1.00,0
query_10298,54.991,106,1.00,1.00,0
query_10299,37.011,85,1.00,1.00,0
query_102,91.344,222,1.00,1.00,0
query_10300,1.597,0,1.00,1.00,0
query_10301,120.003,282,.54,1.00,1
query_10302,89.135,193,1.00,1.00,0
query_10303,4.256,1,1.00,1.00,0
query_10304,120.001,325,.74,1.00,1
query_10307,38.433,82,1.00,1.00,0
query_10308,114.39,251,1.00,1.00,0
query_10309,1.988,1,1.00,1.00,0
query_1030,25.49,46,1.00,1.00,0
query_10310,33.279,63,1.00,1.00,0
query_10311,2.559,1,1.00,1.00,0
query_10313,5.051,1,1.00,1.00,0
query_10314,14.813,28,1.00,1.00,0
query_10315,41.072,79,1.00,1.00,0
query_10316,36.059,57,1.00,1.00,0
query_10317,120.002,219,.95,1.00,1
query_10318,120.001,331,0.00,1.00,1
query_10319,8.787,14,1.00,1.00,0
query_1031,61.038,129,1.00,1.00,0
query_10320,1.4,0,1.00,1.00,0
query_10322,41.101,82,1.00,1.00,0
query_10323,68.893,133,1.00,1.00,0
query_10324,120.003,216,.46,1.00,1
query_10326,4.021,4,1.00,1.00,0
query_10327,108.858,232,1.00,1.00,0
query_1032,103.073,237,1.00,1.00,0
query_10330,82.388,151,1.00,1.00,0
query_10331,63.904,96,1.00,1.00,0
query_10332,51.37,125,1.00,1.00,0
query_10335,40.463,76,1.00,1.00,0
query_10337,2.261,0,1.00,1.00,0
query_10338,2.463,0,1.00,1.00,0
query_10339,4.782,8,1.00,1.00,0
query_1033,9.489,11,1.00,1.00,0
query_10340,56.118,112,1.00,1.00,0
query_10341,17.588,25,1.00,1.00,0
query_10343,44.664,83,1.00,1.00,0
query_10344,13.588,23,1.00,1.00,0
query_10345,120.002,341,.77,1.00,1
query_10346,3.005,5,1.00,1.00,0
