query,time,httpCalls,nbResults,errors
query_10174,1.584,1,37,0
query_10175,2.079,1,2000,0
query_10176,1.33,1,0,0
query_10177,0.74,1,0,0
query_10179,1.513,1,0,0
query_1017,0.135,1,59,0
query_10180,0.296,1,2000,0
query_10181,0.927,1,0,0
query_10182,1.642,1,339,0
query_10183,2.562,1,4,0
query_10184,1.262,1,0,0
query_10185,1.182,1,2,0
query_10186,1.874,1,47,0
query_10187,2.463,1,1348,0
query_10188,1.487,1,2,0
query_1018,1.802,1,877,0
query_10190,1.576,1,6,0
query_10191,1.342,1,0,0
query_10192,2.352,1,0,0
query_10193,0.75,1,0,0
query_10195,2.476,1,3,0
query_10196,1.824,1,21,0
query_10199,0.985,1,2,0
query_1019,4.348,1,8,0
query_101,2.81,1,0,0
query_10200,1.763,1,0,0
query_10201,1.505,1,0,0
query_10203,2.964,1,29,0
query_10205,2.347,1,49,0
query_10207,1.052,1,1,0
query_10209,0.828,1,2,0
query_1020,0.967,1,2000,0
query_10210,1.093,1,0,0
query_10211,1.497,1,223,0
query_10212,1.979,1,25,0
query_10213,2.752,1,573,0
query_10214,2.882,1,0,0
query_10215,2.113,1,1,0
query_10216,2.499,1,47,0
query_10217,1.32,1,1,0
query_10218,1.664,1,276,0
query_10219,2.96,1,0,0
query_1021,2.437,1,256,0
query_10220,1.649,1,2,0
query_10221,2.153,1,39,0
query_10222,1.745,1,43,0
query_10225,2.114,1,2000,0
query_10226,1.961,1,28,0
query_10227,1.432,1,0,0
query_10229,2.014,1,234,0
query_1022,1.483,1,246,0
query_10230,1.527,1,441,0
query_10231,1.449,1,0,0
query_10232,1.234,1,0,0
query_10234,0.951,1,9,0
query_10235,0.714,1,2000,0
query_10236,1.33,1,16,0
query_10237,1.564,1,649,0
query_10238,0.62,1,0,0
query_1023,0.812,1,56,0
query_10240,1.207,1,161,0
query_10241,0.679,1,607,0
query_10242,1.567,1,23,0
query_10243,1.197,1,2,0
query_10246,1.719,1,0,0
query_10248,1.289,1,42,0
query_10251,1.777,1,1,0
query_10253,2.073,1,485,0
query_10254,1.684,1,23,0
query_10255,1.183,1,0,0
query_10256,1.072,1,1,0
query_10257,1.139,1,5,0
query_10258,1.3,1,0,0
query_10259,2.955,1,17,0
query_1025,1.749,1,0,0
query_10261,0.836,1,1,0
query_10263,0.933,1,485,0
query_10266,1.572,1,127,0
query_10268,0.35,1,2000,0
query_1026,0.531,1,48,0
query_10271,2.382,1,526,0
query_10272,1.564,1,1,0
query_10273,0.814,1,42,0
query_10274,1.912,1,1,0
query_10277,2.384,1,2000,0
query_10279,2.169,1,0,0
query_1027,2.926,1,2,0
query_10280,2.228,1,129,0
query_10281,3.026,1,0,0
query_10282,1.594,1,0,0
query_10283,1.644,1,0,0
query_10284,1.4,1,5,0
query_10285,1.363,1,722,0
query_10286,1.384,1,0,0
query_10287,0.549,1,36,0
query_10288,0.778,1,649,0
query_1028,1.242,1,0,0
query_10291,1.231,1,39,0
query_10292,3.221,1,813,0
query_10293,2.15,1,491,0
query_10295,1.384,1,10,0
query_10297,0.787,1,20,0
query_10298,1.841,1,54,0
query_10299,0.992,1,26,0
query_102,1.34,1,0,0
query_10300,1.225,1,0,0
query_10301,1.881,1,2000,0
query_10302,2.471,1,2000,0
query_10303,2.497,1,1,0
query_10304,2.782,1,1807,0
query_10307,2.276,1,8,0
query_10308,1.52,1,74,0
query_10309,0.557,1,0,0
query_1030,2.225,1,2,0
query_10310,2.274,1,218,0
query_10311,1.563,1,0,0
query_10313,0.859,1,0,0
query_10314,1.574,1,210,0
query_10315,1.018,1,129,0
query_10316,0.475,1,853,0
query_10317,1.606,1,2000,0
query_10318,3.201,1,2000,0
query_10319,0.911,1,129,0
query_1031,1.033,1,9,0
query_10320,1.461,1,0,0
query_10322,1.865,1,33,0
query_10323,1.924,1,6,0
query_10324,1.509,1,2000,0
query_10326,2.281,1,18,0
query_10327,2.78,1,33,0
query_1032,1.305,1,436,0
query_10330,1.806,1,1908,0
query_10331,2.183,1,6,0
query_10332,1.838,1,231,0
query_10335,0.937,1,9,0
query_10337,1.2,1,0,0
query_10338,1.393,1,0,0
query_10339,0.762,1,5,0
query_1033,0.898,1,13,0
query_10340,1.784,1,202,0
query_10341,1.544,1,10,0
query_10343,2.068,1,167,0
query_10344,1.768,1,345,0
query_10345,0.29,1,386,0
query_10346,1.312,1,67,0
