query,time,httpCalls,nbResults,errors
query_10174,0.399,1,37,0
query_10175,0.806,1,2000,0
query_10176,1.113,1,0,0
query_10177,0.456,1,0,0
query_10179,0.18,1,0,0
query_1017,0.627,1,59,0
query_10180,0.792,1,2000,0
query_10181,0.589,1,0,0
query_10182,1.036,1,339,0
query_10183,0.683,1,4,0
query_10184,0.335,1,0,0
query_10185,0.297,1,2,0
query_10186,0.766,1,47,0
query_10187,0.583,1,1348,0
query_10188,0.381,1,2,0
query_1018,0.837,1,877,0
query_10190,0.982,1,6,0
query_10191,0.929,1,0,0
query_10192,0.886,1,0,0
query_10193,0.702,1,0,0
query_10195,0.4,1,3,0
query_10196,0.498,1,21,0
query_10199,0.501,1,2,0
query_1019,1.988,1,8,0
query_101,0.422,1,0,0
query_10200,0.646,1,0,0
query_10201,1.051,1,0,0
query_10203,1.023,1,29,0
query_10205,1.572,1,49,0
query_10207,0.936,1,1,0
query_10209,0.512,1,2,0
query_1020,1.605,1,2000,0
query_10210,0.86,1,0,0
query_10211,0.923,1,223,0
query_10212,1.197,1,25,0
query_10213,1.383,1,573,0
query_10214,0.844,1,0,0
query_10215,0.355,1,1,0
query_10216,0.769,1,47,0
query_10217,1.35,1,1,0
query_10218,1.054,1,276,0
query_10219,0.632,1,0,0
query_1021,1.064,1,256,0
query_10220,0.995,1,2,0
query_10221,0.887,1,39,0
query_10222,0.711,1,43,0
query_10225,0.574,1,2000,0
query_10226,0.448,1,28,0
query_10227,1.113,1,0,0
query_10229,0.508,1,234,0
query_1022,0.226,1,246,0
query_10230,0.506,1,441,0
query_10231,1.287,1,0,0
query_10232,1.808,1,0,0
query_10234,1.543,1,9,0
query_10235,1.684,1,2000,0
query_10236,1.607,1,16,0
query_10237,1.479,1,649,0
query_10238,2.047,1,0,0
query_1023,1.387,1,56,0
query_10240,1,1,161,0
query_10241,1.052,1,607,0
query_10242,1.592,1,23,0
query_10243,1.903,1,2,0
query_10246,1.363,1,0,0
query_10248,1.489,1,42,0
query_10251,1.144,1,1,0
query_10253,1.047,1,485,0
query_10254,1.487,1,23,0
query_10255,1.557,1,0,0
query_10256,1.534,1,1,0
query_10257,1.322,1,5,0
query_10258,1.42,1,0,0
query_10259,1.198,1,17,0
query_1025,1.115,1,0,0
query_10261,2.195,1,1,0
query_10263,2.036,1,485,0
query_10266,2.371,1,127,0
query_10268,2.061,1,2000,0
query_1026,1.397,1,48,0
query_10271,1.428,1,526,0
query_10272,1.245,1,1,0
query_10273,0.501,1,42,0
query_10274,1.299,1,1,0
query_10277,1.912,1,2000,0
query_10279,1.721,1,0,0
query_1027,1.232,1,2,0
query_10280,1.314,1,129,0
query_10281,1.72,1,0,0
query_10282,2.194,1,0,0
query_10283,1.594,1,0,0
query_10284,1,1,5,0
query_10285,1.73,1,722,0
query_10286,2.431,1,0,0
query_10287,1.843,1,36,0
query_10288,0.615,1,649,0
query_1028,1.925,1,0,0
query_10291,1.325,1,39,0
query_10292,2.14,1,813,0
query_10293,0.647,1,491,0
query_10295,0.247,1,10,0
query_10297,0.474,1,20,0
query_10298,0.877,1,54,0
query_10299,0.612,1,26,0
query_102,0.449,1,0,0
query_10300,1.195,1,0,0
query_10301,1.443,1,2000,0
query_10302,0.708,1,2000,0
query_10303,0.601,1,1,0
query_10304,0.556,1,1807,0
query_10307,0.322,1,8,0
query_10308,0.287,1,74,0
query_10309,0.324,1,0,0
query_1030,0.541,1,2,0
query_10310,1.613,1,218,0
query_10311,0.097,1,0,0
query_10313,0.534,1,0,0
query_10314,0.86,1,210,0
query_10315,0.566,1,129,0
query_10316,0.502,1,853,0
query_10317,0.613,1,2000,0
query_10318,2.895,1,2000,0
query_10319,0.729,1,129,0
query_1031,0.608,1,9,0
query_10320,0.296,1,0,0
query_10322,0.522,1,33,0
query_10323,1.145,1,6,0
query_10324,1.06,1,2000,0
query_10326,1.496,1,18,0
query_10327,1.268,1,33,0
query_1032,2.692,1,436,0
query_10330,2.229,1,1908,0
query_10331,0.344,1,6,0
query_10332,0.772,1,231,0
query_10335,1.42,1,9,0
query_10337,0.5,1,0,0
query_10338,0.758,1,0,0
query_10339,1.671,1,5,0
query_1033,1.502,1,13,0
query_10340,2.41,1,202,0
query_10341,1.635,1,10,0
query_10343,0.636,1,167,0
query_10344,0.146,1,345,0
query_10345,0.433,1,386,0
query_10346,0.598,1,67,0
