query,time,httpCalls,serverTime,errors
query_10174,244.693,6868,164.95151426907395,0
query_10175,162.896,3442,169.26176641487507,0
query_10176,3.248,6,811.1666666666666,0
query_10177,4.783,50,191.74,0
query_10179,3.256,6,1051.3333333333333,0
query_1017,7.797,128,162.9609375,0
query_10180,53.101,1168,145.47688356164383,0
query_10181,3.334,8,551.625,0
query_10182,58.89,1075,144.46325581395348,0
query_10183,9.207,189,140.7883597883598,0
query_10184,3.527,8,785.375,0
query_10185,3.776,9,826.5555555555555,0
query_10186,4.693,49,165.0408163265306,0
query_10187,97.19,2333,137.57822546078012,0
query_10188,61.216,1312,136.9451219512195,0
query_1018,160.695,4449,174.80400089907843,0
query_10190,5.696,58,187.8448275862069,0
query_10191,479.032,15165,103.98107484338938,0
query_10192,1.918,4,474.5,0
query_10193,0.821,5,125,0
query_10195,39.681,1308,94.38608562691131,0
query_10196,27.596,1043,108.79961649089167,0
query_10199,2.211,12,356.5833333333333,0
query_1019,86.543,2649,98.28086070215176,0
query_101,8.335,229,98.94323144104804,0
query_10200,4.534,102,100.58823529411765,0
query_10201,1.435,3,261.3333333333333,0
query_10203,7.626,245,94.5265306122449,0
query_10205,8.119,286,126.23776223776224,0
query_10207,37.968,1547,101.6606334841629,0
query_10209,19.359,613,99.86133768352366,0
query_1020,66.12,1705,128.65043988269795,0
query_10210,1.97,6,520.3333333333334,0
query_10211,193.179,6322,91.31651376146789,0
query_10212,61.174,2743,126.82719650018228,0
query_10213,99.116,3361,101.03927402558762,0
query_10214,0.717,8,118,0
query_10215,0.389,1,132,0
query_10216,119.553,4568,116.82092819614711,0
query_10217,1.052,1,118,0
query_10218,59.423,1904,97.53886554621849,0
query_10219,424.043,15165,94.41668315199472,0
query_1021,8.241,205,112.6829268292683,0
query_10220,34.195,1087,94.58601655933762,0
query_10221,107.304,4219,113.35506044086276,0
query_10222,4.063,107,96.85046728971963,0
query_10225,407.712,15157,91.5511644784588,0
query_10226,11.251,368,96.80163043478261,0
query_10227,0.783,2,91,0
query_10229,6.45,180,100.52777777777777,0
query_1022,9.747,253,103.29249011857708,0
query_10230,346.903,12159,87.38037667571346,0
query_10231,0.893,5,124,0
query_10232,1.676,6,544,0
query_10234,42.868,1375,91.63927272727273,0
query_10235,62.045,1648,124.61468446601941,0
query_10236,3.273,61,127.01639344262296,0
query_10237,283.138,9727,88.65837359925979,0
query_10238,96.16,3408,93.36091549295774,0
query_1023,70.821,2164,101.83918669131238,0
query_10240,157.484,6762,88.25569358178053,0
