query,time,httpCalls,serverTime,errors
query_10174,187.124,6873,127.24254328531937,0
query_10175,120.293,3442,127.04357931435212,0
query_10176,2.112,6,469.6666666666667,0
query_10177,3.594,50,145.82,0
query_10179,2.354,6,737,0
query_1017,5.493,128,116.40625,0
query_10180,39.739,1168,112.60873287671232,0
query_10181,2.361,8,464.25,0
query_10182,44.967,1075,111.53395348837209,0
query_10183,6.883,189,107.02116402116403,0
query_10184,2.319,8,566.25,0
query_10185,2.442,9,482.77777777777777,0
query_10186,3.453,49,134.08163265306123,0
query_10187,72.457,2333,106.75225032147449,0
query_10188,44.318,1312,101.89405487804878,0
query_1018,123.286,4447,133.81987856982235,0
query_10190,4.047,58,130.9655172413793,0
query_10191,352.618,15165,81.98509726343555,0
query_10192,1.189,4,285.5,0
query_10193,0.663,5,98,0
query_10195,32.178,1308,78.92660550458716,0
query_10196,22.648,1043,88.1888782358581,0
query_10199,1.336,12,198.5,0
query_1019,70.378,2649,81.68705171762929,0
query_101,6.997,229,82.78165938864629,0
query_10200,3.872,102,89.1078431372549,0
query_10201,1.067,3,243.66666666666666,0
query_10203,6.417,245,81.13877551020408,0
query_10205,6.403,286,103.78321678321679,0
query_10207,31.425,1547,84.67679379444085,0
query_10209,16.319,613,84.31973898858075,0
query_1020,49.396,1705,100.36011730205279,0
query_10210,1.204,6,286.3333333333333,0
query_10211,161.114,6322,78.16608668142993,0
query_10212,50.234,2743,105.37039737513672,0
query_10213,79.216,3361,82.03302588515322,0
query_10214,0.559,8,95,0
query_10215,0.543,1,81,0
query_10216,95.312,4568,95.1606830122592,0
query_10217,0.53,1,76,0
query_10218,50.134,1904,81.68119747899159,0
query_10219,331.696,15165,77.88743818001979,0
query_1021,6.243,205,83.37560975609756,0
query_10220,27.686,1087,78.94480220791168,0
query_10221,88.709,4219,95.18203365726475,0
query_10222,3.069,107,80.7196261682243,0
query_10225,326.039,15157,77.16711750346374,0
query_10226,9.546,368,83.25271739130434,0
query_10227,0.573,2,82,0
query_10229,5.323,180,85.58333333333333,0
query_1022,7.553,253,83.38339920948617,0
query_10230,300.439,12159,74.59749979439098,0
query_10231,0.597,5,89,0
query_10232,1.112,6,345.8333333333333,0
query_10234,36.087,1375,78.85527272727273,0
query_10235,46.814,1648,98.05339805825243,0
query_10236,2.535,61,102.81967213114754,0
query_10237,243.147,9727,76.34789760460573,0
query_10238,76.987,3408,78.80164319248826,0
query_1023,59.668,2164,85.69870609981515,0
query_10240,132.516,6762,74.90343093759243,0
query_10241,267.885,11926,77.320308569512,0
query_10242,2.247,63,88.65079365079364,0
query_10243,33.096,1312,79.12271341463415,0
query_10246,0.654,1,79,0
query_10248,39.639,1970,75.20710659898477,0
query_10251,0.64,1,68,0
query_10253,86.161,3920,75.41479591836735,0
query_10254,31.518,1287,80.05205905205905,0
query_10255,1.203,5,358,0
query_10256,4.609,113,103.15044247787611,0
query_10257,83.791,3608,78.26829268292683,0
query_10258,0.611,5,82,0
query_10259,24.184,1135,87.89691629955946,0
query_1025,1.598,10,521.4,0
query_10261,1.135,3,202.66666666666666,0
query_10263,85.772,3920,75.27474489795918,0
query_10266,168.804,7477,78.26026481209041,0
query_10268,80.028,3365,87.50668647845468,0
query_1026,2.589,74,91.10810810810811,0
query_10271,197.678,7313,77.15383563517024,0
query_10272,0.573,1,79,0
query_10273,39.943,1970,75.3233502538071,0
