query,time,httpCalls,serverTime,errors
query_10174,282.405,6868,188.43054746651137,0
query_10175,191.941,3442,197.77251597908193,0
query_10176,3.978,6,891.8333333333334,0
query_10177,5.929,50,209.46,0
query_10179,4.279,6,1383.1666666666667,0
query_1017,8.72,128,182.1015625,0
query_10180,63.875,1168,171.62842465753425,0
query_10181,4.042,8,835.625,0
query_10182,69.443,1075,168.06511627906977,0
query_10183,10.998,189,164.3968253968254,0
query_10184,4.566,8,1162.5,0
query_10185,4.429,9,941.1111111111111,0
query_10186,5.677,49,178.16326530612244,0
query_10187,113.643,2333,157.68581225889412,0
query_10188,69.161,1312,152.9283536585366,0
query_1018,120.385,4453,130.1120592858747,0
query_10190,3.817,58,132.56896551724137,0
query_10191,455.754,15165,99.7712495878668,0
query_10192,1.736,4,462.25,0
query_10193,1.176,5,124,0
query_10195,43.912,1308,103.6276758409786,0
query_10196,28.858,1043,114.44103547459252,0
query_10199,2.736,12,386.6666666666667,0
query_1019,94.668,2649,107.34277085692715,0
query_101,8.766,229,101.51091703056768,0
query_10200,5.287,102,125.59803921568627,0
query_10201,2.196,3,425.6666666666667,0
query_10203,8.757,245,109.90612244897959,0
query_10205,8.523,286,131.22027972027973,0
query_10207,42.237,1547,110.68002585649644,0
query_10209,22.898,613,113.88907014681892,0
query_1020,77.927,1705,150,0
query_10210,2.314,6,578.5,0
query_10211,211.186,6322,98.38848465675419,0
query_10212,64.507,2743,134.4367480860372,0
query_10213,110.484,3361,110.8021422195775,0
query_10214,1.221,8,117,0
query_10215,0.953,1,94,0
query_10216,130.103,4568,124.7338003502627,0
query_10217,1.131,1,115,0
query_10218,65.187,1904,105.46218487394958,0
query_10219,474.402,15165,104.03791625453347,0
query_1021,8.548,205,118.3170731707317,0
query_10220,38.104,1087,104.29070837166513,0
query_10221,120.136,4219,125.16236074899265,0
query_10222,4.959,107,116.95327102803738,0
query_10225,459.236,15157,101.21706142376459,0
query_10226,12.917,368,110.33695652173913,0
query_10227,1.142,2,103,0
query_10229,7.319,180,116.67777777777778,0
query_1022,10.292,253,111.2411067193676,0
query_10230,373.472,12159,94.38646270252488,0
query_10231,0.992,5,104,0
query_10232,2.076,6,679.3333333333334,0
query_10234,48.968,1375,106.23418181818182,0
query_10235,74.807,1648,147.65776699029126,0
query_10236,3.573,61,118.1311475409836,0
query_10237,322.741,9727,100.54744525547446,0
query_10238,107.721,3408,104.34125586854461,0
query_1023,80.241,2164,114.53142329020332,0
query_10240,182.305,6762,100.63117420881396,0
query_10241,370.671,11926,101.162669797082,0
query_10242,3.525,63,120.52380952380952,0
query_10243,43.688,1312,102.9047256097561,0
query_10246,1.127,1,110,0
query_10248,52,1970,96.58680203045685,0
query_10251,1.143,1,105,0
query_10253,109.692,3920,97.0390306122449,0
query_10254,43.541,1287,104.79254079254079,0
query_10255,2.477,5,834.2,0
query_10256,6.827,113,165.86725663716814,0
query_10257,113.975,3608,100.009977827051,0
query_10258,0.869,5,98,0
query_10259,30.276,1135,110.81233480176212,0
query_1025,2.884,10,947.6,0
query_10261,1.796,3,318.6666666666667,0
query_10263,107.216,3920,94.5716836734694,0
query_10266,225.789,7477,102.53564263742143,0
query_10268,117.929,3365,127.64011887072809,0
query_1026,4.01,74,139.21621621621622,0
query_10271,274.354,7313,103.69861889785314,0
query_10272,1.079,1,105,0
query_10273,52.507,1970,98.06091370558376,0
query_10274,2.231,7,397.57142857142856,0
query_10277,119.193,3458,124.65644881434355,0
query_10279,1.944,7,380,0
query_1027,32.194,887,103.84554678692221,0
query_10280,7.891,209,110.66028708133972,0
query_10281,1.899,6,719.5,0
query_10282,1.071,5,170,0
query_10283,2.46,6,719.8333333333334,0
query_10284,118.675,3608,104.07261640798227,0
query_10285,37.418,1180,105.75677966101695,0
query_10286,2.372,14,344.57142857142856,0
query_10287,43.875,1591,115.99371464487743,0
query_10288,318.017,9727,99.0736095404544,0
query_1028,1.969,4,594.75,0
query_10291,120.765,4219,126.11305996681678,0
query_10292,206.901,6679,115.24329989519389,0
query_10293,146.557,3533,121.71978488536655,0
query_10295,8.369,194,111.5618556701031,0
query_10297,147.845,4541,102.81678044483594,0
query_10298,51.23,1583,105.65508528111181,0
query_10299,41.714,1285,102.41712062256809,0
query_102,167.352,4129,128.53620731411965,0
query_10300,0.94,1,113,0
query_10301,120.947,3230,119.22941176470589,0
query_10302,54.836,1580,118.51645569620253,0
query_10303,1.769,3,274.6666666666667,0
query_10304,239.813,9234,97.65139701104613,0
query_10307,13.936,426,172.7699530516432,0
query_10308,186.384,6759,164.28258618138779,0
query_10309,2.082,3,410,0
query_1030,23.52,663,110.52639517345399,0
query_10310,32.509,939,103.78700745473908,0
query_10311,2.468,6,790.6666666666666,0
query_10313,3.366,10,1263.8,0
query_10314,8.999,202,119.85148514851485,0
query_10315,39.014,1176,101.34693877551021,0
query_10316,27.761,863,103.53070683661646,0
query_10317,118.588,2613,148.50631458094145,0
query_10318,145.71,3902,113.11788826242952,0
query_10319,7.03,192,107.84895833333333,0
query_1031,60.125,1846,111.48916576381365,0
query_10320,1.123,3,109,0
query_10322,56.11,1830,93.95901639344262,0
query_10323,61.628,1902,104.30862250262881,0
query_10324,109.069,3309,120.7035358114234,0
query_10326,2.399,18,311.3888888888889,0
query_10327,147.486,6185,166.55052546483427,0
query_1032,115.566,4093,130.29513804055705,0
query_10330,79.842,2276,106.52416520210896,0
query_10331,77.139,2522,107.99325931800159,0
query_10332,64.327,1801,109.75902276513048,0
query_10335,44.303,1140,116.41578947368421,0
query_10337,0.768,4,88,0
query_10338,1.042,8,92,0
query_10339,5.129,100,140.96,0
query_1033,7.597,122,166.7704918032787,0
query_10340,55.298,1647,108.17182756527019,0
query_10341,13.576,362,109.43370165745857,0
query_10343,41.964,1250,102.3632,0
query_10344,11.944,350,105.46,0
query_10345,315.186,10100,98.14980198019802,0
query_10346,3.537,69,111.98550724637681,0
