query,time,httpCalls,serverTime,errors
query_10174,300.008,6873,202.65720936999855,0
query_10175,206.648,3442,212.7135386403254,0
query_10176,4.602,6,1173.3333333333333,0
query_10177,6.146,50,250.7,0
query_10179,4.225,6,1242,0
query_1017,9.561,128,196.7421875,0
query_10180,56.125,1168,154.2294520547945,0
query_10181,2.305,8,415.5,0
query_10182,44.725,1075,111.76,0
query_10183,6.909,189,107.34391534391534,0
query_10184,2.407,8,515.625,0
query_10185,2.478,9,552.2222222222222,0
query_10186,3.287,49,115.40816326530613,0
query_10187,74.509,2333,108.77625375053579,0
query_10188,46.153,1312,105.62576219512195,0
query_1018,124.968,4451,135.46888339698944,0
query_10190,4.153,58,133.10344827586206,0
query_10191,476.608,15165,103.8846027035938,0
query_10192,1.84,4,362.25,0
query_10193,1.261,5,122,0
query_10195,47.009,1308,108.69266055045871,0
query_10196,30.482,1043,118.25599232981783,0
query_10199,2.317,12,280.4166666666667,0
query_1019,99.953,2649,112.55454888637222,0
query_101,9.753,229,114.14847161572052,0
query_10200,5.247,102,118.70588235294117,0
query_10201,2.525,3,499.6666666666667,0
query_10203,8.884,245,109.64897959183673,0
query_10205,8.652,286,137.6083916083916,0
query_10207,44.513,1547,118.42857142857143,0
query_10209,22.89,613,113.7373572593801,0
query_1020,81.8,1705,155.82756598240468,0
query_10210,2.163,6,596.3333333333334,0
query_10211,217.03,6322,100.58683960771907,0
query_10212,65.331,2743,135.43492526430916,0
query_10213,112.253,3361,112.62154120797382,0
query_10214,1.155,8,128,0
query_10215,1.23,1,106,0
query_10216,132.884,4568,127.23795971978984,0
query_10217,1.151,1,113,0
query_10218,65.84,1904,106.50262605042016,0
query_10219,482.422,15165,105.19940652818991,0
query_1021,9.395,205,123.86829268292684,0
query_10220,38.987,1087,104.24103035878565,0
query_10221,124.805,4219,129.89239156198153,0
query_10222,5.238,107,123.58878504672897,0
query_10225,491.465,15157,107.12845549910932,0
query_10226,12.979,368,109.22010869565217,0
query_10227,1.183,2,124,0
query_10229,7.57,180,123.78888888888889,0
query_1022,11.069,253,122.16600790513834,0
query_10230,378.56,12159,96.12007566411711,0
query_10231,1.065,5,133,0
query_10232,1.923,6,721,0
query_10234,49.96,1375,105.01672727272727,0
query_10235,79.372,1648,154.49332524271844,0
query_10236,4.073,61,150.08196721311475,0
query_10237,328.553,9727,102.01089750179912,0
query_10238,113.556,3408,108.64612676056338,0
query_1023,81.965,2164,117.14463955637709,0
query_10240,185.589,6762,102.09582963620231,0
query_10241,391.619,11926,105.17725976857287,0
query_10242,3.98,63,132.3015873015873,0
query_10243,46.926,1312,109.63643292682927,0
query_10246,0.843,1,92,0
query_10248,55.337,1970,102.51675126903554,0
query_10251,0.981,1,102,0
query_10253,116.589,3920,103.30204081632652,0
query_10254,44.004,1287,103.95493395493395,0
query_10255,2.26,5,642.8,0
query_10256,6.744,113,149.1769911504425,0
query_10257,119.66,3608,103.93209534368071,0
query_10258,1.131,5,110,0
query_10259,31.979,1135,116.68193832599118,0
query_1025,2.882,10,1147.3,0
query_10261,2.051,3,424.3333333333333,0
query_10263,114.473,3920,100.80790816326531,0
query_10266,239.257,7477,108.38277383977531,0
query_10268,127.146,3365,137.34739970282317,0
query_1026,4.349,74,129,0
query_10271,289.749,7313,109.75946943798715,0
query_10272,1.166,1,100,0
query_10273,55.714,1970,103.20406091370559,0
query_10274,2.459,7,476.7142857142857,0
query_10277,134.027,3458,139.40225563909775,0
query_10279,2.973,7,873.1428571428571,0
query_1027,34.434,887,110.06877113866967,0
query_10280,8.68,209,118.75598086124401,0
query_10281,2.639,6,872.3333333333334,0
query_10282,1.425,5,133,0
query_10283,2.364,6,835.8333333333334,0
query_10284,124.195,3608,108.88137472283813,0
query_10285,40.017,1180,109.17542372881356,0
query_10286,2.701,14,373.2857142857143,0
query_10287,45.246,1591,119.10936517913262,0
query_10288,338.418,9727,105.20561324149276,0
query_1028,1.821,4,694.25,0
query_10291,119.282,4219,123.6321403176108,0
query_10292,214.002,6680,118.41497005988023,0
query_10293,156.842,3533,129.9000849136711,0
query_10295,8.652,194,115.31443298969072,0
query_10297,151.439,4541,103.41114292006166,0
query_10298,52.313,1583,106.98483891345546,0
query_10299,45.465,1285,108.67859922178988,0
query_102,169.987,4129,130.65851295713247,0
query_10300,1.209,1,127,0
query_10301,126.478,3230,124.58173374613003,0
query_10302,56.712,1580,120.78987341772152,0
query_10303,1.949,3,337.6666666666667,0
query_10304,250.349,9234,101.5372536278969,0
query_10307,14.785,426,177.16197183098592,0
query_10308,195.099,6759,174.5426838289688,0
query_10309,1.862,3,301.3333333333333,0
query_1030,23.946,663,111.69834087481146,0
query_10310,34.073,939,106.19169329073482,0
query_10311,2.13,6,689.6666666666666,0
query_10313,3.254,10,1030.6,0
query_10314,8.944,202,114.73267326732673,0
query_10315,40.899,1176,104.89965986394557,0
query_10316,28.411,863,103.16570104287369,0
query_10317,120.276,2613,148.84998086490623,0
query_10318,148.956,3902,114.6424910302409,0
query_10319,7.308,192,109.18229166666667,0
query_1031,61.468,1846,114.16359696641386,0
query_10320,1.086,3,91,0
query_10322,65.674,1830,109.97213114754098,0
query_10323,69.337,1902,117.33385909568875,0
query_10324,126.688,3309,139.24690238742824,0
query_10326,2.987,18,376.3333333333333,0
query_10327,161.302,6185,182.72400970088924,0
query_1032,124.55,4093,139.40361592963598,0
query_10330,85.082,2276,112.16871704745166,0
query_10331,80.953,2522,114.39651070578905,0
query_10332,67.527,1801,115.93003886729595,0
query_10335,46.083,1140,119.13859649122807,0
query_10337,1.384,4,156,0
query_10338,1.219,8,122,0
query_10339,5.219,100,147.94,0
query_1033,7.364,122,161.25409836065575,0
query_10340,56.19,1647,112.95689131754706,0
query_10341,13.604,362,112.99723756906077,0
query_10343,43.423,1250,106.6328,0
query_10344,12.376,350,107.19142857142857,0
query_10345,332.976,10100,103.96653465346535,0
query_10346,4.494,69,125.28985507246377,0
