query,time,httpCalls,nbResults,errors
query_10174,58.422,1,37,0
query_10175,166.52,1,23878,0
query_10176,65.342,1,0,0
query_10177,72.261,1,0,0
query_10179,95.851,1,0,0
query_1017,146.096,1,59,0
query_10180,92.526,1,2453,0
query_10181,99.026,1,0,0
query_10182,142.082,1,339,0
query_10183,101.756,1,4,0
query_10184,131.978,1,0,0
query_10185,106.113,1,2,0
query_10186,100.258,1,47,0
query_10187,129.226,1,1348,0
query_10188,97.918,1,2,0
query_1018,104.968,1,877,0
query_10190,123.036,1,6,0
query_10191,100.986,1,0,0
query_10192,128.604,1,0,0
query_10193,108.09,1,0,0
query_10195,117.458,1,3,0
query_10196,110.561,1,21,0
query_10199,119.162,1,2,0
query_1019,123.535,1,8,0
query_101,113.583,1,0,0
query_10200,126.125,1,0,0
query_10201,103.634,1,0,0
query_10203,117.917,1,29,0
query_10205,112.655,1,49,0
query_10207,100.334,1,1,0
query_10209,116.064,1,2,0
query_1020,115.841,1,10019,0
query_10210,124.154,1,0,0
query_10211,118.278,1,223,0
query_10212,108.227,1,25,0
query_10213,100.503,1,573,0
query_10214,122.466,1,0,0
query_10215,96.86,1,1,0
query_10216,114.326,1,47,0
query_10217,75.022,1,1,0
query_10218,50.982,1,276,0
query_10219,58.42,1,0,0
query_1021,65.715,1,256,0
query_10220,73.203,1,2,0
query_10221,52.35,1,39,0
query_10222,67.081,1,43,0
query_10225,77.635,1,7456,0
query_10226,82.916,1,28,0
query_10227,86.911,1,0,0
query_10229,85.436,1,234,0
query_1022,68.947,1,246,0
query_10230,86.288,1,441,0
query_10231,83.768,1,0,0
query_10232,71.243,1,0,0
query_10234,74.131,1,9,0
query_10235,82.573,1,9432,0
query_10236,79.415,1,16,0
query_10237,76.909,1,649,0
query_10238,80.038,1,0,0
query_1023,71.299,1,56,0
query_10240,84.288,1,161,0
query_10241,86.125,1,607,0
query_10242,79.152,1,23,0
query_10243,81.542,1,2,0
query_10246,80.169,1,0,0
query_10248,79.289,1,42,0
query_10251,70.309,1,1,0
query_10253,78.102,1,485,0
query_10254,81.465,1,23,0
query_10255,77.818,1,0,0
query_10256,74.171,1,1,0
query_10257,72.698,1,5,0
query_10258,82.778,1,0,0
query_10259,75.228,1,17,0
query_1025,87.587,1,0,0
query_10261,82.191,1,1,0
query_10263,77.054,1,485,0
query_10266,72.718,1,127,0
query_10268,77.659,1,22571,0
query_1026,73.103,1,48,0
query_10271,117.114,1,526,0
query_10272,133.367,1,1,0
query_10273,89.205,1,42,0
query_10274,86.091,1,1,0
query_10277,101.805,1,22889,0
query_10279,121.851,1,0,0
query_1027,106.428,1,2,0
query_10280,94.837,1,129,0
query_10281,107.272,1,0,0
query_10282,137.28,1,0,0
query_10283,91.48,1,0,0
query_10284,98.941,1,5,0
query_10285,147.452,1,722,0
query_10286,94.197,1,0,0
query_10287,100.328,1,36,0
query_10288,142.231,1,649,0
query_1028,94.112,1,0,0
query_10291,107.02,1,39,0
query_10292,137.333,1,813,0
query_10293,95.438,1,491,0
query_10295,105.559,1,10,0
query_10297,139.373,1,20,0
query_10298,96.318,1,54,0
query_10299,105.823,1,26,0
query_102,137.431,1,0,0
query_10300,102.241,1,0,0
query_10301,128.609,1,18742,0
query_10302,110.602,1,7234,0
query_10303,98.837,1,1,0
query_10304,118.21,1,1807,0
query_10307,117.739,1,8,0
query_10308,94.552,1,74,0
query_10309,128.124,1,0,0
query_1030,120.732,1,2,0
query_10310,84.979,1,218,0
query_10311,124.98,1,0,0
query_10313,75.877,1,0,0
query_10314,55.967,1,210,0
query_10315,88.541,1,129,0
query_10316,98.866,1,853,0
query_10317,83.105,1,15499,0
query_10318,113.279,1,9668,0
query_10319,99.614,1,129,0
query_1031,68.084,1,9,0
query_10320,69.06,1,0,0
query_10322,89.881,1,33,0
query_10323,78.308,1,6,0
query_10324,65.682,1,22817,0
query_10326,61.45,1,18,0
query_10327,56.396,1,33,0
query_1032,52.28,1,436,0
query_10330,87.807,1,1908,0
query_10331,49.877,1,6,0
query_10332,58.267,1,231,0
query_10335,86.398,1,9,0
query_10337,70.995,1,0,0
query_10338,81.725,1,0,0
query_10339,95.529,1,5,0
query_1033,68.328,1,13,0
query_10340,89.206,1,202,0
query_10341,78.676,1,10,0
query_10343,79.61,1,167,0
query_10344,103.38,1,345,0
query_10345,79.151,1,386,0
query_10346,84.893,1,67,0
