query,time,httpCalls,nbResults,errors
query_10174,97.399,1,37,0
query_10175,68.165,1,23878,0
query_10176,47.358,1,0,0
query_10177,50.098,1,0,0
query_10179,62.154,1,0,0
query_1017,58.521,1,59,0
query_10180,44.904,1,2453,0
query_10181,52.141,1,0,0
query_10182,71.991,1,339,0
query_10183,53.193,1,4,0
query_10184,66.546,1,0,0
query_10185,72.585,1,2,0
query_10186,83.896,1,47,0
query_10187,85.157,1,1348,0
query_10188,77.753,1,2,0
query_1018,94.171,1,877,0
query_10190,107.705,1,6,0
query_10191,100.49,1,0,0
query_10192,124.847,1,0,0
query_10193,95.306,1,0,0
query_10195,121.919,1,3,0
query_10196,98.328,1,21,0
query_10199,63.625,1,2,0
query_1019,76.894,1,8,0
query_101,85.239,1,0,0
query_10200,90.063,1,0,0
query_10201,77.207,1,0,0
query_10203,103.53,1,29,0
query_10205,116.989,1,49,0
query_10207,113.772,1,1,0
query_10209,119.656,1,2,0
query_1020,109.012,1,10019,0
query_10210,112.22,1,0,0
query_10211,106.873,1,223,0
query_10212,117.986,1,25,0
query_10213,109.109,1,573,0
query_10214,138.953,1,0,0
query_10215,104.407,1,1,0
query_10216,115.897,1,47,0
query_10217,128.265,1,1,0
query_10218,98.385,1,276,0
query_10219,97.041,1,0,0
query_1021,138.254,1,256,0
query_10220,97.438,1,2,0
query_10221,94.29,1,39,0
query_10222,149.232,1,43,0
query_10225,95.706,1,7456,0
query_10226,89.441,1,28,0
query_10227,150.767,1,0,0
query_10229,85.67,1,234,0
query_1022,81.936,1,246,0
query_10230,85.172,1,441,0
query_10231,92.776,1,0,0
query_10232,152.39,1,0,0
query_10234,93.557,1,9,0
query_10235,88.897,1,9432,0
query_10236,89.49,1,16,0
query_10237,149.092,1,649,0
query_10238,95.405,1,0,0
query_1023,85.643,1,56,0
query_10240,101.93,1,161,0
query_10241,132.361,1,607,0
query_10242,96.823,1,23,0
query_10243,95.522,1,2,0
query_10246,141.456,1,0,0
query_10248,88.802,1,42,0
query_10251,70.451,1,1,0
query_10253,91.335,1,485,0
query_10254,57.288,1,23,0
query_10255,49.952,1,0,0
query_10256,58.332,1,1,0
query_10257,63.351,1,5,0
query_10258,57.57,1,0,0
query_10259,62.25,1,17,0
query_1025,62.855,1,0,0
query_10261,78.291,1,1,0
query_10263,78.629,1,485,0
query_10266,58.07,1,127,0
query_10268,64.962,1,22571,0
query_1026,53.648,1,48,0
query_10271,63.82,1,526,0
query_10272,65.78,1,1,0
query_10273,47.107,1,42,0
query_10274,46.308,1,1,0
query_10277,59.422,1,22889,0
query_10279,73.077,1,0,0
query_1027,57.699,1,2,0
query_10280,59.369,1,129,0
query_10281,106.987,1,0,0
query_10282,88.788,1,0,0
query_10283,91.255,1,0,0
query_10284,130.911,1,5,0
query_10285,97.118,1,722,0
query_10286,85.597,1,0,0
query_10287,80.982,1,36,0
query_10288,92.068,1,649,0
query_1028,90.785,1,0,0
query_10291,93.633,1,39,0
query_10292,125.787,1,813,0
query_10293,101.809,1,491,0
query_10295,102.058,1,10,0
query_10297,107.764,1,20,0
query_10298,68.687,1,54,0
query_10299,91.902,1,26,0
query_102,92.88,1,0,0
query_10300,62.146,1,0,0
query_10301,100.028,1,18742,0
query_10302,138.459,1,7234,0
query_10303,86.892,1,1,0
query_10304,113.099,1,1807,0
query_10307,133.502,1,8,0
query_10308,93.292,1,74,0
query_10309,111.38,1,0,0
query_1030,135.828,1,2,0
query_10310,86.418,1,218,0
query_10311,116.36,1,0,0
query_10313,122.678,1,0,0
query_10314,95.794,1,210,0
query_10315,128.94,1,129,0
query_10316,112.234,1,853,0
query_10317,96.601,1,15499,0
query_10318,129.386,1,9668,0
query_10319,122.295,1,129,0
query_1031,86.696,1,9,0
query_10320,111.888,1,0,0
query_10322,120.901,1,33,0
query_10323,103.253,1,6,0
query_10324,122.902,1,22817,0
query_10326,98.591,1,18,0
query_10327,105.234,1,33,0
query_1032,124.504,1,436,0
query_10330,97.957,1,1908,0
query_10331,133.992,1,6,0
query_10332,100.41,1,231,0
query_10335,90.55,1,9,0
query_10337,135.424,1,0,0
query_10338,103.756,1,0,0
query_10339,108.684,1,5,0
query_1033,118.417,1,13,0
query_10340,92.912,1,202,0
query_10341,99.004,1,10,0
query_10343,139.573,1,167,0
query_10344,103.569,1,345,0
query_10345,99.633,1,386,0
query_10346,124.552,1,67,0
