query,time,httpCalls,nbResults,errors
query_10174,70.684,1,37,0
query_10175,4.668,1,23878,0
query_10176,0.884,1,0,0
query_10177,51.716,1,0,0
query_10179,7.448,1,0,0
query_1017,3.661,1,59,0
query_10180,3.082,1,2453,0
query_10181,46.355,1,0,0
query_10182,8.967,1,339,0
query_10183,4.168,1,4,0
query_10184,55.413,1,0,0
query_10185,10.296,1,2,0
query_10186,5.136,1,47,0
query_10187,62.635,1,1348,0
query_10188,8.195,1,2,0
query_1018,1.972,1,877,0
query_10190,6.669,1,6,0
query_10191,66.688,1,0,0
query_10192,3.015,1,0,0
query_10193,0.078,1,0,0
query_10195,0.082,1,3,0
query_10196,0.087,1,21,0
query_10199,0.078,1,2,0
query_1019,3.52,1,8,0
query_101,43.126,1,0,0
query_10200,12.879,1,0,0
query_10201,1.061,1,0,0
query_10203,0.079,1,29,0
query_10205,0.084,1,49,0
query_10207,0.135,1,1,0
query_10209,4.072,1,2,0
query_1020,44.412,1,10019,0
query_10210,2.257,1,0,0
query_10211,0.109,1,223,0
query_10212,0.093,1,25,0
query_10213,0.165,1,573,0
query_10214,0.103,1,0,0
query_10215,0.076,1,1,0
query_10216,2.795,1,47,0
query_10217,39.008,1,1,0
query_10218,13.698,1,276,0
query_10219,7.316,1,0,0
query_1021,40.071,1,256,0
query_10220,30.903,1,2,0
query_10221,10.481,1,39,0
query_10222,48.525,1,43,0
query_10225,27.112,1,7456,0
query_10226,3.285,1,28,0
query_10227,2.709,1,0,0
query_10229,47.736,1,234,0
query_1022,21.627,1,246,0
query_10230,5.116,1,441,0
query_10231,36.792,1,0,0
query_10232,34.113,1,0,0
query_10234,4.73,1,9,0
query_10235,29.269,1,9432,0
query_10236,35.31,1,16,0
query_10237,12.625,1,649,0
query_10238,41.132,1,0,0
query_1023,32.532,1,56,0
query_10240,6.141,1,161,0
query_10241,38.003,1,607,0
query_10242,23.497,1,23,0
query_10243,10.668,1,2,0
query_10246,31.374,1,0,0
query_10248,24.935,1,42,0
query_10251,9.176,1,1,0
query_10253,32.082,1,485,0
query_10254,36.639,1,23,0
query_10255,10.103,1,0,0
query_10256,36.714,1,1,0
query_10257,36.765,1,5,0
query_10258,11.139,1,0,0
query_10259,25.679,1,17,0
query_1025,33.475,1,0,0
query_10261,7.908,1,1,0
query_10263,13.428,1,485,0
query_10266,44.024,1,127,0
query_10268,20.461,1,22571,0
query_1026,18.774,1,48,0
query_10271,43.898,1,526,0
query_10272,15.677,1,1,0
query_10273,13.803,1,42,0
query_10274,47.43,1,1,0
query_10277,21.604,1,22889,0
query_10279,15.475,1,0,0
query_1027,35.192,1,2,0
query_10280,24.628,1,129,0
query_10281,21.528,1,0,0
query_10282,44.125,1,0,0
query_10283,17.128,1,0,0
query_10284,39.296,1,5,0
query_10285,29.924,1,722,0
query_10286,19.914,1,0,0
query_10287,45.999,1,36,0
query_10288,22.122,1,649,0
query_1028,17.905,1,0,0
query_10291,42.956,1,39,0
query_10292,14.205,1,813,0
query_10293,35.746,1,491,0
query_10295,23.257,1,10,0
query_10297,7.523,1,20,0
query_10298,8.736,1,54,0
query_10299,36.15,1,26,0
query_102,8.755,1,0,0
query_10300,9.448,1,0,0
query_10301,54.581,1,18742,0
query_10302,12.218,1,7234,0
query_10303,32.536,1,1,0
query_10304,38.57,1,1807,0
query_10307,12.342,1,8,0
query_10308,47.605,1,74,0
query_10309,22.818,1,0,0
query_1030,10.702,1,2,0
query_10310,107.584,1,218,0
query_10311,10.902,1,0,0
query_10313,14.507,1,0,0
query_10314,118.584,1,210,0
query_10315,9.687,1,129,0
query_10316,118.289,1,853,0
query_10317,20.087,1,15499,0
query_10318,65.829,1,9668,0
query_10319,106.651,1,129,0
query_1031,17.694,1,9,0
query_10320,90.771,1,0,0
query_10322,135.58,1,33,0
query_10323,21.256,1,6,0
query_10324,112.113,1,22817,0
query_10326,20.836,1,18,0
query_10327,110.914,1,33,0
query_1032,25.658,1,436,0
query_10330,106.525,1,1908,0
query_10331,39.829,1,6,0
query_10332,76.072,1,231,0
query_10335,53.207,1,9,0
query_10337,6.455,1,0,0
query_10338,51.334,1,0,0
query_10339,5.551,1,5,0
query_1033,29.129,1,13,0
query_10340,38.394,1,202,0
query_10341,120.087,1,10,0
query_10343,73.991,1,167,0
query_10344,22.328,1,345,0
query_10345,67.173,1,386,0
query_10346,36.751,1,67,0
