query,time,httpCalls,nbResults,errors
query_10174,0.343,1,37,0
query_10175,0.205,1,2000,0
query_10176,0.416,1,0,0
query_10177,0.615,1,0,0
query_10179,0.832,1,0,0
query_1017,0.351,1,59,0
query_10180,0.775,1,2000,0
query_10181,0.436,1,0,0
query_10182,0.601,1,339,0
query_10183,0.609,1,4,0
query_10184,0.323,1,0,0
query_10185,0.24,1,2,0
query_10186,0.165,1,47,0
query_10187,0.968,1,1348,0
query_10188,0.447,1,2,0
query_1018,1.198,1,877,0
query_10190,0.659,1,6,0
query_10191,0.404,1,0,0
query_10192,0.481,1,0,0
query_10193,0.459,1,0,0
query_10195,0.315,1,3,0
query_10196,0.228,1,21,0
query_10199,0.098,1,2,0
query_1019,1.869,1,8,0
query_101,1.087,1,0,0
query_10200,0.754,1,0,0
query_10201,0.382,1,0,0
query_10203,0.116,1,29,0
query_10205,0.125,1,49,0
query_10207,0.394,1,1,0
query_10209,1.212,1,2,0
query_1020,0.835,1,2000,0
query_10210,0.428,1,0,0
query_10211,0.397,1,223,0
query_10212,0.902,1,25,0
query_10213,0.94,1,573,0
query_10214,0.595,1,0,0
query_10215,0.342,1,1,0
query_10216,0.172,1,47,0
query_10217,0.122,1,1,0
query_10218,0.845,1,276,0
query_10219,0.894,1,0,0
query_1021,0.786,1,256,0
query_10220,0.507,1,2,0
query_10221,0.256,1,39,0
query_10222,0.235,1,43,0
query_10225,0.455,1,2000,0
query_10226,0.853,1,28,0
query_10227,1.032,1,0,0
query_10229,0.804,1,234,0
query_1022,0.122,1,246,0
query_10230,0.182,1,441,0
query_10231,0.699,1,0,0
query_10232,0.472,1,0,0
query_10234,0.858,1,9,0
query_10235,1.225,1,2000,0
query_10236,0.464,1,16,0
query_10237,0.172,1,649,0
query_10238,0.322,1,0,0
query_1023,0.297,1,56,0
query_10240,0.336,1,161,0
query_10241,0.375,1,607,0
query_10242,1.018,1,23,0
query_10243,1.028,1,2,0
query_10246,0.972,1,0,0
query_10248,1.633,1,42,0
query_10251,0.757,1,1,0
query_10253,0.354,1,485,0
query_10254,0.422,1,23,0
query_10255,0.961,1,0,0
query_10256,0.94,1,1,0
query_10257,0.222,1,5,0
query_10258,0.111,1,0,0
query_10259,0.153,1,17,0
query_1025,0.215,1,0,0
query_10261,0.363,1,1,0
query_10263,0.978,1,485,0
query_10266,0.645,1,127,0
query_10268,0.693,1,2000,0
query_1026,0.49,1,48,0
query_10271,1.115,1,526,0
query_10272,0.485,1,1,0
query_10273,0.5,1,42,0
query_10274,1.243,1,1,0
query_10277,1.197,1,2000,0
query_10279,0.257,1,0,0
query_1027,0.098,1,2,0
query_10280,0.292,1,129,0
query_10281,0.73,1,0,0
query_10282,0.686,1,0,0
query_10283,0.495,1,0,0
query_10284,0.164,1,5,0
query_10285,1.139,1,722,0
query_10286,0.906,1,0,0
query_10287,0.424,1,36,0
query_10288,0.439,1,649,0
query_1028,1.004,1,0,0
query_10291,0.903,1,39,0
query_10292,0.674,1,813,0
query_10293,1.181,1,491,0
query_10295,0.36,1,10,0
query_10297,0.506,1,20,0
query_10298,0.47,1,54,0
query_10299,0.091,1,26,0
query_102,0.121,1,0,0
query_10300,0.149,1,0,0
query_10301,0.244,1,2000,0
query_10302,0.311,1,2000,0
query_10303,0.147,1,1,0
query_10304,0.284,1,1807,0
query_10307,0.105,1,8,0
query_10308,0.426,1,74,0
query_10309,1.073,1,0,0
query_1030,0.622,1,2,0
query_10310,0.282,1,218,0
query_10311,0.114,1,0,0
query_10313,0.135,1,0,0
query_10314,0.175,1,210,0
query_10315,0.429,1,129,0
query_10316,0.516,1,853,0
query_10317,1.004,1,2000,0
query_10318,1.146,1,2000,0
query_10319,0.259,1,129,0
query_1031,0.259,1,9,0
query_10320,0.198,1,0,0
query_10322,0.243,1,33,0
query_10323,0.225,1,6,0
query_10324,0.391,1,2000,0
query_10326,0.58,1,18,0
query_10327,0.389,1,33,0
query_1032,0.458,1,436,0
query_10330,0.691,1,1908,0
query_10331,0.39,1,6,0
query_10332,0.717,1,231,0
query_10335,0.288,1,9,0
query_10337,0.264,1,0,0
query_10338,0.421,1,0,0
query_10339,0.173,1,5,0
query_1033,0.264,1,13,0
query_10340,0.233,1,202,0
query_10341,0.124,1,10,0
query_10343,0.274,1,167,0
query_10344,0.28,1,345,0
query_10345,0.176,1,386,0
query_10346,0.33,1,67,0
